"Region","Year","AgeLow","AgeUp","Sex","Quantile","Deaths","Qx"
"Western Europe",2012,15,19,"F","Point",2307,0.87427
"Western Europe",2012,15,19,"F","Upper",2329,0.88162
"Western Europe",2013,15,19,"F","Lower",2164,0.82998
"Western Europe",2013,15,19,"F","Point",2185,0.8379
"Western Europe",2013,15,19,"F","Upper",2204,0.84499
"Western Europe",2014,15,19,"F","Lower",2058,0.79936
"Western Europe",2014,15,19,"F","Point",2081,0.80732
"Western Europe",2014,15,19,"F","Upper",2099,0.81454
"Western Europe",2015,15,19,"F","Lower",1977,0.77685
"Western Europe",2015,15,19,"F","Point",1996,0.78484
"Western Europe",2015,15,19,"F","Upper",2018,0.79234
"Western Europe",2016,15,19,"F","Lower",1928,0.76274
"Western Europe",2016,15,19,"F","Point",1949,0.77109
"Western Europe",2016,15,19,"F","Upper",1971,0.77924
"Western Europe",2017,15,19,"F","Lower",1904,0.75748
"Western Europe",2017,15,19,"F","Point",1928,0.76662
"Western Europe",2017,15,19,"F","Upper",1951,0.77581
"Western Europe",2018,15,19,"F","Lower",1892,0.75628
"Western Europe",2018,15,19,"F","Point",1921,0.76713
"Western Europe",2018,15,19,"F","Upper",1951,0.77938
"Western Europe",2019,15,19,"F","Lower",1883,0.75423
"Western Europe",2019,15,19,"F","Point",1917,0.76824
"Western Europe",2019,15,19,"F","Upper",1961,0.78515
"World",2000,15,19,"M","Lower",417513,7.19017
"World",2000,15,19,"M","Point",426860,7.35049
"World",2000,15,19,"M","Upper",441019,7.59342
"World",2001,15,19,"M","Lower",414406,6.99159
"World",2001,15,19,"M","Point",423178,7.13897
"World",2001,15,19,"M","Upper",437329,7.37689
"World",2002,15,19,"M","Lower",411949,6.79231
"World",2002,15,19,"M","Point",420374,6.93062
"World",2002,15,19,"M","Upper",433960,7.15392
"World",2003,15,19,"M","Lower",413968,6.67335
"World",2003,15,19,"M","Point",422676,6.81322
"World",2003,15,19,"M","Upper",435949,7.02645
"World",2004,15,19,"M","Lower",418500,6.62902
"World",2004,15,19,"M","Point",427916,6.77767
"World",2004,15,19,"M","Upper",441942,6.99903
"World",2005,15,19,"M","Lower",405088,6.35286
"World",2005,15,19,"M","Point",413651,6.48668
"World",2005,15,19,"M","Upper",426659,6.69001
"World",2006,15,19,"M","Lower",401997,6.29373
"World",2006,15,19,"M","Point",410872,6.43222
"World",2006,15,19,"M","Upper",424196,6.64013
"World",2007,15,19,"M","Lower",394446,6.20991
"World",2007,15,19,"M","Point",403975,6.35971
"World",2007,15,19,"M","Upper",417743,6.57546
"World",2008,15,19,"M","Lower",396409,6.30171
"World",2008,15,19,"M","Point",406598,6.46321
"World",2008,15,19,"M","Upper",422293,6.7118
"World",2009,15,19,"M","Lower",378467,6.07305
"World",2009,15,19,"M","Point",388945,6.24092
"World",2009,15,19,"M","Upper",404774,6.4938
"World",2010,15,19,"M","Lower",379056,6.1181
"World",2010,15,19,"M","Point",390460,6.30167
"World",2010,15,19,"M","Upper",407963,6.58312
"World",2011,15,19,"M","Lower",364914,5.91114
"World",2011,15,19,"M","Point",376613,6.10001
"World",2011,15,19,"M","Upper",394591,6.39033
"World",2012,15,19,"M","Lower",365300,5.92182
"World",2012,15,19,"M","Point",377329,6.11646
"World",2012,15,19,"M","Upper",395789,6.41449
"World",2013,15,19,"M","Lower",363737,5.888
"World",2013,15,19,"M","Point",376492,6.09375
"World",2013,15,19,"M","Upper",396200,6.41181
"World",2014,15,19,"M","Lower",363669,5.87313
"World",2014,15,19,"M","Point",377108,6.08954
"World",2014,15,19,"M","Upper",398338,6.4312
"World",2015,15,19,"M","Lower",356833,5.74926
"World",2015,15,19,"M","Point",371088,5.97822
"World",2015,15,19,"M","Upper",393075,6.33134
"World",2016,15,19,"M","Lower",352456,5.66524
"World",2016,15,19,"M","Point",367525,5.9068
"World",2016,15,19,"M","Upper",390309,6.27176
"World",2017,15,19,"M","Lower",346742,5.55751
"World",2017,15,19,"M","Point",362686,5.81237
"World",2017,15,19,"M","Upper",387200,6.20395
"World",2018,15,19,"M","Lower",339315,5.41918
"World",2018,15,19,"M","Point",356435,5.69166
"World",2018,15,19,"M","Upper",381731,6.09453
"World",2019,15,19,"M","Lower",333557,5.30244
"World",2019,15,19,"M","Point",351881,5.59286
"World",2019,15,19,"M","Upper",379133,6.02476
"East Asia and Pacific",2000,15,19,"M","Lower",80143,4.50957
"East Asia and Pacific",2000,15,19,"M","Point",86482,4.86532
"East Asia and Pacific",2000,15,19,"M","Upper",94936,5.33971
"East Asia and Pacific",2001,15,19,"M","Lower",79675,4.34871
"East Asia and Pacific",2001,15,19,"M","Point",85628,4.67303
"East Asia and Pacific",2001,15,19,"M","Upper",93401,5.09593
"East Asia and Pacific",2002,15,19,"M","Lower",79686,4.17458
"East Asia and Pacific",2002,15,19,"M","Point",85515,4.4791
"East Asia and Pacific",2002,15,19,"M","Upper",92791,4.85939
"East Asia and Pacific",2003,15,19,"M","Lower",79965,4.01616
"East Asia and Pacific",2003,15,19,"M","Point",85474,4.29215
"East Asia and Pacific",2003,15,19,"M","Upper",92656,4.65198
"East Asia and Pacific",2004,15,19,"M","Lower",86509,4.21685
"East Asia and Pacific",2004,15,19,"M","Point",92719,4.51887
"East Asia and Pacific",2004,15,19,"M","Upper",100862,4.91471
"East Asia and Pacific",2005,15,19,"M","Lower",77592,3.74441
"East Asia and Pacific",2005,15,19,"M","Point",82464,3.97886
"East Asia and Pacific",2005,15,19,"M","Upper",88946,4.29108
"East Asia and Pacific",2006,15,19,"M","Lower",74295,3.6228
"East Asia and Pacific",2006,15,19,"M","Point",79012,3.85236
"East Asia and Pacific",2006,15,19,"M","Upper",85072,4.1472
"East Asia and Pacific",2007,15,19,"M","Lower",70200,3.5299
"East Asia and Pacific",2007,15,19,"M","Point",74774,3.75961
"East Asia and Pacific",2007,15,19,"M","Upper",80766,4.06007
"East Asia and Pacific",2008,15,19,"M","Lower",75524,3.96631
"East Asia and Pacific",2008,15,19,"M","Point",81217,4.2646
"East Asia and Pacific",2008,15,19,"M","Upper",88872,4.66562
"East Asia and Pacific",2009,15,19,"M","Lower",61667,3.38366
"East Asia and Pacific",2009,15,19,"M","Point",66513,3.64923
"East Asia and Pacific",2009,15,19,"M","Upper",73232,4.01695
"East Asia and Pacific",2010,15,19,"M","Lower",58125,3.30046
"East Asia and Pacific",2010,15,19,"M","Point",63192,3.58763
"East Asia and Pacific",2010,15,19,"M","Upper",70353,3.99333
"East Asia and Pacific",2011,15,19,"M","Lower",55287,3.21832
"East Asia and Pacific",2011,15,19,"M","Point",60638,3.52942
"East Asia and Pacific",2011,15,19,"M","Upper",68167,3.96654
"East Asia and Pacific",2012,15,19,"M","Lower",52573,3.10994
"East Asia and Pacific",2012,15,19,"M","Point",58139,3.43872
"East Asia and Pacific",2012,15,19,"M","Upper",65880,3.89548
"East Asia and Pacific",2013,15,19,"M","Lower",50236,2.99896
"East Asia and Pacific",2013,15,19,"M","Point",56187,3.35344
"East Asia and Pacific",2013,15,19,"M","Upper",63996,3.81874
"East Asia and Pacific",2014,15,19,"M","Lower",48349,2.90746
"East Asia and Pacific",2014,15,19,"M","Point",54531,3.27862
"East Asia and Pacific",2014,15,19,"M","Upper",62775,3.77324
"East Asia and Pacific",2015,15,19,"M","Lower",46594,2.82667
"East Asia and Pacific",2015,15,19,"M","Point",53043,3.21717
"East Asia and Pacific",2015,15,19,"M","Upper",61784,3.74641
"East Asia and Pacific",2016,15,19,"M","Lower",44974,2.75578
"East Asia and Pacific",2016,15,19,"M","Point",51608,3.16153
"East Asia and Pacific",2016,15,19,"M","Upper",60588,3.71069
"East Asia and Pacific",2017,15,19,"M","Lower",43229,2.67456
"East Asia and Pacific",2017,15,19,"M","Point",50160,3.10256
"East Asia and Pacific",2017,15,19,"M","Upper",59156,3.65806
"East Asia and Pacific",2018,15,19,"M","Lower",41419,2.58509
"East Asia and Pacific",2018,15,19,"M","Point",48752,3.0419
"East Asia and Pacific",2018,15,19,"M","Upper",57675,3.59776
"East Asia and Pacific",2019,15,19,"M","Lower",40088,2.51859
"East Asia and Pacific",2019,15,19,"M","Point",47296,2.97077
"East Asia and Pacific",2019,15,19,"M","Upper",56436,3.54384
"Eastern and Southern Africa",2000,15,19,"M","Lower",69336,17.71866
"Eastern and Southern Africa",2000,15,19,"M","Point",73887,18.87017
"Eastern and Southern Africa",2000,15,19,"M","Upper",79858,20.37992
"Eastern and Southern Africa",2001,15,19,"M","Lower",67966,16.94454
"Eastern and Southern Africa",2001,15,19,"M","Point",72206,17.99273
"Eastern and Southern Africa",2001,15,19,"M","Upper",77953,19.40997
"Eastern and Southern Africa",2002,15,19,"M","Lower",66904,16.27461
"Eastern and Southern Africa",2002,15,19,"M","Point",70976,17.25675
"Eastern and Southern Africa",2002,15,19,"M","Upper",76501,18.58717
"Eastern and Southern Africa",2003,15,19,"M","Lower",66794,15.84675
"Eastern and Southern Africa",2003,15,19,"M","Point",70841,16.79932
"Eastern and Southern Africa",2003,15,19,"M","Upper",76561,18.14288
"Eastern and Southern Africa",2004,15,19,"M","Lower",66262,15.34096
"Eastern and Southern Africa",2004,15,19,"M","Point",70443,16.30162
"Eastern and Southern Africa",2004,15,19,"M","Upper",76164,17.6132
"Eastern and Southern Africa",2005,15,19,"M","Lower",64948,14.67917
"Eastern and Southern Africa",2005,15,19,"M","Point",69184,15.62836
"Eastern and Southern Africa",2005,15,19,"M","Upper",74830,16.89352
"Eastern and Southern Africa",2006,15,19,"M","Lower",63859,14.15105
"Eastern and Southern Africa",2006,15,19,"M","Point",68288,15.12565
"Eastern and Southern Africa",2006,15,19,"M","Upper",73960,16.37075
"Eastern and Southern Africa",2007,15,19,"M","Lower",63144,13.70887
"Eastern and Southern Africa",2007,15,19,"M","Point",67436,14.63255
"Eastern and Southern Africa",2007,15,19,"M","Upper",73236,15.88234
"Eastern and Southern Africa",2008,15,19,"M","Lower",62086,13.19095
"Eastern and Southern Africa",2008,15,19,"M","Point",66732,14.1704
"Eastern and Southern Africa",2008,15,19,"M","Upper",72923,15.47553
"Eastern and Southern Africa",2009,15,19,"M","Lower",61554,12.76767
"Eastern and Southern Africa",2009,15,19,"M","Point",66424,13.77089
"Eastern and Southern Africa",2009,15,19,"M","Upper",72914,15.10582
"Eastern and Southern Africa",2010,15,19,"M","Lower",60874,12.30223
"Eastern and Southern Africa",2010,15,19,"M","Point",65911,13.31265
"Eastern and Southern Africa",2010,15,19,"M","Upper",72891,14.71264
"Eastern and Southern Africa",2011,15,19,"M","Lower",60294,11.89103
"Eastern and Southern Africa",2011,15,19,"M","Point",65609,12.93186
"Eastern and Southern Africa",2011,15,19,"M","Upper",73054,14.38921
"Eastern and Southern Africa",2012,15,19,"M","Lower",60132,11.55484
"Eastern and Southern Africa",2012,15,19,"M","Point",65803,12.6373
"Eastern and Southern Africa",2012,15,19,"M","Upper",73680,14.13947
"Eastern and Southern Africa",2013,15,19,"M","Lower",60054,11.23427
"Eastern and Southern Africa",2013,15,19,"M","Point",66153,12.36849
"Eastern and Southern Africa",2013,15,19,"M","Upper",74824,13.97778
"Eastern and Southern Africa",2014,15,19,"M","Lower",60251,10.96909
"Eastern and Southern Africa",2014,15,19,"M","Point",66732,12.14206
"Eastern and Southern Africa",2014,15,19,"M","Upper",75907,13.79955
"Eastern and Southern Africa",2015,15,19,"M","Lower",60467,10.71518
"Eastern and Southern Africa",2015,15,19,"M","Point",67171,11.89601
"Eastern and Southern Africa",2015,15,19,"M","Upper",76558,13.54709
"Eastern and Southern Africa",2016,15,19,"M","Lower",60646,10.47927
"Eastern and Southern Africa",2016,15,19,"M","Point",67746,11.69992
"Eastern and Southern Africa",2016,15,19,"M","Upper",77758,13.41618
"Eastern and Southern Africa",2017,15,19,"M","Lower",60993,10.27458
"Eastern and Southern Africa",2017,15,19,"M","Point",68383,11.51272
"Eastern and Southern Africa",2017,15,19,"M","Upper",79094,13.30321
"Eastern and Southern Africa",2018,15,19,"M","Lower",60936,10.00947
"Eastern and Southern Africa",2018,15,19,"M","Point",68552,11.25325
"Eastern and Southern Africa",2018,15,19,"M","Upper",79458,13.03177
"Eastern and Southern Africa",2019,15,19,"M","Lower",61021,9.77144
"Eastern and Southern Africa",2019,15,19,"M","Point",68913,11.02761
"Eastern and Southern Africa",2019,15,19,"M","Upper",79919,12.77808
"Eastern Europe and central Asia",2000,15,19,"M","Lower",25006,7.07324
"Eastern Europe and central Asia",2000,15,19,"M","Point",26489,7.48984
"Eastern Europe and central Asia",2000,15,19,"M","Upper",27936,7.89822
"Eastern Europe and central Asia",2001,15,19,"M","Lower",24310,6.79831
"Eastern Europe and central Asia",2001,15,19,"M","Point",25498,7.12871
"Eastern Europe and central Asia",2001,15,19,"M","Upper",26638,7.4467
"Eastern Europe and central Asia",2002,15,19,"M","Lower",23007,6.35977
"Eastern Europe and central Asia",2002,15,19,"M","Point",23948,6.61836
"Eastern Europe and central Asia",2002,15,19,"M","Upper",24860,6.87002
"Eastern Europe and central Asia",2003,15,19,"M","Lower",21855,5.99086
"Eastern Europe and central Asia",2003,15,19,"M","Point",22580,6.18882
"Eastern Europe and central Asia",2003,15,19,"M","Upper",23279,6.37965
"Eastern Europe and central Asia",2004,15,19,"M","Lower",21085,5.77822
"Eastern Europe and central Asia",2004,15,19,"M","Point",21635,5.92772
"Eastern Europe and central Asia",2004,15,19,"M","Upper",22174,6.0754
"Eastern Europe and central Asia",2005,15,19,"M","Lower",20311,5.6238
"Eastern Europe and central Asia",2005,15,19,"M","Point",20737,5.74133
"Eastern Europe and central Asia",2005,15,19,"M","Upper",21169,5.86046
"Eastern Europe and central Asia",2006,15,19,"M","Lower",19271,5.44018
"Eastern Europe and central Asia",2006,15,19,"M","Point",19609,5.53616
"Eastern Europe and central Asia",2006,15,19,"M","Upper",19961,5.63406
"Eastern Europe and central Asia",2007,15,19,"M","Lower",17891,5.20096
"Eastern Europe and central Asia",2007,15,19,"M","Point",18168,5.28145
"Eastern Europe and central Asia",2007,15,19,"M","Upper",18458,5.36522
"Eastern Europe and central Asia",2008,15,19,"M","Lower",16341,4.92669
"Eastern Europe and central Asia",2008,15,19,"M","Point",16562,4.99231
"Eastern Europe and central Asia",2008,15,19,"M","Upper",16801,5.06502
"Eastern Europe and central Asia",2009,15,19,"M","Lower",14748,4.61772
"Eastern Europe and central Asia",2009,15,19,"M","Point",14913,4.67022
"Eastern Europe and central Asia",2009,15,19,"M","Upper",15101,4.7276
"Eastern Europe and central Asia",2010,15,19,"M","Lower",13423,4.35404
"Eastern Europe and central Asia",2010,15,19,"M","Point",13567,4.40125
"Eastern Europe and central Asia",2010,15,19,"M","Upper",13723,4.45066
"Eastern Europe and central Asia",2011,15,19,"M","Lower",12336,4.16025
"Eastern Europe and central Asia",2011,15,19,"M","Point",12461,4.20175
"Eastern Europe and central Asia",2011,15,19,"M","Upper",12598,4.24784
"Eastern Europe and central Asia",2012,15,19,"M","Lower",11472,4.01028
"Eastern Europe and central Asia",2012,15,19,"M","Point",11595,4.05332
"Eastern Europe and central Asia",2012,15,19,"M","Upper",11730,4.09989
"Eastern Europe and central Asia",2013,15,19,"M","Lower",10748,3.87662
"Eastern Europe and central Asia",2013,15,19,"M","Point",10871,3.92003
"Eastern Europe and central Asia",2013,15,19,"M","Upper",11005,3.96901
"Eastern Europe and central Asia",2014,15,19,"M","Lower",10276,3.80561
"Eastern Europe and central Asia",2014,15,19,"M","Point",10393,3.84929
"Eastern Europe and central Asia",2014,15,19,"M","Upper",10515,3.89387
"Eastern Europe and central Asia",2015,15,19,"M","Lower",9605,3.63277
"Eastern Europe and central Asia",2015,15,19,"M","Point",9722,3.67585
"Eastern Europe and central Asia",2015,15,19,"M","Upper",9840,3.72144
"Eastern Europe and central Asia",2016,15,19,"M","Lower",9252,3.55503
"Eastern Europe and central Asia",2016,15,19,"M","Point",9369,3.60064
"Eastern Europe and central Asia",2016,15,19,"M","Upper",9499,3.64917
"Eastern Europe and central Asia",2017,15,19,"M","Lower",8702,3.37043
"Eastern Europe and central Asia",2017,15,19,"M","Point",8827,3.41771
"Eastern Europe and central Asia",2017,15,19,"M","Upper",8962,3.47065
"Eastern Europe and central Asia",2018,15,19,"M","Lower",8398,3.25385
"Eastern Europe and central Asia",2018,15,19,"M","Point",8544,3.31004
"Eastern Europe and central Asia",2018,15,19,"M","Upper",8696,3.36892
"Eastern Europe and central Asia",2019,15,19,"M","Lower",8169,3.14656
"Eastern Europe and central Asia",2019,15,19,"M","Point",8353,3.21709
"Eastern Europe and central Asia",2019,15,19,"M","Upper",8555,3.29457
"Latin America and Caribbean",2000,15,19,"M","Lower",39981,7.58787
"Latin America and Caribbean",2000,15,19,"M","Point",40660,7.7163
"Latin America and Caribbean",2000,15,19,"M","Upper",41435,7.86264
"Latin America and Caribbean",2001,15,19,"M","Lower",40168,7.56982
"Latin America and Caribbean",2001,15,19,"M","Point",40843,7.69656
"Latin America and Caribbean",2001,15,19,"M","Upper",41630,7.84402
"Latin America and Caribbean",2002,15,19,"M","Lower",40087,7.51764
"Latin America and Caribbean",2002,15,19,"M","Point",40755,7.64225
"Latin America and Caribbean",2002,15,19,"M","Upper",41584,7.79706
"Latin America and Caribbean",2003,15,19,"M","Lower",39617,7.40611
"Latin America and Caribbean",2003,15,19,"M","Point",40282,7.5305
"Latin America and Caribbean",2003,15,19,"M","Upper",41157,7.6928
"Latin America and Caribbean",2004,15,19,"M","Lower",39162,7.29535
"Latin America and Caribbean",2004,15,19,"M","Point",39861,7.42501
"Latin America and Caribbean",2004,15,19,"M","Upper",40801,7.59925
"Latin America and Caribbean",2005,15,19,"M","Lower",38475,7.13636
"Latin America and Caribbean",2005,15,19,"M","Point",39168,7.26422
"Latin America and Caribbean",2005,15,19,"M","Upper",40079,7.43254
"Latin America and Caribbean",2006,15,19,"M","Lower",38466,7.09118
"Latin America and Caribbean",2006,15,19,"M","Point",39188,7.2239
"Latin America and Caribbean",2006,15,19,"M","Upper",40149,7.40013
"Latin America and Caribbean",2007,15,19,"M","Lower",39001,7.13689
"Latin America and Caribbean",2007,15,19,"M","Point",39726,7.26961
"Latin America and Caribbean",2007,15,19,"M","Upper",40730,7.45191
"Latin America and Caribbean",2008,15,19,"M","Lower",39870,7.23706
"Latin America and Caribbean",2008,15,19,"M","Point",40635,7.37572
"Latin America and Caribbean",2008,15,19,"M","Upper",41660,7.56069
"Latin America and Caribbean",2009,15,19,"M","Lower",40836,7.35584
"Latin America and Caribbean",2009,15,19,"M","Point",41630,7.49758
"Latin America and Caribbean",2009,15,19,"M","Upper",42681,7.68678
"Latin America and Caribbean",2010,15,19,"M","Lower",48407,8.66094
"Latin America and Caribbean",2010,15,19,"M","Point",51564,9.22288
"Latin America and Caribbean",2010,15,19,"M","Upper",56498,10.10091
"Latin America and Caribbean",2011,15,19,"M","Lower",41863,7.47624
"Latin America and Caribbean",2011,15,19,"M","Point",42748,7.63312
"Latin America and Caribbean",2011,15,19,"M","Upper",43909,7.84002
"Latin America and Caribbean",2012,15,19,"M","Lower",41910,7.47972
"Latin America and Caribbean",2012,15,19,"M","Point",42803,7.63871
"Latin America and Caribbean",2012,15,19,"M","Upper",44003,7.85156
"Latin America and Caribbean",2013,15,19,"M","Lower",41739,7.45693
"Latin America and Caribbean",2013,15,19,"M","Point",42684,7.62519
"Latin America and Caribbean",2013,15,19,"M","Upper",43932,7.84698
"Latin America and Caribbean",2014,15,19,"M","Lower",41578,7.43889
"Latin America and Caribbean",2014,15,19,"M","Point",42547,7.61122
"Latin America and Caribbean",2014,15,19,"M","Upper",43768,7.82897
"Latin America and Caribbean",2015,15,19,"M","Lower",41487,7.43534
"Latin America and Caribbean",2015,15,19,"M","Point",42457,7.60705
"Latin America and Caribbean",2015,15,19,"M","Upper",43677,7.82607
"Latin America and Caribbean",2016,15,19,"M","Lower",41135,7.40785
"Latin America and Caribbean",2016,15,19,"M","Point",42166,7.59228
"Latin America and Caribbean",2016,15,19,"M","Upper",43456,7.82396
"Latin America and Caribbean",2017,15,19,"M","Lower",40688,7.36426
"Latin America and Caribbean",2017,15,19,"M","Point",41759,7.55835
"Latin America and Caribbean",2017,15,19,"M","Upper",43192,7.8155
"Latin America and Caribbean",2018,15,19,"M","Lower",39856,7.25362
"Latin America and Caribbean",2018,15,19,"M","Point",41172,7.49285
"Latin America and Caribbean",2018,15,19,"M","Upper",42785,7.78439
"Latin America and Caribbean",2019,15,19,"M","Lower",38880,7.118
"Latin America and Caribbean",2019,15,19,"M","Point",40408,7.39632
"Latin America and Caribbean",2019,15,19,"M","Upper",42351,7.7508
"Middle East and North Africa",2000,15,19,"M","Lower",19640,5.31899
"Middle East and North Africa",2000,15,19,"M","Point",20917,5.6644
"Middle East and North Africa",2000,15,19,"M","Upper",22537,6.10092
"Middle East and North Africa",2001,15,19,"M","Lower",19829,5.25189
"Middle East and North Africa",2001,15,19,"M","Point",21049,5.57371
"Middle East and North Africa",2001,15,19,"M","Upper",22532,5.96515
"Middle East and North Africa",2002,15,19,"M","Lower",20040,5.20699
"Middle East and North Africa",2002,15,19,"M","Point",21199,5.50676
"Middle East and North Africa",2002,15,19,"M","Upper",22565,5.86093
"Middle East and North Africa",2003,15,19,"M","Lower",24436,6.24613
"Middle East and North Africa",2003,15,19,"M","Point",26119,6.67477
"Middle East and North Africa",2003,15,19,"M","Upper",28147,7.19093
"Middle East and North Africa",2004,15,19,"M","Lower",22595,5.71511
"Middle East and North Africa",2004,15,19,"M","Point",24048,6.0813
"Middle East and North Africa",2004,15,19,"M","Upper",25856,6.53711
"Middle East and North Africa",2005,15,19,"M","Lower",22983,5.7815
"Middle East and North Africa",2005,15,19,"M","Point",24514,6.16568
"Middle East and North Africa",2005,15,19,"M","Upper",26531,6.6708
"Middle East and North Africa",2006,15,19,"M","Lower",24785,6.20227
"Middle East and North Africa",2006,15,19,"M","Point",26767,6.69642
"Middle East and North Africa",2006,15,19,"M","Upper",29430,7.35995
"Middle East and North Africa",2007,15,19,"M","Lower",24100,6.04127
"Middle East and North Africa",2007,15,19,"M","Point",25881,6.48606
"Middle East and North Africa",2007,15,19,"M","Upper",28353,7.10321
"Middle East and North Africa",2008,15,19,"M","Lower",21703,5.48289
"Middle East and North Africa",2008,15,19,"M","Point",22985,5.80694
"Middle East and North Africa",2008,15,19,"M","Upper",24662,6.22779
"Middle East and North Africa",2009,15,19,"M","Lower",20642,5.27423
"Middle East and North Africa",2009,15,19,"M","Point",21774,5.56277
"Middle East and North Africa",2009,15,19,"M","Upper",23294,5.94942
"Middle East and North Africa",2010,15,19,"M","Lower",19764,5.11064
"Middle East and North Africa",2010,15,19,"M","Point",20968,5.42036
"Middle East and North Africa",2010,15,19,"M","Upper",22495,5.81443
"Middle East and North Africa",2011,15,19,"M","Lower",20393,5.31928
"Middle East and North Africa",2011,15,19,"M","Point",21656,5.64851
"Middle East and North Africa",2011,15,19,"M","Upper",23269,6.06703
"Middle East and North Africa",2012,15,19,"M","Lower",25668,6.75648
"Middle East and North Africa",2012,15,19,"M","Point",27064,7.12256
"Middle East and North Africa",2012,15,19,"M","Upper",28802,7.57803
"Middle East and North Africa",2013,15,19,"M","Lower",27884,7.41404
"Middle East and North Africa",2013,15,19,"M","Point",29605,7.86828
"Middle East and North Africa",2013,15,19,"M","Upper",31720,8.42955
"Middle East and North Africa",2014,15,19,"M","Lower",30133,8.09106
"Middle East and North Africa",2014,15,19,"M","Point",32334,8.67822
"Middle East and North Africa",2014,15,19,"M","Upper",35160,9.43421
"Middle East and North Africa",2015,15,19,"M","Lower",26904,7.29435
"Middle East and North Africa",2015,15,19,"M","Point",29071,7.88037
"Middle East and North Africa",2015,15,19,"M","Upper",31743,8.60041
"Middle East and North Africa",2016,15,19,"M","Lower",26075,7.07734
"Middle East and North Africa",2016,15,19,"M","Point",28306,7.68052
"Middle East and North Africa",2016,15,19,"M","Upper",31079,8.42938
"Middle East and North Africa",2017,15,19,"M","Lower",23781,6.4565
"Middle East and North Africa",2017,15,19,"M","Point",25798,7.00349
"Middle East and North Africa",2017,15,19,"M","Upper",28258,7.66695
"Middle East and North Africa",2018,15,19,"M","Lower",21065,5.70886
"Middle East and North Africa",2018,15,19,"M","Point",22772,6.17042
"Middle East and North Africa",2018,15,19,"M","Upper",24996,6.77047
"Middle East and North Africa",2019,15,19,"M","Lower",19860,5.35696
"Middle East and North Africa",2019,15,19,"M","Point",21520,5.80351
"Middle East and North Africa",2019,15,19,"M","Upper",23586,6.35863
"North America",2000,15,19,"M","Lower",10232,4.51823
"North America",2000,15,19,"M","Point",10414,4.59803
"North America",2000,15,19,"M","Upper",10583,4.67219
"North America",2001,15,19,"M","Lower",10256,4.4484
"North America",2001,15,19,"M","Point",10432,4.52458
"North America",2001,15,19,"M","Upper",10607,4.59984
"North America",2002,15,19,"M","Lower",10333,4.41033
"North America",2002,15,19,"M","Point",10503,4.48303
"North America",2002,15,19,"M","Upper",10680,4.55777
"North America",2003,15,19,"M","Lower",10426,4.38424
"North America",2003,15,19,"M","Point",10597,4.45615
"North America",2003,15,19,"M","Upper",10781,4.53307
"North America",2004,15,19,"M","Lower",10512,4.3568
"North America",2004,15,19,"M","Point",10689,4.4296
"North America",2004,15,19,"M","Upper",10889,4.5124
"North America",2005,15,19,"M","Lower",10535,4.30402
"North America",2005,15,19,"M","Point",10710,4.37507
"North America",2005,15,19,"M","Upper",10919,4.46
"North America",2006,15,19,"M","Lower",10318,4.19059
"North America",2006,15,19,"M","Point",10496,4.26223
"North America",2006,15,19,"M","Upper",10696,4.34332
"North America",2007,15,19,"M","Lower",9955,4.0138
"North America",2007,15,19,"M","Point",10128,4.08362
"North America",2007,15,19,"M","Upper",10313,4.15765
"North America",2008,15,19,"M","Lower",9483,3.79692
"North America",2008,15,19,"M","Point",9661,3.868
"North America",2008,15,19,"M","Upper",9823,3.93248
"North America",2009,15,19,"M","Lower",8982,3.57952
"North America",2009,15,19,"M","Point",9152,3.64677
"North America",2009,15,19,"M","Upper",9303,3.70681
"North America",2010,15,19,"M","Lower",8482,3.37687
"North America",2010,15,19,"M","Point",8655,3.44523
"North America",2010,15,19,"M","Upper",8809,3.50641
"North America",2011,15,19,"M","Lower",8076,3.21617
"North America",2011,15,19,"M","Point",8243,3.28253
"North America",2011,15,19,"M","Upper",8395,3.34269
"North America",2012,15,19,"M","Lower",7768,3.11293
"North America",2012,15,19,"M","Point",7926,3.17631
"North America",2012,15,19,"M","Upper",8080,3.23766
"North America",2013,15,19,"M","Lower",7576,3.07029
"North America",2013,15,19,"M","Point",7730,3.13278
"North America",2013,15,19,"M","Upper",7881,3.19314
"North America",2014,15,19,"M","Lower",7548,3.09723
"North America",2014,15,19,"M","Point",7697,3.15817
"North America",2014,15,19,"M","Upper",7850,3.22052
"North America",2015,15,19,"M","Lower",7647,3.1735
"North America",2015,15,19,"M","Point",7803,3.23779
"North America",2015,15,19,"M","Upper",7965,3.30462
"North America",2016,15,19,"M","Lower",7828,3.2651
"North America",2016,15,19,"M","Point",8024,3.34633
"North America",2016,15,19,"M","Upper",8222,3.42897
"North America",2017,15,19,"M","Lower",7993,3.34722
"North America",2017,15,19,"M","Point",8246,3.4529
"North America",2017,15,19,"M","Upper",8535,3.57315
"North America",2018,15,19,"M","Lower",8028,3.37152
"North America",2018,15,19,"M","Point",8399,3.52659
"North America",2018,15,19,"M","Upper",8814,3.70062
"North America",2019,15,19,"M","Lower",7813,3.28763
"North America",2019,15,19,"M","Point",8407,3.53692
"North America",2019,15,19,"M","Upper",9061,3.81148
"South Asia",2000,15,19,"M","Lower",103495,6.82804
"South Asia",2000,15,19,"M","Point",108206,7.13763
"South Asia",2000,15,19,"M","Upper",114098,7.52491
"South Asia",2001,15,19,"M","Lower",102728,6.65577
