"Region","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Measles","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Congenital","Digestive","Neoplasms","OtherNCD","Drowning","RTI","OtherInj","NatDis","CollectVio"
"Eastern and Southern Africa",2007,5,9,"B","Fraction","Lower",0.0023,0.06861,0.07858,0.02069,0.13134,0.09063,0.17585,0.01639,0.03341,0.01594,0.10122,0.03162,0.03382,0.05035,0.00019,0.00151
"Eastern and Southern Africa",2007,5,9,"B","Fraction","Point",0.0075,0.08705,0.09204,0.04077,0.14031,0.09759,0.20578,0.021,0.03893,0.01928,0.11427,0.03755,0.03832,0.05757,0.00028,0.00176
"Eastern and Southern Africa",2007,5,9,"B","Fraction","Upper",0.02789,0.10466,0.11131,0.05715,0.14868,0.10372,0.23806,0.02603,0.0449,0.02304,0.12804,0.04377,0.04298,0.06554,0.00037,0.002
"Eastern and Southern Africa",2007,5,9,"B","Rate","Lower",0.03077,0.90404,1.00658,0.26858,1.63426,1.14681,2.23322,0.21308,0.42176,0.20267,1.28192,0.40579,0.43832,0.65016,0.00247,0.02009
"Eastern and Southern Africa",2007,5,9,"B","Rate","Point",0.09655,1.12065,1.18489,0.52486,1.80631,1.25634,2.64915,0.27035,0.50117,0.2482,1.47108,0.48341,0.49332,0.74114,0.0036,0.02266
"Eastern and Southern Africa",2007,5,9,"B","Rate","Upper",0.37022,1.37847,1.47938,0.74496,2.03449,1.38158,3.1626,0.34264,0.59844,0.30149,1.70062,0.57687,0.56188,0.85642,0.0047,0.0252
"Eastern and Southern Africa",2008,5,9,"B","Deaths","Lower",429,10673,12187,2906,18536,12516,24533,2652,4957,2654,15719,5097,5307,8220,26,287
"Eastern and Southern Africa",2008,5,9,"B","Deaths","Point",2168,12976,14079,5953,20529,13799,30166,3329,5868,3219,17968,6023,5970,9311,38,322
"Eastern and Southern Africa",2008,5,9,"B","Deaths","Upper",11280,15726,17565,8159,23169,15288,36242,4161,6992,3886,20674,7166,6782,10732,49,357
"Eastern and Southern Africa",2008,5,9,"B","Fraction","Lower",0.00277,0.07033,0.08198,0.01922,0.12662,0.08341,0.15942,0.01741,0.03333,0.01758,0.1055,0.03348,0.03482,0.05388,0.00017,0.00183
"Eastern and Southern Africa",2008,5,9,"B","Fraction","Point",0.01429,0.08553,0.0928,0.03924,0.13531,0.09095,0.19883,0.02194,0.03868,0.02122,0.11843,0.0397,0.03935,0.06137,0.00025,0.00212
"Eastern and Southern Africa",2008,5,9,"B","Fraction","Upper",0.0721,0.10129,0.11262,0.05313,0.14342,0.09791,0.22885,0.02685,0.04428,0.02524,0.13211,0.04592,0.04408,0.06917,0.00033,0.0024
"Eastern and Southern Africa",2008,5,9,"B","Rate","Lower",0.03448,0.85811,0.9797,0.23364,1.49072,1.00624,1.97295,0.21334,0.39845,0.21334,1.26393,0.40979,0.42686,0.66102,0.00216,0.02314
"Eastern and Southern Africa",2008,5,9,"B","Rate","Point",0.17427,1.04308,1.13175,0.47855,1.65018,1.10918,2.42484,0.26757,0.47172,0.25879,1.44432,0.48416,0.47989,0.74844,0.00305,0.02585
"Eastern and Southern Africa",2008,5,9,"B","Rate","Upper",0.90661,1.26383,1.41161,0.65566,1.86135,1.22833,2.91142,0.33426,0.56187,0.31219,1.66102,0.57577,0.5448,0.86244,0.00394,0.0287
"Eastern and Southern Africa",2009,5,9,"B","Deaths","Lower",470,9957,11478,3069,17091,12665,21999,2692,4670,2795,15530,5190,5256,8372,16,488
"Eastern and Southern Africa",2009,5,9,"B","Deaths","Point",2931,12289,13360,5878,18922,14023,27805,3342,5520,3381,17707,6116,5903,9467,25,537
"Eastern and Southern Africa",2009,5,9,"B","Deaths","Upper",12357,14767,16671,8586,21372,15636,33662,4129,6587,4080,20330,7192,6684,10861,36,590
"Eastern and Southern Africa",2009,5,9,"B","Fraction","Lower",0.00323,0.06759,0.07807,0.02097,0.11958,0.08807,0.14793,0.01832,0.03232,0.01912,0.10802,0.0353,0.03564,0.05695,0.0001,0.00318
"Eastern and Southern Africa",2009,5,9,"B","Fraction","Point",0.01991,0.08348,0.09076,0.03993,0.12854,0.09526,0.18889,0.0227,0.0375,0.02297,0.12029,0.04155,0.0401,0.06431,0.00017,0.00365
"Eastern and Southern Africa",2009,5,9,"B","Fraction","Upper",0.08102,0.09721,0.10912,0.0571,0.13643,0.10236,0.22036,0.02755,0.04271,0.02709,0.13325,0.04764,0.04463,0.07227,0.00025,0.00407
"Eastern and Southern Africa",2009,5,9,"B","Rate","Lower",0.03697,0.78218,0.90165,0.2411,1.34298,0.99508,1.72764,0.21149,0.36695,0.2196,1.21992,0.40777,0.41313,0.6576,0.00125,0.03836
"Eastern and Southern Africa",2009,5,9,"B","Rate","Point",0.2302,0.96518,1.04935,0.46166,1.48616,1.10138,2.18391,0.26245,0.43357,0.26558,1.39077,0.48039,0.46363,0.74354,0.00197,0.0422
"Eastern and Southern Africa",2009,5,9,"B","Rate","Upper",0.97048,1.15955,1.30896,0.67445,1.67775,1.22736,2.6432,0.32409,0.51734,0.32033,1.59597,0.56469,0.52474,0.8527,0.00275,0.04629
"Eastern and Southern Africa",2010,5,9,"B","Deaths","Lower",1120,9431,10920,2937,15872,12262,22156,2723,4445,2935,15347,5274,5199,8523,60,340
"Eastern and Southern Africa",2010,5,9,"B","Deaths","Point",2286,11565,12684,5813,17622,13645,25845,3366,5245,3544,17453,6194,5822,9599,76,378
"Eastern and Southern Africa",2010,5,9,"B","Deaths","Upper",4573,13692,15965,7754,19933,15308,30854,4112,6274,4270,20036,7293,6589,10957,94,418
"Eastern and Southern Africa",2010,5,9,"B","Fraction","Lower",0.00796,0.06776,0.07851,0.02068,0.11774,0.0901,0.16177,0.01941,0.03225,0.02103,0.11179,0.03747,0.03694,0.06072,0.00041,0.00233
"Eastern and Southern Africa",2010,5,9,"B","Fraction","Point",0.0162,0.08194,0.08987,0.04119,0.12486,0.09668,0.18312,0.02385,0.03716,0.02511,0.12366,0.04389,0.04125,0.06801,0.00054,0.00268
"Eastern and Southern Africa",2010,5,9,"B","Fraction","Upper",0.03303,0.09383,0.10831,0.05405,0.13188,0.10329,0.20865,0.02868,0.0422,0.02952,0.13629,0.04997,0.0457,0.07629,0.00068,0.00304
"Eastern and Southern Africa",2010,5,9,"B","Rate","Lower",0.08605,0.72443,0.83886,0.22558,1.21982,0.94223,1.70229,0.2092,0.34144,0.22552,1.17906,0.40516,0.39946,0.65495,0.0046,0.02611
"Eastern and Southern Africa",2010,5,9,"B","Rate","Point",0.17564,0.88837,0.97435,0.44657,1.3537,1.04818,1.98534,0.25858,0.40288,0.27224,1.34069,0.47584,0.44722,0.73735,0.00585,0.02906
"Eastern and Southern Africa",2010,5,9,"B","Rate","Upper",0.35109,1.0514,1.2257,0.59569,1.53043,1.17544,2.36932,0.31569,0.48176,0.32792,1.53885,0.56011,0.50606,0.84122,0.00722,0.0321
"Eastern and Southern Africa",2011,5,9,"B","Deaths","Lower",2067,9219,10417,3007,15033,10911,21363,2756,4303,3088,15276,5311,5129,8692,26,473
"Eastern and Southern Africa",2011,5,9,"B","Deaths","Point",2919,11044,12151,5744,16742,12256,24620,3400,5095,3730,17353,6258,5751,9797,38,521
"Eastern and Southern Africa",2011,5,9,"B","Deaths","Upper",5658,13028,15360,7557,18963,13804,29820,4131,6103,4496,19964,7334,6478,11166,50,564
"Eastern and Southern Africa",2011,5,9,"B","Fraction","Lower",0.01468,0.06722,0.07722,0.02186,0.11472,0.0821,0.15857,0.02032,0.03227,0.02278,0.11436,0.039,0.03768,0.06402,0.00018,0.00332
"Eastern and Southern Africa",2011,5,9,"B","Fraction","Point",0.02124,0.08037,0.08842,0.0418,0.12183,0.08919,0.17916,0.02474,0.03708,0.02714,0.12628,0.04554,0.04185,0.07129,0.00028,0.00379
"Eastern and Southern Africa",2011,5,9,"B","Fraction","Upper",0.04074,0.09156,0.10751,0.05355,0.12903,0.09627,0.20539,0.02955,0.04216,0.03178,0.1385,0.05167,0.04636,0.07934,0.00037,0.00423
"Eastern and Southern Africa",2011,5,9,"B","Rate","Lower",0.15517,0.69167,0.78161,0.22567,1.12849,0.81914,1.60386,0.20681,0.32298,0.23175,1.14649,0.39876,0.385,0.65227,0.00195,0.03549
"Eastern and Southern Africa",2011,5,9,"B","Rate","Point",0.21901,0.82872,0.91172,0.43101,1.25622,0.91966,1.84737,0.2551,0.38234,0.27985,1.30211,0.46958,0.43153,0.73509,0.00289,0.03908
"Eastern and Southern Africa",2011,5,9,"B","Rate","Upper",0.42439,0.97712,1.15209,0.56698,1.42233,1.03529,2.23654,0.30991,0.45775,0.33714,1.49779,0.55027,0.48605,0.83753,0.00376,0.04233
"Eastern and Southern Africa",2012,5,9,"B","Deaths","Lower",1444,8683,10034,2866,14151,10570,20028,2781,4153,3214,15060,5290,5039,8836,18,442
"Eastern and Southern Africa",2012,5,9,"B","Deaths","Point",2604,10461,11651,5702,15887,11951,23348,3402,4919,3894,17136,6235,5660,9978,28,484
"Eastern and Southern Africa",2012,5,9,"B","Deaths","Upper",5081,12145,14737,7598,17970,13503,28321,4098,5894,4680,19726,7333,6384,11366,40,525
"Eastern and Southern Africa",2012,5,9,"B","Fraction","Lower",0.0106,0.06659,0.07741,0.02105,0.11217,0.0827,0.15451,0.02122,0.03204,0.02451,0.11666,0.0404,0.03821,0.06726,0.00012,0.00318
"Eastern and Southern Africa",2012,5,9,"B","Fraction","Point",0.01953,0.07845,0.08738,0.04276,0.11915,0.08963,0.1751,0.02551,0.03689,0.0292,0.12851,0.04676,0.04245,0.07483,0.00021,0.00363
"Eastern and Southern Africa",2012,5,9,"B","Fraction","Upper",0.03779,0.08826,0.1066,0.05666,0.12616,0.09661,0.20287,0.03025,0.04215,0.03407,0.14081,0.0528,0.04684,0.08292,0.00031,0.00408
"Eastern and Southern Africa",2012,5,9,"B","Rate","Lower",0.10581,0.63626,0.73494,0.20991,1.03717,0.7746,1.46776,0.20381,0.30434,0.23557,1.10407,0.3876,0.36937,0.64773,0.00131,0.03244
"Eastern and Southern Africa",2012,5,9,"B","Rate","Point",0.1908,0.76641,0.85365,0.41774,1.16402,0.87563,1.71062,0.24922,0.36039,0.28527,1.25546,0.45682,0.41471,0.73104,0.00205,0.03546
"Eastern and Southern Africa",2012,5,9,"B","Rate","Upper",0.37219,0.88968,1.07924,0.55668,1.3161,0.98894,2.07418,0.30029,0.43166,0.34283,1.44502,0.53712,0.46758,0.83245,0.00294,0.03846
"Eastern and Southern Africa",2013,5,9,"B","Deaths","Lower",1184,8353,9590,2793,13445,10091,18893,2784,3976,3319,14849,5253,4908,8962,42,441
"Eastern and Southern Africa",2013,5,9,"B","Deaths","Point",2683,9852,11281,5622,15165,11484,22442,3405,4763,4033,16939,6208,5553,10160,57,484
"Eastern and Southern Africa",2013,5,9,"B","Deaths","Upper",5466,11549,14378,7785,17075,13037,26940,4096,5713,4855,19523,7283,6265,11593,73,526
"Eastern and Southern Africa",2013,5,9,"B","Fraction","Lower",0.0091,0.06459,0.07499,0.0212,0.10966,0.08215,0.14767,0.0218,0.03151,0.02617,0.11848,0.0412,0.03845,0.07049,0.00032,0.00325
"Eastern and Southern Africa",2013,5,9,"B","Fraction","Point",0.02062,0.07571,0.08669,0.0432,0.11654,0.08825,0.17246,0.02617,0.0366,0.03099,0.13017,0.04771,0.04267,0.07808,0.00044,0.00372
"Eastern and Southern Africa",2013,5,9,"B","Fraction","Upper",0.04116,0.08605,0.10666,0.05932,0.12379,0.09499,0.1992,0.03071,0.04181,0.03608,0.14224,0.05389,0.047,0.08632,0.00058,0.0042
"Eastern and Southern Africa",2013,5,9,"B","Rate","Lower",0.08475,0.59782,0.68622,0.19991,0.96225,0.72224,1.35226,0.19919,0.28455,0.2376,1.06289,0.37584,0.35136,0.6414,0.003,0.03154
"Eastern and Southern Africa",2013,5,9,"B","Rate","Point",0.19196,0.70483,0.80705,0.40217,1.08494,0.82157,1.60553,0.24363,0.34073,0.2885,1.21183,0.44416,0.39724,0.72689,0.0041,0.03463
"Eastern and Southern Africa",2013,5,9,"B","Rate","Upper",0.3909,0.82613,1.02849,0.55714,1.22098,0.93234,1.92725,0.29307,0.40851,0.34706,1.3964,0.52094,0.44801,0.82877,0.00516,0.03757
"Eastern and Southern Africa",2014,5,9,"B","Deaths","Lower",2882,7696,9258,2966,12877,8777,17842,2814,3839,3430,14740,5304,4809,9077,11,570
"Eastern and Southern Africa",2014,5,9,"B","Deaths","Point",5700,9187,10886,5757,14605,10081,21911,3434,4644,4186,16952,6270,5481,10376,20,617
"Eastern and Southern Africa",2014,5,9,"B","Deaths","Upper",11882,10604,14037,7641,16510,11480,26819,4130,5594,5016,19586,7352,6189,11877,30,663
"Eastern and Southern Africa",2014,5,9,"B","Fraction","Lower",0.02221,0.05978,0.07239,0.0223,0.10478,0.07025,0.13842,0.02206,0.03048,0.02696,0.11831,0.04169,0.03793,0.07215,0.00008,0.00415
"Eastern and Southern Africa",2014,5,9,"B","Fraction","Point",0.04381,0.07061,0.08367,0.04425,0.11225,0.07748,0.16841,0.02639,0.03569,0.03217,0.13029,0.04819,0.04213,0.07975,0.00015,0.00474
"Eastern and Southern Africa",2014,5,9,"B","Fraction","Upper",0.09067,0.07898,0.10323,0.0601,0.11916,0.08547,0.19641,0.03087,0.04118,0.03728,0.14291,0.05455,0.0465,0.08797,0.00023,0.00533
"Eastern and Southern Africa",2014,5,9,"B","Rate","Lower",0.20159,0.53832,0.6473,0.20741,0.90093,0.61389,1.24815,0.19682,0.26861,0.23988,1.03105,0.37087,0.33649,0.63495,0.00076,0.03985
"Eastern and Southern Africa",2014,5,9,"B","Rate","Point",0.39856,0.64237,0.76118,0.40256,1.02118,0.70487,1.53209,0.24008,0.32469,0.29266,1.1853,0.4384,0.38327,0.72552,0.00136,0.04312
"Eastern and Southern Africa",2014,5,9,"B","Rate","Upper",0.83097,0.74124,0.98138,0.53427,1.15386,0.80257,1.87458,0.28871,0.39106,0.35069,1.36897,0.51383,0.43264,0.82992,0.00203,0.04636
"Eastern and Southern Africa",2015,5,9,"B","Deaths","Lower",2655,6826,9002,2919,12217,9237,18117,2796,3610,3476,14407,5297,4709,9040,14,506
"Eastern and Southern Africa",2015,5,9,"B","Deaths","Point",4192,8220,10603,5531,13883,10670,21425,3417,4391,4245,16666,6273,5390,10367,24,550
"Eastern and Southern Africa",2015,5,9,"B","Deaths","Upper",6606,9486,13707,7560,15672,12123,25417,4116,5296,5083,19204,7378,6080,11839,34,600
"Eastern and Southern Africa",2015,5,9,"B","Fraction","Lower",0.02094,0.05579,0.07403,0.02338,0.1038,0.07652,0.14974,0.02291,0.02979,0.02857,0.12055,0.04307,0.03849,0.07464,0.00011,0.00384
"Eastern and Southern Africa",2015,5,9,"B","Fraction","Point",0.03331,0.06532,0.08425,0.04395,0.11032,0.08479,0.17025,0.02715,0.03489,0.03373,0.13243,0.04985,0.04283,0.08238,0.00019,0.00437
"Eastern and Southern Africa",2015,5,9,"B","Fraction","Upper",0.05202,0.07327,0.10397,0.05904,0.11762,0.09293,0.1935,0.03156,0.0403,0.0391,0.14504,0.05632,0.0471,0.0908,0.00028,0.00496
"Eastern and Southern Africa",2015,5,9,"B","Rate","Lower",0.18185,0.46746,0.61664,0.19986,0.83692,0.6326,1.24084,0.19155,0.24729,0.2381,0.98697,0.36277,0.32264,0.61912,0.00096,0.03471
"Eastern and Southern Africa",2015,5,9,"B","Rate","Point",0.28702,0.56283,0.72594,0.3787,0.95058,0.7306,1.46697,0.23394,0.30063,0.29064,1.14109,0.42954,0.36905,0.70983,0.00164,0.03765
"Eastern and Southern Africa",2015,5,9,"B","Rate","Upper",0.45233,0.64917,0.93817,0.5176,1.07256,0.82961,1.73946,0.2817,0.3625,0.34795,1.31454,0.50498,0.41605,0.81056,0.00233,0.04108
"Eastern and Southern Africa",2016,5,9,"B","Deaths","Lower",1575,5956,8833,2815,11715,9092,18154,2795,3429,3512,14193,5307,4658,8953,39,573
"Eastern and Southern Africa",2016,5,9,"B","Deaths","Point",2806,7249,10439,5345,13370,10611,21249,3413,4191,4297,16580,6336,5356,10331,53,622
"Eastern and Southern Africa",2016,5,9,"B","Deaths","Upper",4821,8443,13436,6713,15102,12104,25108,4098,5065,5134,19037,7453,6050,11803,67,672
"Eastern and Southern Africa",2016,5,9,"B","Fraction","Lower",0.01266,0.0501,0.07526,0.0221,0.10291,0.07779,0.15482,0.02361,0.02928,0.02985,0.12359,0.04455,0.03939,0.07672,0.00031,0.00446
"Eastern and Southern Africa",2016,5,9,"B","Fraction","Point",0.02295,0.0593,0.08539,0.04372,0.10937,0.0868,0.17382,0.02792,0.03428,0.03515,0.13563,0.05183,0.04381,0.08451,0.00043,0.00509
"Eastern and Southern Africa",2016,5,9,"B","Fraction","Upper",0.0397,0.06673,0.1054,0.05593,0.11605,0.09573,0.19585,0.03241,0.03967,0.04042,0.14775,0.05863,0.04816,0.09278,0.00056,0.00581
"Eastern and Southern Africa",2016,5,9,"B","Rate","Lower",0.10557,0.39933,0.59231,0.18871,0.78576,0.60975,1.21722,0.1874,0.22994,0.23549,0.95173,0.35593,0.31226,0.60036,0.00261,0.03841
"Eastern and Southern Africa",2016,5,9,"B","Rate","Point",0.18809,0.48601,0.69984,0.35832,0.89637,0.71139,1.42459,0.22883,0.28095,0.28808,1.11159,0.42479,0.35906,0.69262,0.00352,0.04172
"Eastern and Southern Africa",2016,5,9,"B","Rate","Upper",0.32317,0.56598,0.90062,0.45009,1.01206,0.81115,1.68295,0.27463,0.33937,0.34407,1.27595,0.49951,0.40531,0.79109,0.0045,0.04505
"Eastern and Southern Africa",2017,5,9,"B","Deaths","Lower",1943,5057,8656,2689,11294,9431,17796,2761,3246,3526,14112,5336,4622,8766,23,550
"Eastern and Southern Africa",2017,5,9,"B","Deaths","Point",2862,6157,10211,5125,12913,11022,21143,3372,3997,4333,16548,6387,5341,10218,35,594
"Eastern and Southern Africa",2017,5,9,"B","Deaths","Upper",6054,7160,12945,7071,14589,12666,25101,4038,4831,5173,19012,7530,6032,11660,46,643
"Eastern and Southern Africa",2017,5,9,"B","Fraction","Lower",0.0162,0.0435,0.07389,0.02235,0.10117,0.08176,0.15441,0.02386,0.02833,0.03078,0.12538,0.04567,0.03995,0.07714,0.00018,0.00433
"Eastern and Southern Africa",2017,5,9,"B","Fraction","Point",0.0238,0.0512,0.08491,0.04262,0.10738,0.09165,0.17581,0.02804,0.03324,0.03603,0.1376,0.05311,0.04441,0.08497,0.00029,0.00494
"Eastern and Southern Africa",2017,5,9,"B","Fraction","Upper",0.04997,0.0574,0.10367,0.05784,0.11402,0.10127,0.19883,0.03231,0.03846,0.0413,0.14978,0.06002,0.0488,0.09295,0.0004,0.00567
"Eastern and Southern Africa",2017,5,9,"B","Rate","Lower",0.12779,0.3327,0.56929,0.17687,0.74292,0.62028,1.16982,0.18158,0.21354,0.23192,0.928,0.35082,0.30395,0.57661,0.00151,0.03616
"Eastern and Southern Africa",2017,5,9,"B","Rate","Point",0.18817,0.4048,0.67131,0.33696,0.84896,0.7246,1.38998,0.22169,0.2628,0.28486,1.08789,0.4199,0.35111,0.67179,0.00229,0.03906
"Eastern and Southern Africa",2017,5,9,"B","Rate","Upper",0.39793,0.4706,0.85073,0.46472,0.95855,0.8324,1.6497,0.26546,0.31745,0.33996,1.24977,0.49478,0.39643,0.76631,0.00303,0.04228
"Eastern and Southern Africa",2018,5,9,"B","Deaths","Lower",1818,4300,8603,2332,10992,9163,17987,2746,3112,3570,14015,5375,4625,8637,34,410
"Eastern and Southern Africa",2018,5,9,"B","Deaths","Point",2877,5181,10320,4642,12604,10806,21303,3354,3856,4379,16540,6445,5349,10139,46,452
"Eastern and Southern Africa",2018,5,9,"B","Deaths","Upper",5482,6018,13053,6459,14270,12419,25012,4015,4664,5237,19005,7610,6061,11577,59,495
"Eastern and Southern Africa",2018,5,9,"B","Fraction","Lower",0.01535,0.03714,0.07511,0.01972,0.10024,0.08122,0.15906,0.02426,0.02779,0.03167,0.12749,0.04698,0.0407,0.07764,0.00027,0.00334
"Eastern and Southern Africa",2018,5,9,"B","Fraction","Point",0.02432,0.0438,0.08724,0.03924,0.10655,0.09135,0.18008,0.02835,0.0326,0.03702,0.13982,0.05448,0.04522,0.08571,0.00039,0.00382
"Eastern and Southern Africa",2018,5,9,"B","Fraction","Upper",0.04671,0.0496,0.10443,0.05526,0.11315,0.10124,0.20108,0.03269,0.03775,0.04217,0.15171,0.06147,0.04959,0.09388,0.00052,0.00442
"Eastern and Southern Africa",2018,5,9,"B","Rate","Lower",0.11747,0.27775,0.55578,0.15065,0.7101,0.59209,1.1619,0.17734,0.20108,0.23061,0.90544,0.34712,0.29882,0.55796,0.00219,0.02647
"Eastern and Southern Africa",2018,5,9,"B","Rate","Point",0.18579,0.3346,0.66645,0.29977,0.81397,0.69785,1.37568,0.21657,0.24904,0.28281,1.06813,0.41619,0.34545,0.65476,0.00298,0.02918
"Eastern and Southern Africa",2018,5,9,"B","Rate","Upper",0.35398,0.38855,0.84252,0.41711,0.92093,0.80166,1.61501,0.25915,0.30101,0.33804,1.22654,0.4912,0.39127,0.74736,0.00381,0.03191
"Eastern and Southern Africa",2019,5,9,"B","Deaths","Lower",3000,3586,8302,2404,10661,9084,17730,2720,3005,3572,13937,5368,4591,8516,95,188
"Eastern and Southern Africa",2019,5,9,"B","Deaths","Point",4321,4415,10163,4394,12286,10746,21133,3319,3743,4413,16610,6490,5346,10065,114,217
"Eastern and Southern Africa",2019,5,9,"B","Deaths","Upper",6823,5150,12692,5962,13931,12437,24862,3962,4536,5268,19171,7659,6074,11544,136,245
"Eastern and Southern Africa",2019,5,9,"B","Fraction","Lower",0.02536,0.03149,0.07511,0.01993,0.09786,0.08095,0.15837,0.02412,0.02704,0.03208,0.12834,0.04763,0.04085,0.07746,0.00079,0.00152
"Eastern and Southern Africa",2019,5,9,"B","Fraction","Point",0.03669,0.03749,0.08629,0.03731,0.10432,0.09124,0.17943,0.02818,0.03178,0.03747,0.14103,0.0551,0.04539,0.08546,0.00097,0.00184
"Eastern and Southern Africa",2019,5,9,"B","Fraction","Upper",0.05915,0.04239,0.10313,0.05182,0.11101,0.10153,0.20046,0.03249,0.0368,0.04274,0.15345,0.06202,0.04989,0.09377,0.00122,0.00219
"Eastern and Southern Africa",2019,5,9,"B","Rate","Lower",0.19066,0.22792,0.52761,0.15265,0.67755,0.5771,1.12645,0.17286,0.19103,0.227,0.88575,0.3411,0.29173,0.54115,0.00604,0.01193
"Eastern and Southern Africa",2019,5,9,"B","Rate","Point",0.27451,0.28049,0.64561,0.27915,0.7805,0.68264,1.34246,0.21084,0.23777,0.28034,1.05516,0.41225,0.3396,0.6394,0.00726,0.01377
"Eastern and Southern Africa",2019,5,9,"B","Rate","Upper",0.43326,0.32706,0.80571,0.37862,0.88444,0.79,1.57866,0.25162,0.28804,0.33461,1.21735,0.48634,0.38573,0.73307,0.00864,0.01557
"Eastern Europe and central Asia",2000,5,9,"B","Deaths","Lower",23,30,930,276,266,0,1728,1131,344,2670,2845,1370,2348,2350,3,105
"Eastern Europe and central Asia",2000,5,9,"B","Deaths","Point",50,40,993,347,286,0,1854,1184,365,2743,2960,1451,2443,2462,8,125
"Eastern Europe and central Asia",2000,5,9,"B","Deaths","Upper",96,52,1065,450,309,0,1977,1242,388,2826,3079,1525,2544,2580,14,147
"Eastern Europe and central Asia",2000,5,9,"B","Fraction","Lower",0.00135,0.00176,0.05404,0.01591,0.01543,0,0.10035,0.06555,0.01993,0.15548,0.16522,0.07989,0.13634,0.13652,0.00017,0.00606
"Eastern Europe and central Asia",2000,5,9,"B","Fraction","Point",0.00291,0.00232,0.05736,0.02005,0.0165,0,0.1071,0.06841,0.0211,0.15847,0.17096,0.0838,0.14111,0.14224,0.00044,0.00724
"Eastern Europe and central Asia",2000,5,9,"B","Fraction","Upper",0.00555,0.00296,0.06132,0.0259,0.01771,0,0.11356,0.07145,0.02229,0.16147,0.17696,0.08765,0.14639,0.14842,0.00079,0.00851
"Eastern Europe and central Asia",2000,5,9,"B","Rate","Lower",0.00398,0.00513,0.15663,0.04648,0.04477,0,0.29092,0.19039,0.05794,0.44947,0.47891,0.23065,0.39527,0.39567,0.0005,0.01767
"Eastern Europe and central Asia",2000,5,9,"B","Rate","Point",0.00848,0.00676,0.16713,0.05842,0.04808,0,0.31206,0.19933,0.06148,0.46174,0.49813,0.24417,0.41116,0.41445,0.00128,0.0211
"Eastern Europe and central Asia",2000,5,9,"B","Rate","Upper",0.01599,0.00859,0.17913,0.0756,0.05186,0,0.33269,0.2089,0.06523,0.47546,0.51817,0.25656,0.4281,0.43409,0.00235,0.02474
"Eastern Europe and central Asia",2001,5,9,"B","Deaths","Lower",24,22,848,264,245,0,1561,1074,320,2521,2686,1263,2167,2183,0,21
"Eastern Europe and central Asia",2001,5,9,"B","Deaths","Point",54,28,900,334,264,0,1691,1126,339,2592,2797,1334,2256,2289,4,31
"Eastern Europe and central Asia",2001,5,9,"B","Deaths","Upper",99,34,967,438,285,0,1809,1180,361,2665,2909,1403,2346,2403,9,43
"Eastern Europe and central Asia",2001,5,9,"B","Fraction","Lower",0.00153,0.00139,0.05298,0.01646,0.01534,0,0.09792,0.06728,0.02004,0.15861,0.16857,0.07927,0.13579,0.13693,0.00006,0.00129
"Eastern Europe and central Asia",2001,5,9,"B","Fraction","Point",0.00337,0.00172,0.05611,0.02081,0.01644,0,0.10542,0.0702,0.02114,0.16163,0.17438,0.08318,0.14067,0.1427,0.00027,0.00196
"Eastern Europe and central Asia",2001,5,9,"B","Fraction","Upper",0.00619,0.0021,0.06003,0.02716,0.01767,0,0.11229,0.07322,0.02239,0.16461,0.18083,0.08695,0.14572,0.1489,0.00056,0.00264
"Eastern Europe and central Asia",2001,5,9,"B","Rate","Lower",0.00431,0.00392,0.14881,0.04632,0.04312,0,0.27401,0.18853,0.05617,0.44251,0.47132,0.22173,0.38034,0.38305,0.00017,0.00368
"Eastern Europe and central Asia",2001,5,9,"B","Rate","Point",0.00948,0.00484,0.1579,0.05856,0.04626,0,0.29666,0.19755,0.05949,0.45485,0.49073,0.23408,0.39586,0.40157,0.00076,0.00552
"Eastern Europe and central Asia",2001,5,9,"B","Rate","Upper",0.01734,0.00589,0.1696,0.07676,0.04994,0,0.31729,0.20697,0.06325,0.46762,0.51033,0.24604,0.41159,0.4215,0.00158,0.00737
"Eastern Europe and central Asia",2002,5,9,"B","Deaths","Lower",23,23,782,255,223,0,1390,1019,297,2416,2537,1160,1946,2044,10,26
"Eastern Europe and central Asia",2002,5,9,"B","Deaths","Point",46,27,840,321,241,0,1515,1066,315,2484,2639,1226,2025,2142,18,38
"Eastern Europe and central Asia",2002,5,9,"B","Deaths","Upper",86,31,900,417,260,0,1620,1119,335,2551,2745,1290,2106,2248,27,49
"Eastern Europe and central Asia",2002,5,9,"B","Fraction","Lower",0.00151,0.00156,0.05239,0.01716,0.015,0,0.09289,0.0684,0.02002,0.16318,0.17082,0.07807,0.13091,0.13738,0.00066,0.00175
"Eastern Europe and central Asia",2002,5,9,"B","Fraction","Point",0.00307,0.00179,0.05619,0.02151,0.0161,0,0.10137,0.07137,0.02111,0.16623,0.1766,0.08206,0.13554,0.14334,0.00121,0.00252
"Eastern Europe and central Asia",2002,5,9,"B","Fraction","Upper",0.00569,0.00204,0.06,0.02762,0.01731,0,0.108,0.0745,0.02227,0.16936,0.18295,0.08596,0.1403,0.14956,0.00181,0.0033
"Eastern Europe and central Asia",2002,5,9,"B","Rate","Lower",0.00418,0.00424,0.14207,0.0465,0.04066,0,0.25258,0.18521,0.05409,0.43904,0.461,0.21084,0.35358,0.37144,0.00181,0.00472
