"Region","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Maternal","HIV","TB","OtherCMPN","Cardiovascular","Digestive","Neoplasms","OtherNCD","InterpVio","SelfHarm","Drowning","RTI","OtherInj","NatDis","CollectVio"
"Latin America and Caribbean",2012,15,19,"F","Fraction","Point",0.05644,0.01214,0.01377,0.08781,0.06014,0.036,0.10431,0.21474,0.11725,0.09046,0.01399,0.13769,0.05396,0.0013,0
"Latin America and Caribbean",2012,15,19,"F","Fraction","Upper",0.06016,0.01402,0.01883,0.09685,0.06393,0.0394,0.10927,0.22147,0.12289,0.09508,0.01565,0.14331,0.058,0.00191,0.00007
"Latin America and Caribbean",2012,15,19,"F","Rate","Lower",0.14378,0.02725,0.02661,0.21474,0.1518,0.0892,0.2694,0.56255,0.30535,0.23139,0.03362,0.35739,0.13503,0.00203,0
"Latin America and Caribbean",2012,15,19,"F","Rate","Point",0.15358,0.03303,0.03747,0.23894,0.16365,0.09796,0.28384,0.58432,0.31905,0.24615,0.03807,0.37467,0.14683,0.00354,0
"Latin America and Caribbean",2012,15,19,"F","Rate","Upper",0.16634,0.03886,0.05152,0.27109,0.17692,0.10902,0.30008,0.60965,0.33453,0.26374,0.04286,0.39484,0.16056,0.00518,0.00019
"Latin America and Caribbean",2012,15,19,"M","Deaths","Lower",0,174,164,1755,1383,561,2270,3716,16701,2505,1621,7258,3063,56,0
"Latin America and Caribbean",2012,15,19,"M","Deaths","Point",0,203,238,1933,1472,616,2381,3854,17001,2623,1708,7484,3216,74,0
"Latin America and Caribbean",2012,15,19,"M","Deaths","Upper",0,237,328,2178,1584,674,2516,4019,17323,2755,1809,7741,3419,92,2
"Latin America and Caribbean",2012,15,19,"M","Fraction","Lower",0,0.00409,0.00383,0.0414,0.03268,0.0133,0.05349,0.08736,0.38875,0.05916,0.0382,0.17105,0.07235,0.00131,0
"Latin America and Caribbean",2012,15,19,"M","Fraction","Point",0,0.00475,0.00557,0.04515,0.03438,0.0144,0.05563,0.09004,0.39719,0.06128,0.0399,0.17484,0.07514,0.00172,0.00001
"Latin America and Caribbean",2012,15,19,"M","Fraction","Upper",0,0.00548,0.00761,0.05023,0.03633,0.01548,0.05786,0.0925,0.4043,0.06367,0.0419,0.17855,0.07841,0.00214,0.00005
"Latin America and Caribbean",2012,15,19,"M","Rate","Lower",0,0.03106,0.02929,0.31337,0.24697,0.10029,0.40522,0.66318,2.9805,0.44712,0.28941,1.29546,0.54662,0.00999,0
"Latin America and Caribbean",2012,15,19,"M","Rate","Point",0,0.03628,0.04255,0.34489,0.26262,0.11,0.42494,0.68779,3.03402,0.4681,0.30478,1.33555,0.57397,0.01314,0.00008
"Latin America and Caribbean",2012,15,19,"M","Rate","Upper",0,0.04214,0.05847,0.38853,0.28259,0.12014,0.44889,0.71711,3.0911,0.49149,0.32272,1.38113,0.61003,0.01624,0.00036
"Latin America and Caribbean",2013,15,19,"F","Deaths","Lower",798,167,126,1207,831,420,1465,3022,1575,1192,160,1829,788,11,0
"Latin America and Caribbean",2013,15,19,"F","Deaths","Point",852,195,186,1328,890,464,1543,3141,1650,1266,184,1926,864,19,0
"Latin America and Caribbean",2013,15,19,"F","Deaths","Upper",918,228,257,1505,969,525,1633,3283,1737,1358,210,2032,957,29,2
"Latin America and Caribbean",2013,15,19,"F","Fraction","Lower",0.05506,0.01163,0.00879,0.08404,0.0578,0.02924,0.10135,0.20899,0.10838,0.083,0.01104,0.12727,0.05519,0.00075,0
"Latin America and Caribbean",2013,15,19,"F","Fraction","Point",0.05872,0.01343,0.01285,0.09154,0.06132,0.03196,0.10638,0.2165,0.11371,0.08728,0.01268,0.13277,0.05955,0.0013,0.00002
"Latin America and Caribbean",2013,15,19,"F","Fraction","Upper",0.06252,0.01541,0.01747,0.10099,0.06537,0.03548,0.11132,0.22332,0.11931,0.09162,0.01431,0.13813,0.06458,0.00195,0.00014
"Latin America and Caribbean",2013,15,19,"F","Rate","Lower",0.14755,0.03096,0.02339,0.22317,0.15371,0.07765,0.27092,0.55868,0.29117,0.22038,0.02958,0.33823,0.14566,0.00203,0
"Latin America and Caribbean",2013,15,19,"F","Rate","Point",0.1575,0.03602,0.03447,0.24553,0.16447,0.08572,0.28533,0.58069,0.30499,0.2341,0.03401,0.35611,0.15972,0.00349,0.00005
"Latin America and Caribbean",2013,15,19,"F","Rate","Upper",0.16954,0.04205,0.04749,0.27814,0.17907,0.09694,0.30168,0.60666,0.32104,0.25089,0.03877,0.37545,0.17674,0.00518,0.00037
"Latin America and Caribbean",2013,15,19,"M","Deaths","Lower",0,182,174,1818,1341,564,2258,3627,16776,2407,1540,7210,3125,52,0
"Latin America and Caribbean",2013,15,19,"M","Deaths","Point",0,214,253,2003,1433,616,2373,3767,17077,2512,1628,7430,3308,69,1
"Latin America and Caribbean",2013,15,19,"M","Deaths","Upper",0,248,363,2258,1548,677,2512,3923,17432,2637,1719,7695,3543,87,3
"Latin America and Caribbean",2013,15,19,"M","Fraction","Lower",0,0.0043,0.00411,0.04302,0.03172,0.01334,0.0534,0.08575,0.39117,0.05673,0.03638,0.17032,0.07397,0.00123,0
"Latin America and Caribbean",2013,15,19,"M","Fraction","Point",0,0.00501,0.00593,0.04692,0.03358,0.01444,0.0556,0.08825,0.40008,0.05885,0.03815,0.17406,0.07749,0.00162,0.00002
"Latin America and Caribbean",2013,15,19,"M","Fraction","Upper",0,0.00573,0.00845,0.05187,0.03559,0.01561,0.05794,0.09102,0.40736,0.06091,0.03989,0.17784,0.0814,0.00201,0.00007
"Latin America and Caribbean",2013,15,19,"M","Rate","Lower",0,0.03263,0.03124,0.32489,0.23961,0.10089,0.4035,0.64797,2.99682,0.4301,0.27524,1.28801,0.55828,0.00946,0
"Latin America and Caribbean",2013,15,19,"M","Rate","Point",0,0.0382,0.04522,0.35777,0.25605,0.11011,0.42396,0.67292,3.05069,0.44874,0.2909,1.32724,0.59088,0.01235,0.00015
"Latin America and Caribbean",2013,15,19,"M","Rate","Upper",0,0.04416,0.06472,0.40328,0.27641,0.12076,0.44863,0.70065,3.11382,0.47095,0.30706,1.37441,0.6327,0.01537,0.00054
"Latin America and Caribbean",2014,15,19,"F","Deaths","Lower",842,137,119,1075,821,443,1485,3032,1530,1200,160,1841,671,10,0
"Latin America and Caribbean",2014,15,19,"F","Deaths","Point",897,162,178,1199,881,491,1567,3149,1606,1282,184,1931,741,19,0
"Latin America and Caribbean",2014,15,19,"F","Deaths","Upper",970,191,257,1390,958,551,1661,3308,1692,1381,211,2039,834,29,0
"Latin America and Caribbean",2014,15,19,"F","Fraction","Lower",0.05894,0.0097,0.00838,0.0766,0.05778,0.03154,0.10458,0.21269,0.10626,0.08541,0.01131,0.12908,0.04771,0.00076,0
"Latin America and Caribbean",2014,15,19,"F","Fraction","Point",0.0628,0.01135,0.01246,0.08393,0.06167,0.03438,0.10966,0.22039,0.11241,0.08972,0.01289,0.13516,0.05185,0.00132,0
"Latin America and Caribbean",2014,15,19,"F","Fraction","Upper",0.06683,0.01308,0.01803,0.09446,0.06603,0.03763,0.11465,0.22786,0.11791,0.0944,0.01457,0.14081,0.05667,0.00199,0
"Latin America and Caribbean",2014,15,19,"F","Rate","Lower",0.15586,0.02548,0.02214,0.19913,0.15202,0.08211,0.27488,0.5613,0.28317,0.22215,0.02968,0.34076,0.1242,0.00203,0
"Latin America and Caribbean",2014,15,19,"F","Rate","Point",0.1661,0.03002,0.03296,0.22199,0.16311,0.09093,0.29004,0.58291,0.29731,0.2373,0.03409,0.35748,0.13714,0.00349,0
"Latin America and Caribbean",2014,15,19,"F","Rate","Upper",0.17946,0.03531,0.04752,0.25709,0.17713,0.10196,0.30735,0.61205,0.31313,0.2555,0.03894,0.3773,0.1542,0.00519,0
"Latin America and Caribbean",2014,15,19,"M","Deaths","Lower",0,205,159,1770,1376,514,2288,3671,17023,2325,1503,7236,2810,40,0
"Latin America and Caribbean",2014,15,19,"M","Deaths","Point",0,237,234,1970,1466,565,2411,3813,17348,2434,1587,7471,2957,54,1
"Latin America and Caribbean",2014,15,19,"M","Deaths","Upper",0,273,342,2237,1570,626,2559,3978,17707,2555,1689,7735,3159,70,4
"Latin America and Caribbean",2014,15,19,"M","Fraction","Lower",0,0.00486,0.00374,0.04181,0.03274,0.01218,0.05434,0.087,0.39937,0.05507,0.03563,0.17155,0.0668,0.00094,0
"Latin America and Caribbean",2014,15,19,"M","Fraction","Point",0,0.00558,0.00549,0.04631,0.03445,0.01327,0.05666,0.08961,0.40773,0.05721,0.03731,0.17559,0.06949,0.00126,0.00002
"Latin America and Caribbean",2014,15,19,"M","Fraction","Upper",0,0.00633,0.00806,0.05154,0.03636,0.01448,0.05901,0.09216,0.41457,0.0593,0.03921,0.17943,0.07295,0.00163,0.00008
"Latin America and Caribbean",2014,15,19,"M","Rate","Lower",0,0.03681,0.02854,0.31682,0.24618,0.09197,0.40947,0.65681,3.0457,0.41607,0.26894,1.29452,0.50291,0.00715,0
"Latin America and Caribbean",2014,15,19,"M","Rate","Point",0,0.04247,0.04179,0.35248,0.26221,0.101,0.43125,0.68204,3.10332,0.43544,0.28397,1.33645,0.5289,0.00959,0.00015
"Latin America and Caribbean",2014,15,19,"M","Rate","Upper",0,0.04872,0.0611,0.40013,0.28073,0.11181,0.4578,0.71145,3.16744,0.45691,0.3021,1.38366,0.56509,0.01235,0.00054
"Latin America and Caribbean",2015,15,19,"F","Deaths","Lower",813,153,142,1079,784,478,1441,2966,1499,1238,183,1712,685,8,0
"Latin America and Caribbean",2015,15,19,"F","Deaths","Point",875,181,202,1201,847,527,1521,3090,1572,1321,210,1803,754,16,0
"Latin America and Caribbean",2015,15,19,"F","Deaths","Upper",941,212,276,1389,925,595,1620,3244,1655,1416,239,1903,841,26,0
"Latin America and Caribbean",2015,15,19,"F","Fraction","Lower",0.05799,0.01098,0.01,0.07751,0.05606,0.03433,0.10248,0.21089,0.10546,0.08888,0.01307,0.12195,0.04899,0.00063,0
"Latin America and Caribbean",2015,15,19,"F","Fraction","Point",0.06199,0.01282,0.01428,0.08504,0.05997,0.03735,0.10769,0.21879,0.11135,0.09358,0.01487,0.12769,0.0534,0.00116,0
"Latin America and Caribbean",2015,15,19,"F","Fraction","Upper",0.06596,0.01465,0.01952,0.09549,0.06422,0.04111,0.11275,0.22642,0.11675,0.0982,0.01669,0.13358,0.0581,0.00175,0
"Latin America and Caribbean",2015,15,19,"F","Rate","Lower",0.15093,0.02853,0.02645,0.20021,0.14553,0.08878,0.26733,0.55025,0.27806,0.22978,0.03411,0.3177,0.12713,0.00166,0
"Latin America and Caribbean",2015,15,19,"F","Rate","Point",0.16241,0.03359,0.03741,0.2228,0.15711,0.09785,0.28214,0.57321,0.29172,0.24517,0.03896,0.33453,0.1399,0.00304,0
"Latin America and Caribbean",2015,15,19,"F","Rate","Upper",0.17446,0.0392,0.05113,0.25755,0.17147,0.11036,0.30035,0.60155,0.30697,0.26247,0.04416,0.35297,0.1559,0.00464,0
"Latin America and Caribbean",2015,15,19,"M","Deaths","Lower",0,204,166,1803,1395,580,2387,3708,16873,2431,1498,6893,2861,33,0
"Latin America and Caribbean",2015,15,19,"M","Deaths","Point",0,236,237,2003,1490,637,2510,3846,17197,2540,1577,7118,3019,47,0
"Latin America and Caribbean",2015,15,19,"M","Deaths","Upper",0,269,340,2269,1609,701,2661,4022,17574,2670,1671,7388,3217,62,0
"Latin America and Caribbean",2015,15,19,"M","Fraction","Lower",0,0.00483,0.00389,0.04292,0.03318,0.01381,0.05682,0.08811,0.3965,0.05749,0.03539,0.16367,0.06829,0.00078,0
"Latin America and Caribbean",2015,15,19,"M","Fraction","Point",0,0.00555,0.00559,0.04717,0.0351,0.015,0.05913,0.09059,0.40504,0.05983,0.03714,0.16766,0.07111,0.0011,0
"Latin America and Caribbean",2015,15,19,"M","Fraction","Upper",0,0.00628,0.008,0.05265,0.0372,0.01629,0.06163,0.09327,0.41282,0.06208,0.0389,0.17166,0.07438,0.00145,0
"Latin America and Caribbean",2015,15,19,"M","Rate","Lower",0,0.03668,0.02976,0.32321,0.25006,0.10399,0.4279,0.66461,3.02407,0.4358,0.2686,1.23542,0.51287,0.00591,0
"Latin America and Caribbean",2015,15,19,"M","Rate","Point",0,0.04222,0.04252,0.35882,0.26701,0.11411,0.4498,0.68912,3.08116,0.45513,0.28253,1.2754,0.54094,0.00837,0
"Latin America and Caribbean",2015,15,19,"M","Rate","Upper",0,0.04813,0.06086,0.40652,0.28817,0.12553,0.47663,0.7205,3.14876,0.47833,0.29938,1.32364,0.57639,0.01094,0
"Latin America and Caribbean",2016,15,19,"F","Deaths","Lower",770,147,130,1116,790,441,1447,3100,1378,1189,149,1711,629,40,0
"Latin America and Caribbean",2016,15,19,"F","Deaths","Point",826,173,190,1235,853,491,1530,3239,1455,1269,171,1806,691,59,0
"Latin America and Caribbean",2016,15,19,"F","Deaths","Upper",889,202,249,1440,931,555,1626,3386,1534,1372,200,1904,772,79,2
"Latin America and Caribbean",2016,15,19,"F","Fraction","Lower",0.05504,0.01063,0.00934,0.08106,0.05718,0.03217,0.10375,0.22334,0.09806,0.08583,0.01066,0.12284,0.04558,0.00293,0
"Latin America and Caribbean",2016,15,19,"F","Fraction","Point",0.05902,0.01237,0.01356,0.08829,0.06097,0.03508,0.10942,0.23156,0.10406,0.09072,0.01224,0.12909,0.0494,0.00419,0.00002
"Latin America and Caribbean",2016,15,19,"F","Fraction","Upper",0.06263,0.01419,0.01783,0.09895,0.06519,0.03874,0.11449,0.23907,0.10964,0.09545,0.01395,0.13413,0.05373,0.00559,0.00015
"Latin America and Caribbean",2016,15,19,"F","Rate","Lower",0.14329,0.02741,0.02432,0.20778,0.14702,0.08221,0.26942,0.57698,0.25657,0.22143,0.02773,0.31848,0.11705,0.00762,0
"Latin America and Caribbean",2016,15,19,"F","Rate","Point",0.15362,0.0322,0.0353,0.22981,0.1587,0.09131,0.28481,0.60273,0.27086,0.23613,0.03186,0.33601,0.12858,0.01091,0.00005
"Latin America and Caribbean",2016,15,19,"F","Rate","Upper",0.16532,0.03755,0.04619,0.26787,0.17323,0.10322,0.30251,0.62995,0.28538,0.25522,0.03705,0.35423,0.14363,0.01469,0.00038
"Latin America and Caribbean",2016,15,19,"M","Deaths","Lower",0,201,167,1808,1317,549,2229,3724,17089,2504,1455,6715,2698,65,0
"Latin America and Caribbean",2016,15,19,"M","Deaths","Point",0,233,244,1998,1408,600,2349,3886,17427,2626,1539,6924,2848,83,1
"Latin America and Caribbean",2016,15,19,"M","Deaths","Upper",0,267,357,2247,1523,664,2499,4102,17847,2771,1628,7175,3036,105,3
"Latin America and Caribbean",2016,15,19,"M","Fraction","Lower",0,0.0048,0.00399,0.04326,0.03153,0.01317,0.05339,0.08923,0.40382,0.05983,0.03477,0.16028,0.06477,0.00156,0
"Latin America and Caribbean",2016,15,19,"M","Fraction","Point",0,0.00552,0.00579,0.04739,0.03339,0.01422,0.05572,0.09217,0.41329,0.06227,0.03649,0.16421,0.06754,0.00198,0.00002
"Latin America and Caribbean",2016,15,19,"M","Fraction","Upper",0,0.00626,0.00834,0.05264,0.0354,0.01542,0.05833,0.09537,0.42148,0.06493,0.03825,0.16788,0.07075,0.00246,0.00008
"Latin America and Caribbean",2016,15,19,"M","Rate","Lower",0,0.03626,0.03012,0.3256,0.23733,0.09896,0.40153,0.67061,3.07745,0.45104,0.26211,1.20935,0.48596,0.01188,0
"Latin America and Caribbean",2016,15,19,"M","Rate","Point",0,0.04191,0.04396,0.3598,0.25351,0.10796,0.42304,0.69978,3.13781,0.47277,0.27704,1.24673,0.51278,0.01503,0.00015
"Latin America and Caribbean",2016,15,19,"M","Rate","Upper",0,0.04802,0.06412,0.40449,0.27416,0.11945,0.44978,0.73843,3.21367,0.49891,0.29305,1.29185,0.54654,0.01873,0.00055
"Latin America and Caribbean",2017,15,19,"F","Deaths","Lower",764,131,125,1047,761,421,1422,2998,1580,1268,137,1663,573,28,0
"Latin America and Caribbean",2017,15,19,"F","Deaths","Point",821,156,183,1166,825,469,1502,3131,1658,1356,159,1754,634,40,0
"Latin America and Caribbean",2017,15,19,"F","Deaths","Upper",892,184,240,1360,905,533,1596,3295,1751,1459,185,1865,709,52,1
"Latin America and Caribbean",2017,15,19,"F","Fraction","Lower",0.05572,0.00961,0.00896,0.07695,0.05558,0.0309,0.10282,0.21821,0.11302,0.093,0.00994,0.12063,0.04214,0.00204,0
"Latin America and Caribbean",2017,15,19,"F","Fraction","Point",0.05929,0.01124,0.01321,0.08414,0.05953,0.03387,0.1084,0.22598,0.11968,0.0979,0.01151,0.12659,0.04575,0.0029,0.00001
"Latin America and Caribbean",2017,15,19,"F","Fraction","Upper",0.06308,0.01298,0.01752,0.09525,0.0637,0.03731,0.11371,0.23361,0.12566,0.10276,0.01318,0.13177,0.04997,0.00371,0.00008
"Latin America and Caribbean",2017,15,19,"F","Rate","Lower",0.14286,0.02464,0.02339,0.19572,0.1422,0.07867,0.26574,0.56029,0.29528,0.23698,0.02565,0.31076,0.10723,0.00541,0
"Latin America and Caribbean",2017,15,19,"F","Rate","Point",0.15346,0.02909,0.03419,0.21778,0.15408,0.08767,0.28057,0.5849,0.30977,0.25339,0.02979,0.32765,0.11841,0.00751,0.00003
"Latin America and Caribbean",2017,15,19,"F","Rate","Upper",0.16658,0.0342,0.04483,0.25397,0.16893,0.09945,0.29809,0.61555,0.32705,0.27258,0.03452,0.34829,0.13242,0.00972,0.00019
"Latin America and Caribbean",2017,15,19,"M","Deaths","Lower",0,174,147,1725,1273,551,2109,3721,17287,2506,1352,6263,2854,36,0
"Latin America and Caribbean",2017,15,19,"M","Deaths","Point",0,202,214,1918,1368,607,2227,3909,17704,2633,1429,6481,3015,50,1
"Latin America and Caribbean",2017,15,19,"M","Deaths","Upper",0,235,328,2181,1482,672,2371,4123,18207,2778,1526,6728,3223,65,5
"Latin America and Caribbean",2017,15,19,"M","Fraction","Lower",0,0.00418,0.00352,0.04152,0.03091,0.01337,0.05096,0.09024,0.41361,0.0604,0.03266,0.15123,0.06941,0.00087,0
"Latin America and Caribbean",2017,15,19,"M","Fraction","Point",0,0.00483,0.00513,0.04593,0.03275,0.01454,0.05333,0.09361,0.42396,0.06306,0.03423,0.1552,0.07221,0.00119,0.00003
"Latin America and Caribbean",2017,15,19,"M","Fraction","Upper",0,0.00557,0.00778,0.05147,0.03485,0.01585,0.05593,0.09705,0.43254,0.06557,0.03592,0.159,0.07563,0.00154,0.0001
"Latin America and Caribbean",2017,15,19,"M","Rate","Lower",0,0.03154,0.0266,0.31225,0.23049,0.09989,0.38174,0.67351,3.12852,0.45356,0.24472,1.13368,0.51667,0.00669,0
"Latin America and Caribbean",2017,15,19,"M","Rate","Point",0,0.03651,0.03877,0.34716,0.24754,0.1099,0.40309,0.70754,3.20444,0.47663,0.25872,1.17306,0.54579,0.00899,0.00023
"Latin America and Caribbean",2017,15,19,"M","Rate","Upper",0,0.04247,0.05929,0.39466,0.26811,0.12144,0.42898,0.74599,3.29451,0.50266,0.27603,1.21733,0.58318,0.01175,0.00073
"Latin America and Caribbean",2018,15,19,"F","Deaths","Lower",761,133,124,1030,752,434,1409,2959,1450,1232,153,1640,612,31,0
"Latin America and Caribbean",2018,15,19,"F","Deaths","Point",816,157,183,1143,817,485,1493,3101,1532,1310,177,1735,679,45,0
"Latin America and Caribbean",2018,15,19,"F","Deaths","Upper",883,185,249,1331,898,547,1592,3274,1623,1421,204,1843,767,60,0
"Latin America and Caribbean",2018,15,19,"F","Fraction","Lower",0.05603,0.00985,0.00909,0.07639,0.05599,0.03214,0.10373,0.21898,0.10489,0.09146,0.01127,0.12088,0.04549,0.00227,0
"Latin America and Caribbean",2018,15,19,"F","Fraction","Point",0.05966,0.01146,0.0134,0.0836,0.05975,0.03547,0.10921,0.22684,0.11204,0.0958,0.01292,0.12691,0.04965,0.00328,0
"Latin America and Caribbean",2018,15,19,"F","Fraction","Upper",0.06355,0.01322,0.01807,0.09425,0.06394,0.03901,0.11463,0.23433,0.11811,0.10101,0.01475,0.13251,0.05416,0.00429,0
"Latin America and Caribbean",2018,15,19,"F","Rate","Lower",0.14313,0.02509,0.02337,0.19371,0.14147,0.08155,0.26477,0.55611,0.27249,0.2315,0.0288,0.30822,0.11508,0.00583,0
"Latin America and Caribbean",2018,15,19,"F","Rate","Point",0.15324,0.02944,0.03442,0.21473,0.15347,0.09111,0.28051,0.58265,0.28778,0.24607,0.03319,0.32597,0.12753,0.00842,0
"Latin America and Caribbean",2018,15,19,"F","Rate","Upper",0.16586,0.03463,0.04676,0.24992,0.1686,0.10267,0.29898,0.61509,0.30486,0.26687,0.03833,0.34627,0.14403,0.01126,0
"Latin America and Caribbean",2018,15,19,"M","Deaths","Lower",0,177,153,1739,1286,563,2187,3656,16394,2454,1395,6427,2728,54,0
"Latin America and Caribbean",2018,15,19,"M","Deaths","Point",0,205,224,1947,1385,615,2317,3824,16955,2581,1482,6674,2891,71,0
"Latin America and Caribbean",2018,15,19,"M","Deaths","Upper",0,238,337,2228,1497,688,2467,4023,17591,2723,1581,6971,3082,90,2
"Latin America and Caribbean",2018,15,19,"M","Fraction","Lower",0,0.00436,0.00374,0.04259,0.03157,0.01387,0.05392,0.09005,0.40117,0.06007,0.03426,0.15832,0.06731,0.0013,0
"Latin America and Caribbean",2018,15,19,"M","Fraction","Point",0,0.00499,0.00544,0.0473,0.03365,0.01494,0.05627,0.09288,0.4118,0.06268,0.036,0.1621,0.07021,0.00172,0.00001
"Latin America and Caribbean",2018,15,19,"M","Fraction","Upper",0,0.00575,0.00817,0.05313,0.0357,0.01629,0.0587,0.0959,0.42037,0.06521,0.03783,0.16611,0.07352,0.00216,0.00005
"Latin America and Caribbean",2018,15,19,"M","Rate","Lower",0,0.0323,0.02785,0.31656,0.23419,0.10245,0.39819,0.66544,2.98361,0.44676,0.25389,1.1698,0.49651,0.00982,0
"Latin America and Caribbean",2018,15,19,"M","Rate","Point",0,0.03739,0.04076,0.35441,0.25213,0.11194,0.42162,0.69594,3.08556,0.46965,0.26974,1.21459,0.52607,0.01289,0.00007
"Latin America and Caribbean",2018,15,19,"M","Rate","Upper",0,0.04327,0.06124,0.40525,0.27232,0.12508,0.44874,0.73178,3.20052,0.49535,0.2875,1.26817,0.56076,0.0162,0.00037
"Latin America and Caribbean",2019,15,19,"F","Deaths","Lower",742,128,124,993,734,426,1385,2906,1410,1203,148,1608,607,22,0
"Latin America and Caribbean",2019,15,19,"F","Deaths","Point",799,150,181,1118,802,476,1472,3057,1498,1290,173,1708,669,35,0
"Latin America and Caribbean",2019,15,19,"F","Deaths","Upper",861,179,245,1304,884,543,1564,3239,1601,1397,199,1826,754,48,0
"Latin America and Caribbean",2019,15,19,"F","Fraction","Lower",0.05564,0.0096,0.00922,0.07554,0.05592,0.03233,0.10453,0.21979,0.10472,0.09121,0.01108,0.12122,0.04603,0.00164,0
"Latin America and Caribbean",2019,15,19,"F","Fraction","Point",0.05948,0.01119,0.01346,0.08327,0.05974,0.03545,0.10964,0.22765,0.11159,0.09609,0.01285,0.1272,0.04984,0.00257,0
"Latin America and Caribbean",2019,15,19,"F","Fraction","Upper",0.06312,0.01297,0.01821,0.0942,0.06371,0.03913,0.11485,0.23526,0.11737,0.10099,0.01456,0.13282,0.05442,0.0035,0
"Latin America and Caribbean",2019,15,19,"F","Rate","Lower",0.14038,0.02425,0.02356,0.18792,0.13903,0.08076,0.26216,0.54976,0.26678,0.22763,0.028,0.30437,0.11492,0.00416,0
"Latin America and Caribbean",2019,15,19,"F","Rate","Point",0.15108,0.02842,0.03419,0.2115,0.15174,0.09004,0.27848,0.57822,0.28344,0.24407,0.03264,0.32308,0.12659,0.00653,0
"Latin America and Caribbean",2019,15,19,"F","Rate","Upper",0.16281,0.03373,0.04631,0.24663,0.16705,0.10264,0.29578,0.61265,0.30276,0.26412,0.03756,0.34526,0.14255,0.0089,0
"Latin America and Caribbean",2019,15,19,"M","Deaths","Lower",0,173,149,1726,1273,548,2160,3571,15734,2433,1362,6295,2667,37,0
"Latin America and Caribbean",2019,15,19,"M","Deaths","Point",0,202,221,1933,1370,604,2298,3769,16530,2558,1451,6582,2837,52,0
"Latin America and Caribbean",2019,15,19,"M","Deaths","Upper",0,235,334,2219,1491,674,2459,3991,17381,2712,1560,6902,3047,67,3
"Latin America and Caribbean",2019,15,19,"M","Fraction","Lower",0,0.00434,0.00373,0.04337,0.03191,0.01367,0.05427,0.09052,0.3976,0.06055,0.03421,0.15862,0.06724,0.00092,0
"Latin America and Caribbean",2019,15,19,"M","Fraction","Point",0,0.00501,0.00548,0.04783,0.0339,0.01494,0.05686,0.09328,0.40908,0.0633,0.03592,0.16289,0.07022,0.00128,0.00001
"Latin America and Caribbean",2019,15,19,"M","Fraction","Upper",0,0.00572,0.00825,0.05378,0.03622,0.01632,0.05943,0.09629,0.41818,0.06586,0.03777,0.16684,0.07347,0.00167,0.00005
"Latin America and Caribbean",2019,15,19,"M","Rate","Lower",0,0.03173,0.02743,0.31613,0.23316,0.10048,0.39556,0.65372,2.88043,0.44553,0.24947,1.15247,0.48836,0.00677,0
"Latin America and Caribbean",2019,15,19,"M","Rate","Point",0,0.03706,0.04053,0.35377,0.25074,0.1105,0.42055,0.68993,3.02569,0.46819,0.26568,1.20479,0.51937,0.00947,0.00007
"Latin America and Caribbean",2019,15,19,"M","Rate","Upper",0,0.04299,0.061,0.40599,0.27283,0.12324,0.45004,0.73043,3.18114,0.49624,0.28551,1.26302,0.55762,0.01227,0.00037
"Middle East and North Africa",2000,15,19,"F","Deaths","Lower",417,3,98,1243,703,427,1043,3215,763,1539,162,555,433,0,63
"Middle East and North Africa",2000,15,19,"F","Deaths","Point",511,7,258,1508,802,515,1252,3628,905,1754,193,622,524,2,79
"Middle East and North Africa",2000,15,19,"F","Deaths","Upper",650,16,464,1850,924,630,1506,4089,1071,2025,233,704,646,5,96
"Middle East and North Africa",2000,15,19,"F","Fraction","Lower",0.03332,0.00025,0.00788,0.09966,0.05674,0.03469,0.08351,0.26396,0.06124,0.12409,0.01292,0.04465,0.03487,0,0.00497
"Middle East and North Africa",2000,15,19,"F","Fraction","Point",0.04072,0.00053,0.02057,0.12009,0.06384,0.04097,0.09965,0.28889,0.07207,0.13967,0.01536,0.04953,0.0417,0.00015,0.00627
"Middle East and North Africa",2000,15,19,"F","Fraction","Upper",0.05099,0.00128,0.037,0.14371,0.07225,0.04891,0.11871,0.31552,0.08394,0.15726,0.01817,0.05523,0.04989,0.00041,0.00768
"Middle East and North Africa",2000,15,19,"F","Rate","Lower",0.11745,0.00091,0.0278,0.35013,0.19796,0.12025,0.29383,0.90518,0.215,0.43327,0.04568,0.15632,0.12198,0,0.01773
"Middle East and North Africa",2000,15,19,"F","Rate","Point",0.14396,0.00187,0.07272,0.42456,0.22569,0.14484,0.35229,1.02132,0.25479,0.49378,0.0543,0.1751,0.14742,0.00053,0.02217
"Middle East and North Africa",2000,15,19,"F","Rate","Upper",0.18269,0.0045,0.13047,0.52051,0.25993,0.17724,0.42386,1.15079,0.3013,0.56972,0.06542,0.19801,0.18155,0.00141,0.02703
"Middle East and North Africa",2000,15,19,"M","Deaths","Lower",0,3,128,2772,1059,613,1348,2422,3875,1144,1077,2528,1238,0,247
"Middle East and North Africa",2000,15,19,"M","Deaths","Point",0,6,314,3256,1195,695,1475,2648,4410,1279,1243,2719,1397,3,278
"Middle East and North Africa",2000,15,19,"M","Deaths","Upper",0,17,610,3854,1352,784,1620,2939,5038,1450,1445,2952,1577,8,309
"Middle East and North Africa",2000,15,19,"M","Fraction","Lower",0,0.00014,0.00604,0.1351,0.05154,0.03026,0.06544,0.11718,0.1913,0.05586,0.05172,0.12407,0.06006,0,0.01156
