"Region","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Maternal","HIV","TB","OtherCMPN","Cardiovascular","Digestive","Neoplasms","OtherNCD","InterpVio","SelfHarm","Drowning","RTI","OtherInj","NatDis","CollectVio"
"Eastern Europe and central Asia",2003,15,19,"M","Fraction","Lower",0,0.00151,0.01083,0.05148,0.0459,0.01363,0.07524,0.10425,0.12545,0.08504,0.07387,0.25157,0.11347,0.00055,0.00152
"Eastern Europe and central Asia",2003,15,19,"M","Fraction","Point",0,0.00211,0.01257,0.05587,0.04817,0.01473,0.07867,0.10834,0.13319,0.08871,0.07729,0.25803,0.11927,0.00091,0.00212
"Eastern Europe and central Asia",2003,15,19,"M","Fraction","Upper",0,0.00286,0.01454,0.06049,0.05057,0.01591,0.08217,0.11227,0.14101,0.09231,0.08088,0.26403,0.12515,0.00135,0.00277
"Eastern Europe and central Asia",2003,15,19,"M","Rate","Lower",0,0.00949,0.06764,0.31364,0.28099,0.08368,0.46139,0.63558,0.76301,0.52009,0.45274,1.55082,0.698,0.00356,0.00959
"Eastern Europe and central Asia",2003,15,19,"M","Rate","Point",0,0.01306,0.07779,0.34577,0.29812,0.09116,0.48687,0.6705,0.82429,0.54901,0.47833,1.5969,0.73814,0.00563,0.01312
"Eastern Europe and central Asia",2003,15,19,"M","Rate","Upper",0,0.01763,0.08957,0.37793,0.3157,0.09941,0.51651,0.70548,0.88982,0.57781,0.50595,1.64276,0.78089,0.00823,0.017
"Eastern Europe and central Asia",2004,15,19,"F","Deaths","Lower",189,49,141,652,679,211,1220,1786,639,751,234,1739,697,3,51
"Eastern Europe and central Asia",2004,15,19,"F","Deaths","Point",220,64,166,712,720,233,1292,1882,696,806,260,1795,742,9,66
"Eastern Europe and central Asia",2004,15,19,"F","Deaths","Upper",254,82,197,776,764,258,1365,1991,754,862,288,1847,786,16,83
"Eastern Europe and central Asia",2004,15,19,"F","Fraction","Lower",0.01987,0.00507,0.01453,0.06835,0.0708,0.02197,0.12689,0.18744,0.06744,0.07873,0.02434,0.18068,0.07231,0.00031,0.00521
"Eastern Europe and central Asia",2004,15,19,"F","Fraction","Point",0.02278,0.00666,0.0172,0.07366,0.07456,0.02411,0.13372,0.19478,0.07201,0.08339,0.02686,0.18579,0.07674,0.00091,0.00682
"Eastern Europe and central Asia",2004,15,19,"F","Fraction","Upper",0.0259,0.00841,0.02034,0.07951,0.07833,0.02645,0.14099,0.20284,0.07689,0.0882,0.02973,0.19112,0.08103,0.00159,0.0086
"Eastern Europe and central Asia",2004,15,19,"F","Rate","Lower",0.05386,0.01395,0.04004,0.18495,0.19269,0.05988,0.3463,0.50672,0.18131,0.2132,0.06645,0.49353,0.19771,0.00085,0.01446
"Eastern Europe and central Asia",2004,15,19,"F","Rate","Point",0.06243,0.01825,0.04714,0.20186,0.20433,0.06607,0.36646,0.53379,0.19734,0.22853,0.07361,0.50915,0.2103,0.00249,0.01869
"Eastern Europe and central Asia",2004,15,19,"F","Rate","Upper",0.07192,0.02305,0.05581,0.22004,0.21657,0.07315,0.38712,0.56466,0.21372,0.24449,0.08153,0.52363,0.22292,0.00427,0.02355
"Eastern Europe and central Asia",2004,15,19,"M","Deaths","Lower",0,59,238,1085,981,301,1627,2227,2589,1839,1572,5432,2412,13,150
"Eastern Europe and central Asia",2004,15,19,"M","Deaths","Point",0,76,269,1181,1035,329,1710,2346,2778,1934,1656,5575,2549,23,176
"Eastern Europe and central Asia",2004,15,19,"M","Deaths","Upper",0,93,305,1288,1091,358,1798,2459,2972,2027,1745,5715,2682,33,201
"Eastern Europe and central Asia",2004,15,19,"M","Fraction","Lower",0,0.00276,0.01095,0.0503,0.04556,0.01403,0.07579,0.10418,0.12109,0.08559,0.07298,0.252,0.11217,0.00064,0.0069
"Eastern Europe and central Asia",2004,15,19,"M","Fraction","Point",0,0.00353,0.01244,0.05457,0.04782,0.0152,0.07903,0.10842,0.12838,0.08938,0.07656,0.25769,0.11781,0.00105,0.00813
"Eastern Europe and central Asia",2004,15,19,"M","Fraction","Upper",0,0.00428,0.01406,0.05928,0.05009,0.01649,0.08237,0.11216,0.13583,0.09291,0.08009,0.26357,0.12365,0.00151,0.00928
"Eastern Europe and central Asia",2004,15,19,"M","Rate","Lower",0,0.01637,0.06521,0.29735,0.26891,0.08259,0.44599,0.61034,0.70966,0.50395,0.43103,1.4887,0.66105,0.00383,0.0411
"Eastern Europe and central Asia",2004,15,19,"M","Rate","Point",0,0.02092,0.07374,0.32348,0.28346,0.0901,0.46847,0.64268,0.761,0.52982,0.45383,1.52751,0.69834,0.00622,0.04819
"Eastern Europe and central Asia",2004,15,19,"M","Rate","Upper",0,0.02522,0.08333,0.35273,0.29888,0.09784,0.49256,0.67371,0.81431,0.55541,0.47806,1.56573,0.73481,0.00878,0.05508
"Eastern Europe and central Asia",2005,15,19,"F","Deaths","Lower",173,58,139,597,637,206,1227,1760,590,746,225,1744,669,0,23
"Eastern Europe and central Asia",2005,15,19,"F","Deaths","Point",200,76,165,653,675,228,1295,1845,637,798,249,1794,709,4,34
"Eastern Europe and central Asia",2005,15,19,"F","Deaths","Upper",230,94,197,713,716,252,1369,1936,683,848,276,1842,752,9,47
"Eastern Europe and central Asia",2005,15,19,"F","Fraction","Lower",0.01866,0.00627,0.01489,0.06408,0.06854,0.02217,0.1313,0.18984,0.06382,0.08053,0.02409,0.18672,0.07158,0.0001,0.00247
"Eastern Europe and central Asia",2005,15,19,"F","Fraction","Point",0.02137,0.00807,0.01761,0.06979,0.07214,0.02432,0.13836,0.19705,0.068,0.08526,0.02658,0.19164,0.07572,0.00042,0.00367
"Eastern Europe and central Asia",2005,15,19,"F","Fraction","Upper",0.02439,0.01005,0.02098,0.07544,0.07595,0.02676,0.14553,0.20515,0.07234,0.08989,0.02941,0.19645,0.07999,0.00087,0.00501
"Eastern Europe and central Asia",2005,15,19,"F","Rate","Lower",0.04967,0.01688,0.03993,0.17144,0.18281,0.05927,0.35192,0.50489,0.16926,0.2142,0.06466,0.50014,0.19186,0.00028,0.00659
"Eastern Europe and central Asia",2005,15,19,"F","Rate","Point",0.05735,0.02166,0.04726,0.1873,0.19361,0.06527,0.37133,0.52884,0.1825,0.22882,0.07134,0.51432,0.20322,0.00113,0.00985
"Eastern Europe and central Asia",2005,15,19,"F","Rate","Upper",0.06569,0.02687,0.05649,0.20423,0.20513,0.072,0.39247,0.55512,0.19561,0.24308,0.07899,0.52817,0.21555,0.0023,0.01348
"Eastern Europe and central Asia",2005,15,19,"M","Deaths","Lower",0,81,227,1024,922,285,1594,2204,2463,1751,1528,5303,2274,8,57
"Eastern Europe and central Asia",2005,15,19,"M","Deaths","Point",0,100,259,1127,974,310,1670,2305,2628,1836,1606,5435,2399,15,73
"Eastern Europe and central Asia",2005,15,19,"M","Deaths","Upper",0,120,303,1225,1028,337,1749,2409,2796,1924,1686,5560,2524,23,89
"Eastern Europe and central Asia",2005,15,19,"M","Fraction","Lower",0,0.00393,0.0109,0.04971,0.0448,0.0138,0.07714,0.10693,0.11968,0.08495,0.07397,0.25642,0.11005,0.00038,0.00275
"Eastern Europe and central Asia",2005,15,19,"M","Fraction","Point",0,0.00484,0.01251,0.05435,0.04697,0.01497,0.08052,0.11115,0.12671,0.08853,0.07745,0.26207,0.11569,0.00071,0.00354
"Eastern Europe and central Asia",2005,15,19,"M","Fraction","Upper",0,0.00575,0.01456,0.05886,0.04934,0.01619,0.08388,0.11502,0.1339,0.09217,0.08108,0.26789,0.12139,0.0011,0.00431
"Eastern Europe and central Asia",2005,15,19,"M","Rate","Lower",0,0.02259,0.06294,0.2836,0.2554,0.07914,0.44155,0.6104,0.68211,0.48503,0.42327,1.4684,0.62986,0.00221,0.01578
"Eastern Europe and central Asia",2005,15,19,"M","Rate","Point",0,0.02779,0.07182,0.31204,0.26967,0.08595,0.46229,0.63815,0.72748,0.50828,0.44467,1.50463,0.66421,0.00408,0.02032
"Eastern Europe and central Asia",2005,15,19,"M","Rate","Upper",0,0.03299,0.08388,0.33902,0.28453,0.09316,0.48407,0.66684,0.77407,0.53244,0.46653,1.5391,0.69867,0.00637,0.02465
"Eastern Europe and central Asia",2006,15,19,"F","Deaths","Lower",160,53,132,560,599,195,1193,1697,539,737,218,1684,670,0,8
"Eastern Europe and central Asia",2006,15,19,"F","Deaths","Point",184,70,158,606,634,214,1259,1771,578,784,242,1730,709,3,15
"Eastern Europe and central Asia",2006,15,19,"F","Deaths","Upper",209,89,182,661,672,235,1325,1852,617,833,266,1780,751,8,23
"Eastern Europe and central Asia",2006,15,19,"F","Fraction","Lower",0.01795,0.00591,0.01481,0.06285,0.06696,0.02178,0.13333,0.1903,0.06066,0.08284,0.02458,0.18835,0.075,0,0.00089
"Eastern Europe and central Asia",2006,15,19,"F","Fraction","Point",0.02054,0.00786,0.01763,0.06763,0.07078,0.02391,0.14053,0.19769,0.06448,0.08752,0.02699,0.19316,0.07919,0.00036,0.00172
"Eastern Europe and central Asia",2006,15,19,"F","Fraction","Upper",0.02326,0.00988,0.02036,0.07328,0.07447,0.02616,0.14776,0.20542,0.06826,0.09249,0.02973,0.1978,0.08364,0.00079,0.00261
"Eastern Europe and central Asia",2006,15,19,"F","Rate","Lower",0.04683,0.01555,0.0388,0.16409,0.17531,0.05726,0.34926,0.49663,0.15787,0.21567,0.06403,0.4929,0.19601,0,0.00234
"Eastern Europe and central Asia",2006,15,19,"F","Rate","Point",0.05383,0.0206,0.0462,0.17724,0.18549,0.06266,0.36828,0.51808,0.16898,0.22936,0.07073,0.50621,0.20753,0.00094,0.00451
"Eastern Europe and central Asia",2006,15,19,"F","Rate","Upper",0.06113,0.02588,0.05311,0.19308,0.19639,0.06861,0.38755,0.54178,0.18023,0.24354,0.07778,0.52046,0.2196,0.00206,0.00673
"Eastern Europe and central Asia",2006,15,19,"M","Deaths","Lower",0,76,217,966,881,263,1540,2096,2248,1699,1457,5075,2164,4,22
"Eastern Europe and central Asia",2006,15,19,"M","Deaths","Point",0,95,247,1052,925,286,1608,2185,2391,1778,1532,5192,2275,11,33
"Eastern Europe and central Asia",2006,15,19,"M","Deaths","Upper",0,114,283,1144,974,311,1680,2274,2536,1854,1613,5314,2393,18,46
"Eastern Europe and central Asia",2006,15,19,"M","Fraction","Lower",0,0.0039,0.01112,0.04929,0.04506,0.01344,0.07864,0.10732,0.11505,0.0871,0.07445,0.25917,0.11077,0.0002,0.00112
"Eastern Europe and central Asia",2006,15,19,"M","Fraction","Point",0,0.00484,0.01259,0.05365,0.04716,0.01459,0.08202,0.11141,0.12191,0.09065,0.07814,0.26477,0.11602,0.00054,0.00169
"Eastern Europe and central Asia",2006,15,19,"M","Fraction","Upper",0,0.00579,0.01437,0.05824,0.04949,0.01579,0.08549,0.11517,0.12864,0.0942,0.08192,0.27015,0.12172,0.00088,0.00231
"Eastern Europe and central Asia",2006,15,19,"M","Rate","Lower",0,0.02153,0.06149,0.27277,0.24885,0.07432,0.43482,0.59175,0.63482,0.47986,0.41142,1.4327,0.61103,0.00112,0.00621
"Eastern Europe and central Asia",2006,15,19,"M","Rate","Point",0,0.0268,0.0697,0.29701,0.26109,0.08077,0.45408,0.61678,0.67491,0.50185,0.4326,1.46581,0.64231,0.00299,0.00936
"Eastern Europe and central Asia",2006,15,19,"M","Rate","Upper",0,0.03209,0.07983,0.32283,0.27478,0.08757,0.47411,0.64165,0.71557,0.52315,0.45512,1.49971,0.67542,0.00481,0.01271
"Eastern Europe and central Asia",2007,15,19,"F","Deaths","Lower",149,56,123,512,565,173,1132,1601,488,702,190,1629,607,0,12
"Eastern Europe and central Asia",2007,15,19,"F","Deaths","Point",170,72,145,554,597,191,1195,1670,522,746,209,1674,643,3,21
"Eastern Europe and central Asia",2007,15,19,"F","Deaths","Upper",193,89,167,603,631,211,1261,1747,557,790,230,1720,681,7,30
"Eastern Europe and central Asia",2007,15,19,"F","Fraction","Lower",0.01773,0.00664,0.01462,0.06098,0.06732,0.0207,0.13479,0.19116,0.05836,0.0838,0.02273,0.19401,0.07233,0,0.00143
"Eastern Europe and central Asia",2007,15,19,"F","Fraction","Point",0.02018,0.00857,0.01723,0.06585,0.07095,0.02273,0.14207,0.19854,0.06209,0.08864,0.0249,0.19899,0.07646,0.00034,0.00246
"Eastern Europe and central Asia",2007,15,19,"F","Fraction","Upper",0.02288,0.01051,0.01972,0.07177,0.07469,0.02496,0.15002,0.20682,0.06578,0.09344,0.02729,0.20369,0.08084,0.00082,0.00354
"Eastern Europe and central Asia",2007,15,19,"F","Rate","Lower",0.04504,0.01692,0.03719,0.15443,0.17047,0.0524,0.34143,0.48293,0.14724,0.21198,0.05749,0.49146,0.18321,0,0.00361
"Eastern Europe and central Asia",2007,15,19,"F","Rate","Point",0.05117,0.02173,0.04369,0.16697,0.1799,0.05763,0.36023,0.50341,0.15743,0.22475,0.06314,0.50455,0.19387,0.00086,0.00624
"Eastern Europe and central Asia",2007,15,19,"F","Rate","Upper",0.05813,0.02662,0.05028,0.18178,0.19016,0.06338,0.38019,0.52668,0.16787,0.23817,0.06924,0.51848,0.20514,0.00209,0.00905
"Eastern Europe and central Asia",2007,15,19,"M","Deaths","Lower",0,56,205,877,819,251,1456,1971,2006,1613,1338,4752,1975,4,32
"Eastern Europe and central Asia",2007,15,19,"M","Deaths","Point",0,74,235,950,860,272,1519,2054,2127,1682,1407,4857,2077,11,44
"Eastern Europe and central Asia",2007,15,19,"M","Deaths","Upper",0,90,266,1037,902,295,1588,2138,2251,1750,1482,4967,2180,18,58
"Eastern Europe and central Asia",2007,15,19,"M","Fraction","Lower",0,0.0031,0.01134,0.04833,0.04528,0.01381,0.08024,0.10871,0.11078,0.08913,0.0736,0.26238,0.10893,0.00027,0.00177
"Eastern Europe and central Asia",2007,15,19,"M","Fraction","Point",0,0.00405,0.01294,0.05229,0.04732,0.01495,0.08362,0.11305,0.11706,0.09257,0.07745,0.26736,0.11431,0.0006,0.00244
"Eastern Europe and central Asia",2007,15,19,"M","Fraction","Upper",0,0.00492,0.01465,0.05687,0.04953,0.01618,0.08706,0.11694,0.12326,0.09618,0.08131,0.27262,0.11957,0.00096,0.00319
"Eastern Europe and central Asia",2007,15,19,"M","Rate","Lower",0,0.01654,0.05985,0.25516,0.23835,0.073,0.42334,0.573,0.58332,0.46891,0.38909,1.38147,0.57428,0.00145,0.0093
"Eastern Europe and central Asia",2007,15,19,"M","Rate","Point",0,0.02139,0.06834,0.27617,0.24992,0.07896,0.44163,0.59707,0.61825,0.4889,0.40905,1.41205,0.60372,0.00317,0.01289
"Eastern Europe and central Asia",2007,15,19,"M","Rate","Upper",0,0.02599,0.07722,0.30133,0.26215,0.08548,0.46137,0.62145,0.65405,0.50867,0.43054,1.44381,0.63362,0.00496,0.01686
"Eastern Europe and central Asia",2008,15,19,"F","Deaths","Lower",134,39,117,466,523,157,1063,1493,425,675,167,1477,565,0,36
"Eastern Europe and central Asia",2008,15,19,"F","Deaths","Point",154,54,138,503,554,173,1123,1557,453,716,185,1519,598,4,48
"Eastern Europe and central Asia",2008,15,19,"F","Deaths","Upper",175,70,160,547,586,191,1188,1630,482,762,203,1561,637,9,60
"Eastern Europe and central Asia",2008,15,19,"F","Fraction","Lower",0.01736,0.00504,0.01512,0.06021,0.06737,0.0203,0.13662,0.19256,0.05486,0.08695,0.02161,0.19052,0.07258,0.00012,0.00476
"Eastern Europe and central Asia",2008,15,19,"F","Fraction","Point",0.01974,0.00691,0.01775,0.06467,0.07119,0.02226,0.14435,0.20018,0.05823,0.0921,0.02377,0.19526,0.0769,0.00057,0.00611
"Eastern Europe and central Asia",2008,15,19,"F","Fraction","Upper",0.02233,0.00884,0.02054,0.07007,0.07501,0.02441,0.15243,0.20874,0.06172,0.09762,0.02602,0.19982,0.08153,0.00116,0.00758
"Eastern Europe and central Asia",2008,15,19,"F","Rate","Lower",0.04229,0.01235,0.03685,0.14613,0.16416,0.0495,0.33329,0.46797,0.13333,0.21182,0.05258,0.463,0.17728,0.00031,0.01158
"Eastern Europe and central Asia",2008,15,19,"F","Rate","Point",0.04813,0.01685,0.04328,0.15769,0.17359,0.05428,0.35197,0.48811,0.14198,0.22457,0.05796,0.47611,0.18751,0.00139,0.0149
"Eastern Europe and central Asia",2008,15,19,"F","Rate","Upper",0.05459,0.02165,0.04984,0.17137,0.1835,0.0596,0.37223,0.51078,0.15086,0.23874,0.06351,0.48898,0.19937,0.00283,0.01856
"Eastern Europe and central Asia",2008,15,19,"M","Deaths","Lower",0,38,198,773,754,222,1361,1851,1733,1501,1205,4304,1796,3,89
"Eastern Europe and central Asia",2008,15,19,"M","Deaths","Point",0,51,225,842,791,241,1417,1924,1831,1565,1272,4398,1890,8,106
"Eastern Europe and central Asia",2008,15,19,"M","Deaths","Upper",0,64,262,915,830,261,1479,2001,1934,1629,1340,4497,1980,15,123
"Eastern Europe and central Asia",2008,15,19,"M","Fraction","Lower",0,0.00231,0.01191,0.04669,0.04565,0.01341,0.08229,0.11206,0.10505,0.09082,0.07294,0.26055,0.10884,0.00018,0.00537
"Eastern Europe and central Asia",2008,15,19,"M","Fraction","Point",0,0.00308,0.01358,0.05086,0.04779,0.01458,0.08553,0.11619,0.11058,0.09447,0.07681,0.26553,0.11409,0.00051,0.00641
"Eastern Europe and central Asia",2008,15,19,"M","Fraction","Upper",0,0.00383,0.01579,0.05504,0.04994,0.01573,0.08904,0.12019,0.11658,0.09811,0.08074,0.27056,0.11958,0.00085,0.00737
"Eastern Europe and central Asia",2008,15,19,"M","Rate","Lower",0,0.0115,0.05978,0.23316,0.22738,0.06695,0.41042,0.55817,0.52276,0.45277,0.36348,1.29777,0.54174,0.0009,0.0269
"Eastern Europe and central Asia",2008,15,19,"M","Rate","Point",0,0.01538,0.0678,0.25391,0.23858,0.07279,0.42699,0.58006,0.55205,0.47162,0.38346,1.32561,0.56957,0.00255,0.032
"Eastern Europe and central Asia",2008,15,19,"M","Rate","Upper",0,0.01907,0.07895,0.27567,0.25016,0.07866,0.44585,0.60315,0.58277,0.49111,0.40393,1.35572,0.5969,0.00423,0.03681
"Eastern Europe and central Asia",2009,15,19,"F","Deaths","Lower",121,18,106,416,477,149,1013,1416,382,623,144,1344,489,0,12
"Eastern Europe and central Asia",2009,15,19,"F","Deaths","Point",138,29,126,453,505,165,1074,1476,407,662,159,1381,522,3,21
"Eastern Europe and central Asia",2009,15,19,"F","Deaths","Upper",156,41,152,494,535,181,1135,1543,433,704,175,1421,555,8,31
"Eastern Europe and central Asia",2009,15,19,"F","Fraction","Lower",0.01713,0.00265,0.01498,0.05858,0.06697,0.02098,0.14268,0.19892,0.05375,0.08768,0.02033,0.18941,0.06881,0,0.00169
"Eastern Europe and central Asia",2009,15,19,"F","Fraction","Point",0.0194,0.00413,0.01776,0.0636,0.07087,0.0231,0.15082,0.20727,0.05709,0.09292,0.02229,0.19397,0.07331,0.00047,0.003
"Eastern Europe and central Asia",2009,15,19,"F","Fraction","Upper",0.02183,0.00564,0.02133,0.06898,0.0749,0.02532,0.15948,0.2163,0.06059,0.09879,0.02446,0.1987,0.078,0.00099,0.00425
"Eastern Europe and central Asia",2009,15,19,"F","Rate","Lower",0.03967,0.00616,0.03473,0.13595,0.15567,0.04877,0.3308,0.4622,0.12465,0.20346,0.04704,0.43873,0.15971,0,0.00391
"Eastern Europe and central Asia",2009,15,19,"F","Rate","Point",0.04507,0.00959,0.04126,0.14775,0.16464,0.05366,0.35038,0.48152,0.13263,0.21587,0.05178,0.45062,0.17031,0.00109,0.00697
"Eastern Europe and central Asia",2009,15,19,"F","Rate","Upper",0.05089,0.01309,0.04948,0.16097,0.17425,0.05892,0.37013,0.50315,0.14109,0.22967,0.05688,0.46343,0.18106,0.00229,0.00979
"Eastern Europe and central Asia",2009,15,19,"M","Deaths","Lower",0,18,181,708,698,199,1287,1737,1478,1404,1071,3871,1578,4,33
"Eastern Europe and central Asia",2009,15,19,"M","Deaths","Point",0,27,207,769,731,215,1341,1803,1559,1461,1130,3953,1660,10,46
"Eastern Europe and central Asia",2009,15,19,"M","Deaths","Upper",0,36,241,836,764,233,1399,1870,1643,1520,1197,4043,1744,17,61
"Eastern Europe and central Asia",2009,15,19,"M","Fraction","Lower",0,0.00122,0.01218,0.0476,0.04692,0.01336,0.0864,0.11662,0.09934,0.09434,0.07183,0.26011,0.10604,0.00027,0.00222
"Eastern Europe and central Asia",2009,15,19,"M","Fraction","Point",0,0.0018,0.01389,0.05159,0.04903,0.0144,0.08991,0.12087,0.10457,0.098,0.07579,0.26505,0.11133,0.00067,0.0031
"Eastern Europe and central Asia",2009,15,19,"M","Fraction","Upper",0,0.00239,0.01614,0.05601,0.05115,0.01558,0.09377,0.12498,0.11005,0.10166,0.08002,0.26988,0.11687,0.00114,0.00406
"Eastern Europe and central Asia",2009,15,19,"M","Rate","Lower",0,0.00567,0.05697,0.22189,0.21874,0.06233,0.4031,0.54405,0.46278,0.43981,0.33554,1.21211,0.49434,0.00125,0.01033
"Eastern Europe and central Asia",2009,15,19,"M","Rate","Point",0,0.00841,0.06487,0.24094,0.22898,0.06725,0.4199,0.56449,0.48836,0.45768,0.35396,1.23784,0.51994,0.00313,0.01448
"Eastern Europe and central Asia",2009,15,19,"M","Rate","Upper",0,0.01112,0.07524,0.26167,0.23915,0.07276,0.43795,0.58543,0.51439,0.47564,0.37446,1.26569,0.54586,0.00533,0.01879
"Eastern Europe and central Asia",2010,15,19,"F","Deaths","Lower",118,14,104,377,444,135,957,1338,335,604,139,1179,440,2,15
"Eastern Europe and central Asia",2010,15,19,"F","Deaths","Point",133,23,125,409,472,149,1014,1394,358,643,154,1212,471,6,24
"Eastern Europe and central Asia",2010,15,19,"F","Deaths","Upper",151,33,146,448,499,164,1076,1456,379,683,169,1244,501,13,34
"Eastern Europe and central Asia",2010,15,19,"F","Fraction","Lower",0.01799,0.00225,0.01585,0.05744,0.06782,0.02059,0.14565,0.20382,0.05104,0.09198,0.02114,0.17906,0.06691,0.0003,0.00226
"Eastern Europe and central Asia",2010,15,19,"F","Fraction","Point",0.02022,0.00355,0.01893,0.06205,0.07161,0.02267,0.15401,0.21157,0.05429,0.09759,0.02337,0.18404,0.07151,0.00097,0.00361
"Eastern Europe and central Asia",2010,15,19,"F","Fraction","Upper",0.02292,0.0049,0.02218,0.06773,0.07556,0.02488,0.16318,0.22046,0.05735,0.10353,0.02567,0.18837,0.07589,0.00183,0.00515
"Eastern Europe and central Asia",2010,15,19,"F","Rate","Lower",0.04011,0.00503,0.03546,0.12803,0.15077,0.04593,0.32448,0.45348,0.11362,0.20496,0.04721,0.39963,0.14923,0.00067,0.00508
"Eastern Europe and central Asia",2010,15,19,"F","Rate","Point",0.04513,0.00792,0.04225,0.1385,0.15984,0.0506,0.34376,0.47224,0.12118,0.21783,0.05216,0.41079,0.15962,0.00217,0.00806
"Eastern Europe and central Asia",2010,15,19,"F","Rate","Upper",0.05116,0.01094,0.04943,0.15166,0.16898,0.05554,0.36457,0.49331,0.1282,0.23131,0.05717,0.42155,0.16956,0.00407,0.01153
"Eastern Europe and central Asia",2010,15,19,"M","Deaths","Lower",0,10,169,635,648,179,1214,1643,1277,1336,980,3437,1408,6,41
"Eastern Europe and central Asia",2010,15,19,"M","Deaths","Point",0,15,190,689,678,194,1263,1706,1346,1389,1039,3510,1480,13,54
"Eastern Europe and central Asia",2010,15,19,"M","Deaths","Upper",0,21,216,747,709,209,1318,1768,1420,1442,1103,3586,1555,21,68
"Eastern Europe and central Asia",2010,15,19,"M","Fraction","Lower",0,0.00075,0.01244,0.04687,0.04789,0.01329,0.08936,0.12128,0.09425,0.09853,0.07231,0.25395,0.10373,0.00044,0.003
"Eastern Europe and central Asia",2010,15,19,"M","Fraction","Point",0,0.00113,0.01404,0.05081,0.04994,0.01427,0.09312,0.12575,0.09921,0.10241,0.07658,0.25871,0.10907,0.00096,0.00399
"Eastern Europe and central Asia",2010,15,19,"M","Fraction","Upper",0,0.00155,0.01588,0.05499,0.05207,0.0154,0.09697,0.1301,0.10438,0.10602,0.08107,0.26342,0.11441,0.00154,0.00505
