"ISO3","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Total","Measles","Maternal","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Congenital","Cardiovascular","Digestive","Neoplasms","OtherNCD","InterpVio","SelfHarm","Drowning","RTI","OtherInj","NatDis","CollectVio"
"COL",2014,5,19,"B","Deaths","Lower",6149,0,57,14,56,11,2,0,258,46,101,84,724,937,1727,261,199,765,492,13,0
"COL",2014,5,19,"B","Deaths","Point",6247,0,73,24,74,20,8,3,290,60,123,103,774,994,1798,292,229,820,536,23,1
"COL",2014,5,19,"B","Deaths","Upper",6350,0,90,35,91,30,15,7,324,76,145,125,826,1054,1872,328,259,872,583,32,4
"COL",2014,5,19,"B","Fraction","Lower",1,0,0.0091,0.00238,0.00903,0.00189,0.00048,0,0.0416,0.00748,0.01622,0.01354,0.11633,0.15031,0.27818,0.04195,0.03201,0.12273,0.07891,0.00223,0
"COL",2014,5,19,"B","Fraction","Point",1,0,0.01175,0.00391,0.01179,0.00322,0.00133,0.00048,0.04641,0.00956,0.01967,0.01653,0.12397,0.15918,0.28788,0.04678,0.03672,0.13128,0.08574,0.00362,0.00016
"COL",2014,5,19,"B","Fraction","Upper",1,0,0.01428,0.0055,0.01447,0.00468,0.00236,0.00098,0.05175,0.01201,0.02317,0.01994,0.13226,0.16803,0.29778,0.05236,0.04137,0.13946,0.09275,0.00514,0.00049
"COL",2015,5,19,"B","Deaths","Lower",5968,0,58,16,63,13,3,0,278,41,106,87,646,913,1594,302,212,771,439,29,0
"COL",2015,5,19,"B","Deaths","Point",6068,0,74,25,81,22,9,3,311,55,127,107,697,972,1660,336,243,824,481,41,0
"COL",2015,5,19,"B","Deaths","Upper",6168,0,92,36,98,33,16,7,348,70,150,127,742,1032,1727,372,272,880,522,54,0
"COL",2015,5,19,"B","Fraction","Lower",1,0,0.00969,0.00265,0.01044,0.0023,0.0005,0,0.04597,0.00683,0.01761,0.01439,0.1064,0.1508,0.26372,0.04987,0.03494,0.1273,0.07247,0.00477,0
"COL",2015,5,19,"B","Fraction","Point",1,0,0.01221,0.00419,0.01327,0.00369,0.00149,0.0005,0.05127,0.00903,0.02092,0.0176,0.11486,0.16017,0.27364,0.05538,0.03999,0.13585,0.0792,0.00675,0
"COL",2015,5,19,"B","Fraction","Upper",1,0,0.01507,0.00578,0.0162,0.00537,0.00249,0.00116,0.057,0.01145,0.0245,0.0208,0.12218,0.16912,0.28348,0.06097,0.04483,0.14418,0.08598,0.0089,0
"COL",2016,5,19,"B","Deaths","Lower",5850,0,70,15,61,15,3,0,250,54,92,86,658,968,1447,313,183,834,381,14,0
"COL",2016,5,19,"B","Deaths","Point",5951,0,88,24,79,25,9,4,285,69,112,104,708,1027,1518,350,212,895,419,24,0
"COL",2016,5,19,"B","Deaths","Upper",6051,0,105,34,97,35,15,9,320,87,134,123,762,1088,1584,386,241,954,458,34,0
"COL",2016,5,19,"B","Fraction","Lower",1,0,0.01194,0.00252,0.01038,0.00253,0.00066,0.00016,0.04205,0.00918,0.01562,0.01456,0.11068,0.16321,0.24467,0.05281,0.03073,0.14009,0.06417,0.00237,0
"COL",2016,5,19,"B","Fraction","Point",1,0,0.01472,0.00398,0.0133,0.00414,0.00152,0.0007,0.04784,0.01165,0.01882,0.01755,0.11893,0.17266,0.255,0.05879,0.03558,0.15045,0.07041,0.00397,0
"COL",2016,5,19,"B","Fraction","Upper",1,0,0.01755,0.00565,0.01626,0.00591,0.00253,0.0015,0.05362,0.01447,0.02238,0.02062,0.12761,0.18231,0.26454,0.06469,0.04025,0.15999,0.0768,0.0056,0
"COL",2017,5,19,"B","Deaths","Lower",5773,0,59,13,53,12,6,0,240,47,105,88,644,867,1409,316,218,785,417,93,0
"COL",2017,5,19,"B","Deaths","Point",5874,0,76,22,70,20,13,3,271,61,127,108,695,922,1475,351,250,841,455,113,1
"COL",2017,5,19,"B","Deaths","Upper",5981,0,94,33,89,30,21,7,304,77,149,129,745,985,1543,387,282,898,497,134,4
"COL",2017,5,19,"B","Fraction","Lower",1,0,0.01009,0.00236,0.00921,0.00205,0.00102,0,0.04096,0.00804,0.01784,0.01521,0.11029,0.14823,0.2409,0.05394,0.03734,0.13413,0.0712,0.01582,0
"COL",2017,5,19,"B","Fraction","Point",1,0,0.01296,0.00381,0.01189,0.00347,0.00224,0.00054,0.0462,0.01039,0.02164,0.01835,0.11829,0.15695,0.25108,0.05972,0.04252,0.14309,0.0775,0.01919,0.00018
"COL",2017,5,19,"B","Fraction","Upper",1,0,0.0159,0.00556,0.01502,0.00508,0.00355,0.00118,0.05157,0.01298,0.02548,0.0218,0.12639,0.16686,0.26155,0.06535,0.04791,0.15225,0.08438,0.02262,0.00053
"COL",2018,5,19,"B","Deaths","Lower",5692,0,60,14,57,13,4,0,248,45,97,84,632,895,1453,304,199,781,401,44,0
"COL",2018,5,19,"B","Deaths","Point",5820,0,78,23,74,22,10,3,281,60,120,103,681,946,1521,339,228,834,437,58,0
"COL",2018,5,19,"B","Deaths","Upper",5940,0,95,34,91,32,17,8,315,76,142,125,728,999,1592,377,259,889,478,73,2
"COL",2018,5,19,"B","Fraction","Lower",1,0,0.01051,0.00241,0.00975,0.00224,0.00068,0,0.04275,0.00788,0.01675,0.01442,0.10895,0.15407,0.25106,0.05246,0.03436,0.13487,0.06879,0.00761,0
"COL",2018,5,19,"B","Fraction","Point",1,0,0.01341,0.004,0.01267,0.00376,0.00173,0.00057,0.04832,0.01026,0.0206,0.01778,0.11693,0.16259,0.26134,0.05833,0.03926,0.14334,0.07509,0.00995,0.00006
"COL",2018,5,19,"B","Fraction","Upper",1,0,0.01612,0.00573,0.01566,0.00541,0.0028,0.00122,0.05377,0.01292,0.02437,0.02146,0.12514,0.17139,0.27208,0.06434,0.0443,0.15177,0.08179,0.01245,0.00035
"COL",2019,5,19,"B","Deaths","Lower",5578,0,61,14,55,13,4,0,242,44,98,82,623,872,1426,297,195,764,388,43,0
"COL",2019,5,19,"B","Deaths","Point",5751,0,77,23,73,22,10,3,278,59,119,102,672,933,1506,336,226,825,430,57,0
"COL",2019,5,19,"B","Deaths","Upper",5921,0,95,34,90,31,17,8,310,75,141,123,722,994,1589,374,258,877,469,73,3
"COL",2019,5,19,"B","Fraction","Lower",1,0,0.01063,0.00257,0.00974,0.00226,0.0007,0,0.04243,0.00765,0.01713,0.0144,0.10901,0.15244,0.25129,0.05204,0.03413,0.13431,0.06794,0.00753,0
"COL",2019,5,19,"B","Fraction","Point",1,0,0.01343,0.004,0.01262,0.00376,0.00173,0.00057,0.0483,0.01027,0.02064,0.01777,0.11679,0.16229,0.26194,0.05844,0.03924,0.14342,0.07481,0.00994,0.00006
"COL",2019,5,19,"B","Fraction","Upper",1,0,0.01636,0.00583,0.01561,0.00531,0.00283,0.00123,0.05358,0.01291,0.02438,0.0213,0.1249,0.17185,0.2735,0.06442,0.04471,0.15191,0.08115,0.01263,0.00036
"COM",2000,5,19,"B","Deaths","Lower",218,0,1,0,16,0,8,3,53,1,4,9,7,30,3,5,10,17,28,0,0
"COM",2000,5,19,"B","Deaths","Point",300,0,2,0,27,3,12,5,78,2,8,13,11,44,5,9,16,25,38,0,0
"COM",2000,5,19,"B","Deaths","Upper",392,0,4,1,40,11,17,8,105,4,12,18,16,60,8,13,24,34,51,0,0
"COM",2000,5,19,"B","Fraction","Lower",1,0,0.00446,0.00009,0.07049,0.00136,0.03244,0.01414,0.2309,0.00407,0.01653,0.0384,0.03263,0.13295,0.01216,0.02022,0.04518,0.07366,0.11177,0,0
"COM",2000,5,19,"B","Fraction","Point",1,0,0.00731,0.00011,0.09027,0.00917,0.04051,0.01746,0.25961,0.00687,0.02516,0.04446,0.03794,0.14803,0.01827,0.03016,0.05385,0.08296,0.12785,0,0
"COM",2000,5,19,"B","Fraction","Upper",1,0,0.01116,0.00014,0.10804,0.03521,0.0502,0.02018,0.28143,0.01031,0.03644,0.051,0.04385,0.16168,0.02592,0.04241,0.06329,0.09287,0.14786,0,0
"COM",2001,5,19,"B","Deaths","Lower",216,0,1,0,17,0,8,3,54,1,4,9,8,30,3,5,11,17,27,0,0
"COM",2001,5,19,"B","Deaths","Point",299,0,2,0,27,2,12,5,77,2,8,13,12,44,6,9,17,25,39,0,0
"COM",2001,5,19,"B","Deaths","Upper",387,0,4,1,40,8,17,8,104,4,11,18,16,59,8,13,24,34,52,0,0
"COM",2001,5,19,"B","Fraction","Lower",1,0,0.00447,0.00011,0.07225,0.00113,0.03161,0.01403,0.23355,0.00425,0.01657,0.03781,0.0334,0.13293,0.01228,0.02038,0.04658,0.07472,0.11341,0,0
"COM",2001,5,19,"B","Fraction","Point",1,0,0.00733,0.00014,0.09057,0.00768,0.03968,0.01726,0.25751,0.00719,0.02512,0.04372,0.03893,0.14744,0.01859,0.03064,0.05529,0.08385,0.12906,0,0
"COM",2001,5,19,"B","Fraction","Upper",1,0,0.01097,0.00016,0.10793,0.02457,0.04895,0.02006,0.27906,0.0108,0.03597,0.05014,0.04498,0.16119,0.02647,0.04266,0.06538,0.09388,0.14785,0,0
"COM",2002,5,19,"B","Deaths","Lower",212,0,1,0,16,0,8,3,51,1,4,8,8,30,3,5,11,17,27,0,0
"COM",2002,5,19,"B","Deaths","Point",294,0,2,0,27,3,11,5,74,2,7,13,12,43,5,9,17,25,39,0,0
"COM",2002,5,19,"B","Deaths","Upper",384,0,4,1,40,11,16,8,100,4,11,17,16,59,8,13,25,34,52,0,0
"COM",2002,5,19,"B","Fraction","Lower",1,0,0.00437,0.00013,0.07192,0.00173,0.0307,0.01346,0.22063,0.00444,0.01606,0.03719,0.0341,0.13334,0.01219,0.02031,0.04868,0.07522,0.11539,0,0
"COM",2002,5,19,"B","Fraction","Point",1,0,0.00713,0.00016,0.09138,0.01034,0.03878,0.01663,0.25136,0.00767,0.02437,0.04279,0.03975,0.14775,0.01835,0.03021,0.05778,0.08442,0.13112,0,0
"COM",2002,5,19,"B","Fraction","Upper",1,0,0.01082,0.00019,0.10857,0.03731,0.04763,0.01912,0.27465,0.01156,0.03545,0.0493,0.04578,0.1613,0.02645,0.04277,0.0684,0.09463,0.14948,0,0
"COM",2003,5,19,"B","Deaths","Lower",208,0,1,0,16,0,7,3,48,1,4,8,7,29,3,5,11,16,27,0,0
"COM",2003,5,19,"B","Deaths","Point",290,0,2,0,26,4,11,5,71,2,7,12,12,43,5,9,17,25,39,0,0
"COM",2003,5,19,"B","Deaths","Upper",382,0,4,1,39,14,16,7,97,4,11,17,17,58,8,13,25,34,52,0,0
"COM",2003,5,19,"B","Fraction","Lower",1,0,0.00431,0.00015,0.07144,0.00187,0.03122,0.01344,0.20572,0.00446,0.01554,0.03703,0.03473,0.13422,0.01164,0.01978,0.04905,0.0756,0.11833,0,0
"COM",2003,5,19,"B","Fraction","Point",1,0,0.00708,0.00018,0.09117,0.01398,0.03919,0.01668,0.24459,0.00774,0.02359,0.04264,0.0405,0.14847,0.01772,0.02976,0.05806,0.0847,0.13394,0,0
"COM",2003,5,19,"B","Fraction","Upper",1,0,0.01082,0.00021,0.10884,0.0485,0.04831,0.01913,0.27025,0.01167,0.0345,0.04922,0.04676,0.16198,0.02589,0.04273,0.06865,0.09499,0.15307,0,0
"COM",2004,5,19,"B","Deaths","Lower",204,0,1,0,16,0,8,2,46,1,4,8,7,29,3,5,10,16,27,0,0
"COM",2004,5,19,"B","Deaths","Point",284,0,2,0,26,4,12,5,69,2,6,12,12,42,5,8,16,24,39,0,0
"COM",2004,5,19,"B","Deaths","Upper",381,0,4,1,39,12,16,7,96,4,10,17,17,58,8,13,24,34,53,0,0
"COM",2004,5,19,"B","Fraction","Lower",1,0,0.00404,0.00012,0.07072,0.00197,0.03231,0.01357,0.20847,0.00433,0.01481,0.03732,0.03537,0.13542,0.01137,0.01927,0.0486,0.07615,0.12163,0,0
"COM",2004,5,19,"B","Fraction","Point",1,0,0.00677,0.00021,0.09077,0.01299,0.04081,0.01685,0.24126,0.0077,0.02265,0.0428,0.04117,0.14935,0.01735,0.02896,0.05722,0.08497,0.13816,0,0
"COM",2004,5,19,"B","Fraction","Upper",1,0,0.0105,0.00031,0.10761,0.0399,0.04976,0.01924,0.26601,0.01151,0.03364,0.04945,0.04773,0.16258,0.02574,0.04271,0.06748,0.09527,0.15742,0,0
"COM",2005,5,19,"B","Deaths","Lower",201,0,1,0,15,0,8,2,45,1,4,8,8,29,3,5,10,16,27,0,0
"COM",2005,5,19,"B","Deaths","Point",283,0,2,0,25,3,12,5,67,2,6,12,12,43,5,8,16,24,40,0,0
"COM",2005,5,19,"B","Deaths","Upper",385,0,4,1,38,12,17,8,96,4,10,18,18,60,8,13,24,33,55,0,0
"COM",2005,5,19,"B","Fraction","Lower",1,0,0.00394,0.00021,0.06777,0.00164,0.03314,0.01369,0.20867,0.00423,0.01442,0.03815,0.03647,0.13799,0.01098,0.01885,0.04742,0.07568,0.12458,0,0
"COM",2005,5,19,"B","Fraction","Point",1,0,0.00671,0.00025,0.08856,0.01141,0.04213,0.017,0.23833,0.00742,0.02241,0.04371,0.04235,0.15176,0.01743,0.02904,0.05575,0.08441,0.14134,0,0
"COM",2005,5,19,"B","Fraction","Upper",1,0,0.01063,0.00028,0.10496,0.03974,0.05153,0.01947,0.2623,0.01115,0.0336,0.05019,0.0494,0.16541,0.02572,0.04311,0.06578,0.09416,0.16177,0,0
"COM",2006,5,19,"B","Deaths","Lower",198,0,1,0,15,0,8,2,43,1,3,8,8,29,3,5,10,15,27,0,0
"COM",2006,5,19,"B","Deaths","Point",280,0,2,0,24,3,12,5,65,2,6,12,12,43,5,8,16,23,40,0,0
"COM",2006,5,19,"B","Deaths","Upper",392,0,4,1,38,11,17,8,96,4,10,18,19,62,8,13,24,33,57,0,0
"COM",2006,5,19,"B","Fraction","Lower",1,0,0.00389,0.00016,0.06716,0.00191,0.03328,0.01386,0.20069,0.00424,0.01381,0.03846,0.03771,0.14121,0.01066,0.01827,0.04829,0.07457,0.12615,0,0
"COM",2006,5,19,"B","Fraction","Point",1,0,0.00671,0.00029,0.08735,0.01164,0.04294,0.01729,0.23294,0.00766,0.02185,0.04391,0.04374,0.15513,0.01694,0.02878,0.05645,0.08271,0.14367,0,0
"COM",2006,5,19,"B","Fraction","Upper",1,0,0.01082,0.00043,0.10349,0.03811,0.05243,0.01979,0.25783,0.01163,0.03369,0.05077,0.0511,0.16859,0.0258,0.04372,0.06634,0.09235,0.16327,0,0
"COM",2007,5,19,"B","Deaths","Lower",189,0,1,0,14,0,7,2,40,1,3,8,8,29,2,4,10,15,27,0,0
"COM",2007,5,19,"B","Deaths","Point",275,0,2,0,24,3,12,5,63,2,6,12,12,44,5,8,16,22,40,0,0
"COM",2007,5,19,"B","Deaths","Upper",395,0,3,1,38,11,17,8,95,4,10,18,19,63,8,12,25,32,58,0,0
"COM",2007,5,19,"B","Fraction","Lower",1,0,0.00364,0.00019,0.06731,0.00153,0.03346,0.01392,0.19668,0.00448,0.01242,0.03774,0.03887,0.14489,0.00975,0.01685,0.05067,0.07295,0.12823,0,0
"COM",2007,5,19,"B","Fraction","Point",1,0,0.0064,0.00033,0.08736,0.01085,0.04334,0.01727,0.22811,0.00831,0.02084,0.04341,0.04535,0.15864,0.01641,0.02782,0.05915,0.08092,0.14549,0,0
"COM",2007,5,19,"B","Fraction","Upper",1,0,0.0105,0.00049,0.10318,0.03865,0.05297,0.01988,0.25235,0.0127,0.03269,0.05037,0.05323,0.17261,0.02513,0.04331,0.06937,0.08967,0.16573,0,0
"COM",2008,5,19,"B","Deaths","Lower",184,0,1,0,13,0,7,2,38,1,3,7,8,29,2,4,10,14,26,0,0
"COM",2008,5,19,"B","Deaths","Point",272,0,2,0,24,3,12,5,61,2,6,12,13,44,4,8,17,21,40,0,0
"COM",2008,5,19,"B","Deaths","Upper",395,0,3,1,39,10,17,8,94,4,10,18,21,66,8,13,26,32,59,0,0
"COM",2008,5,19,"B","Fraction","Lower",1,0,0.00345,0.0002,0.06612,0.00134,0.03328,0.01395,0.19492,0.00475,0.01163,0.03714,0.0403,0.14845,0.00911,0.0157,0.05293,0.07125,0.12852,0,0
"COM",2008,5,19,"B","Fraction","Point",1,0,0.00639,0.00037,0.08647,0.01015,0.04352,0.01766,0.22313,0.00899,0.0205,0.04299,0.04717,0.16237,0.01621,0.02779,0.0618,0.07879,0.14569,0,0
"COM",2008,5,19,"B","Fraction","Upper",1,0,0.01067,0.00056,0.10273,0.0322,0.05347,0.02052,0.24788,0.0138,0.03281,0.05036,0.05581,0.17603,0.02546,0.04378,0.07212,0.08708,0.16424,0,0
"COM",2009,5,19,"B","Deaths","Lower",179,0,0,0,13,0,7,2,36,1,2,7,8,29,2,4,10,13,25,0,0
"COM",2009,5,19,"B","Deaths","Point",266,0,2,0,23,3,12,5,58,3,5,11,13,44,4,7,17,20,39,0,0
"COM",2009,5,19,"B","Deaths","Upper",396,0,3,1,38,10,18,8,92,4,9,18,22,67,7,12,27,31,59,2,0
"COM",2009,5,19,"B","Fraction","Lower",1,0,0.00319,0.00021,0.0661,0.0017,0.03389,0.01431,0.1842,0.00499,0.01053,0.03604,0.0418,0.15128,0.00834,0.01453,0.05503,0.06976,0.12863,0,0
"COM",2009,5,19,"B","Fraction","Point",1,0,0.00623,0.00042,0.08657,0.01095,0.04468,0.01826,0.21696,0.00966,0.01949,0.04222,0.04891,0.16515,0.01537,0.02689,0.06422,0.07682,0.14572,0.00148,0
"COM",2009,5,19,"B","Fraction","Upper",1,0,0.0107,0.00064,0.10282,0.03424,0.05495,0.02122,0.24208,0.01492,0.03209,0.04971,0.0579,0.17854,0.02531,0.04364,0.07494,0.08471,0.16284,0.00756,0
"COM",2010,5,19,"B","Deaths","Lower",173,0,0,0,12,0,7,3,34,1,2,7,8,29,2,3,10,12,24,0,0
"COM",2010,5,19,"B","Deaths","Point",264,0,2,0,23,3,12,5,56,3,5,11,13,44,4,7,17,20,38,0,0
"COM",2010,5,19,"B","Deaths","Upper",404,0,4,1,39,10,18,9,93,5,9,18,24,69,7,13,28,31,60,0,0
"COM",2010,5,19,"B","Fraction","Lower",1,0,0.00303,0.00023,0.06472,0.00166,0.03444,0.01495,0.18066,0.00517,0.01004,0.03555,0.04334,0.15458,0.00781,0.01389,0.056,0.0685,0.12859,0,0
"COM",2010,5,19,"B","Fraction","Point",1,0,0.00616,0.00046,0.08547,0.01213,0.04582,0.0193,0.21194,0.01009,0.01934,0.04202,0.05088,0.16769,0.01545,0.02701,0.06569,0.07546,0.1451,0,0
"COM",2010,5,19,"B","Fraction","Upper",1,0,0.01087,0.00071,0.10247,0.0367,0.0564,0.02255,0.23827,0.01571,0.03189,0.04977,0.06039,0.18119,0.02562,0.04465,0.07637,0.0827,0.16107,0,0
"COM",2011,5,19,"B","Deaths","Lower",168,0,0,0,12,0,7,1,32,1,2,6,8,29,1,3,11,12,24,0,0
"COM",2011,5,19,"B","Deaths","Point",260,0,2,0,22,4,12,3,54,3,5,11,14,45,4,7,18,19,38,0,0
"COM",2011,5,19,"B","Deaths","Upper",411,0,3,1,40,11,18,6,94,5,9,18,25,72,7,13,29,31,63,0,0
"COM",2011,5,19,"B","Fraction","Lower",1,0,0.00282,0.00025,0.06418,0.00188,0.03506,0.00909,0.17366,0.00538,0.00929,0.03526,0.04515,0.15781,0.00744,0.01313,0.05801,0.06732,0.1296,0,0
"COM",2011,5,19,"B","Fraction","Point",1,0,0.00609,0.00048,0.08517,0.01412,0.0467,0.01171,0.20761,0.01087,0.01902,0.04191,0.05328,0.17158,0.01525,0.02693,0.06837,0.07408,0.14683,0,0
"COM",2011,5,19,"B","Fraction","Upper",1,0,0.01071,0.00074,0.10302,0.04267,0.05755,0.01372,0.23625,0.01694,0.03179,0.04975,0.06375,0.18488,0.02593,0.04495,0.07952,0.08121,0.16271,0,0
"COM",2012,5,19,"B","Deaths","Lower",165,0,0,0,11,0,7,4,30,1,2,6,8,27,1,3,10,11,22,0,0
"COM",2012,5,19,"B","Deaths","Point",257,0,2,0,21,4,12,8,51,3,5,11,14,43,4,7,18,18,37,1,0
"COM",2012,5,19,"B","Deaths","Upper",421,0,3,1,40,10,18,15,92,5,9,18,25,71,7,13,29,30,63,3,0
"COM",2012,5,19,"B","Fraction","Lower",1,0,0.00269,0.00026,0.0608,0.00196,0.03363,0.0241,0.16974,0.00539,0.00879,0.03444,0.04543,0.15641,0.00715,0.01273,0.05731,0.06369,0.12661,0,0
"COM",2012,5,19,"B","Fraction","Point",1,0,0.00593,0.00053,0.08193,0.01416,0.04543,0.03106,0.2,0.01119,0.01854,0.04087,0.05407,0.16917,0.0149,0.02655,0.06819,0.07049,0.14392,0.00308,0
"COM",2012,5,19,"B","Fraction","Upper",1,0,0.01087,0.00085,0.09902,0.04024,0.05616,0.03642,0.2283,0.01746,0.03159,0.04891,0.06518,0.18304,0.02606,0.04517,0.07905,0.07717,0.15925,0.01145,0
"COM",2013,5,19,"B","Deaths","Lower",162,0,0,0,10,0,6,4,28,1,2,6,8,27,1,3,10,11,22,0,0
"COM",2013,5,19,"B","Deaths","Point",255,0,2,0,21,4,11,9,50,3,5,10,14,43,4,7,18,17,37,0,0
"COM",2013,5,19,"B","Deaths","Upper",422,0,3,1,39,11,18,17,94,5,9,18,27,71,7,13,29,29,64,0,0
"COM",2013,5,19,"B","Fraction","Lower",1,0,0.00253,0.00029,0.05915,0.00195,0.03249,0.02679,0.16272,0.00565,0.0084,0.03431,0.04687,0.15686,0.007,0.01234,0.05735,0.06171,0.12819,0,0
"COM",2013,5,19,"B","Fraction","Point",1,0,0.00595,0.00057,0.08046,0.01529,0.04457,0.03479,0.19677,0.0117,0.01846,0.04087,0.056,0.17017,0.01469,0.02676,0.06893,0.06832,0.14573,0,0
"COM",2013,5,19,"B","Fraction","Upper",1,0,0.01072,0.00088,0.09818,0.04078,0.05507,0.04082,0.22809,0.01818,0.03174,0.04898,0.06779,0.18452,0.02598,0.04635,0.08009,0.07556,0.16119,0,0
"COM",2014,5,19,"B","Deaths","Lower",158,0,0,0,10,0,6,0,29,1,2,6,8,27,1,3,10,10,23,0,0
"COM",2014,5,19,"B","Deaths","Point",253,0,1,0,21,3,12,0,52,3,5,11,15,45,4,7,18,18,39,0,0
"COM",2014,5,19,"B","Deaths","Upper",426,0,3,1,41,9,18,1,97,5,9,18,30,74,7,13,31,30,68,0,0
"COM",2014,5,19,"B","Fraction","Lower",1,0,0.00236,0.0003,0.06242,0.0019,0.03296,0.00057,0.17061,0.00602,0.00803,0.03552,0.04969,0.1617,0.00667,0.01169,0.05923,0.06243,0.13525,0,0
"COM",2014,5,19,"B","Fraction","Point",1,0,0.0057,0.0006,0.08323,0.01354,0.04581,0.00075,0.20448,0.01256,0.01827,0.04207,0.05962,0.17605,0.01468,0.02655,0.07162,0.0692,0.15527,0,0
"COM",2014,5,19,"B","Fraction","Upper",1,0,0.01024,0.00091,0.10173,0.03861,0.05678,0.00089,0.23963,0.01959,0.0317,0.04981,0.07263,0.19095,0.02613,0.04609,0.08364,0.07674,0.17294,0,0
"COM",2015,5,19,"B","Deaths","Lower",151,0,0,0,10,0,6,0,27,1,2,6,8,27,1,3,10,10,22,0,0
"COM",2015,5,19,"B","Deaths","Point",250,0,1,0,21,3,11,0,51,3,5,10,15,44,4,7,18,17,40,0,0
"COM",2015,5,19,"B","Deaths","Upper",433,0,3,1,43,11,18,0,100,6,9,18,31,75,7,13,31,30,71,0,0
"COM",2015,5,19,"B","Fraction","Lower",1,0,0.00225,0.00032,0.05977,0.00182,0.03187,0,0.1652,0.00588,0.00773,0.03542,0.05084,0.1609,0.00647,0.01143,0.0594,0.06136,0.13682,0,0
"COM",2015,5,19,"B","Fraction","Point",1,0,0.00546,0.00062,0.08253,0.01364,0.04511,0,0.20332,0.01294,0.01814,0.04184,0.06104,0.17539,0.01478,0.02643,0.07197,0.06861,0.15819,0,0
"COM",2015,5,19,"B","Fraction","Upper",1,0,0.01005,0.00093,0.10093,0.04116,0.0559,0,0.24116,0.02006,0.0318,0.04946,0.07533,0.19129,0.02594,0.04604,0.08384,0.07582,0.17659,0,0
"COM",2016,5,19,"B","Deaths","Lower",147,0,0,0,10,0,6,0,26,1,1,6,8,26,1,3,10,10,22,0,0
"COM",2016,5,19,"B","Deaths","Point",248,0,1,0,20,3,11,0,50,3,4,10,15,43,4,7,18,17,40,0,0
"COM",2016,5,19,"B","Deaths","Upper",438,0,3,1,42,10,18,0,102,6,9,18,32,75,7,13,32,30,73,0,0
"COM",2016,5,19,"B","Fraction","Lower",1,0,0.00215,0.00031,0.05869,0.00172,0.03101,0,0.16857,0.00575,0.00761,0.03484,0.05179,0.15982,0.00624,0.0113,0.05938,0.06088,0.13885,0,0
"COM",2016,5,19,"B","Fraction","Point",1,0,0.00538,0.00064,0.08217,0.01372,0.04446,0,0.20139,0.01318,0.01794,0.04146,0.06241,0.17502,0.01457,0.02646,0.07221,0.06812,0.16085,0,0
"COM",2016,5,19,"B","Fraction","Upper",1,0,0.00985,0.00095,0.101,0.04207,0.05528,0,0.24027,0.02057,0.03168,0.04921,0.07752,0.19099,0.02642,0.04652,0.08427,0.07551,0.17962,0,0
"COM",2017,5,19,"B","Deaths","Lower",146,0,0,0,9,0,5,0,25,1,1,6,8,26,1,2,10,10,22,0,0
"COM",2017,5,19,"B","Deaths","Point",246,0,1,0,20,5,11,0,48,3,4,10,16,43,4,6,18,17,40,0,0
"COM",2017,5,19,"B","Deaths","Upper",441,0,3,1,42,12,18,1,100,6,9,18,33,76,7,12,32,31,74,0,0
"COM",2017,5,19,"B","Fraction","Lower",1,0,0.00196,0.00032,0.05631,0.0024,0.03075,0.00062,0.15685,0.00563,0.00734,0.03421,0.05261,0.15887,0.00609,0.01102,0.0596,0.06103,0.1399,0,0
"COM",2017,5,19,"B","Fraction","Point",1,0,0.00513,0.00066,0.0815,0.01833,0.04408,0.00083,0.19529,0.01335,0.0177,0.04083,0.06351,0.17414,0.01469,0.02623,0.07282,0.06854,0.16238,0,0
"COM",2017,5,19,"B","Fraction","Upper",1,0,0.00944,0.001,0.1007,0.04906,0.05499,0.00098,0.23571,0.02086,0.03184,0.04884,0.07919,0.19048,0.027,0.0466,0.0854,0.07619,0.1819,0,0
"COM",2018,5,19,"B","Deaths","Lower",141,0,0,0,9,0,5,1,25,1,1,5,8,25,1,2,9,9,21,0,0
"COM",2018,5,19,"B","Deaths","Point",244,0,1,0,20,5,11,2,47,3,4,10,16,42,4,6,18,17,39,0,0
"COM",2018,5,19,"B","Deaths","Upper",447,0,3,1,42,12,17,5,100,6,9,18,34,74,7,12,32,31,75,0,0
"COM",2018,5,19,"B","Fraction","Lower",1,0,0.00187,0.00064,0.05623,0.00249,0.03021,0.00633,0.15619,0.00545,0.00709,0.0333,0.0531,0.15668,0.00616,0.01045,0.05938,0.06102,0.13872,0,0
"COM",2018,5,19,"B","Fraction","Point",1,0,0.0051,0.00072,0.08028,0.01968,0.04341,0.00852,0.19072,0.01328,0.01778,0.04012,0.06414,0.17186,0.0149,0.02658,0.07252,0.06866,0.16173,0,0
"COM",2018,5,19,"B","Fraction","Upper",1,0,0.00942,0.00081,0.09971,0.04889,0.05477,0.01015,0.23116,0.02089,0.03228,0.04818,0.08031,0.18789,0.02714,0.04784,0.08579,0.07637,0.18151,0,0
"COM",2019,5,19,"B","Deaths","Lower",138,0,0,0,9,0,5,1,23,1,1,5,8,24,1,2,9,9,21,0,0
"COM",2019,5,19,"B","Deaths","Point",241,0,1,0,19,5,10,2,45,3,4,9,16,41,4,6,17,17,39,2,0
"COM",2019,5,19,"B","Deaths","Upper",452,0,3,1,42,13,17,5,100,6,9,17,34,74,7,12,32,31,77,4,0
