"ISO3","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Total","Measles","Maternal","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Congenital","Cardiovascular","Digestive","Neoplasms","OtherNCD","InterpVio","SelfHarm","Drowning","RTI","OtherInj","NatDis","CollectVio"
"AGO",2003,5,19,"B","Fraction","Lower",1,0,0.00458,0.00567,0.05561,0.01664,0.10051,0.08801,0.36945,0.00256,0.01411,0.02234,0.00845,0.057,0.00363,0.0097,0.01124,0.02297,0.01896,0,0.00088
"AGO",2003,5,19,"B","Fraction","Point",1,0.01278,0.00698,0.00735,0.07842,0.03731,0.11935,0.10537,0.41887,0.00465,0.01996,0.02689,0.01053,0.06685,0.00511,0.01332,0.01392,0.02769,0.02325,0.0001,0.00131
"AGO",2003,5,19,"B","Fraction","Upper",1,0.04297,0.00989,0.00913,0.10066,0.07002,0.13758,0.12393,0.45954,0.0075,0.02646,0.0314,0.01288,0.07813,0.00689,0.0173,0.0171,0.03301,0.02816,0.00024,0.00183
"AGO",2004,5,19,"B","Deaths","Lower",25006,0,136,194,1378,620,2958,2441,9557,77,412,656,264,1697,114,305,331,691,584,1,22
"AGO",2004,5,19,"B","Deaths","Point",29824,5,211,265,2196,1362,3770,3188,12076,143,608,846,346,2099,166,424,429,891,761,6,33
"AGO",2004,5,19,"B","Deaths","Upper",35565,58,311,346,3123,2527,4757,4122,15014,243,841,1077,442,2625,233,574,560,1135,994,10,45
"AGO",2004,5,19,"B","Fraction","Lower",1,0,0.00472,0.00673,0.04945,0.02035,0.107,0.08923,0.35944,0.00268,0.01444,0.02374,0.0094,0.06009,0.00396,0.01042,0.01166,0.02492,0.02115,0.00003,0.00072
"AGO",2004,5,19,"B","Fraction","Point",1,0.00016,0.00707,0.00889,0.07364,0.04566,0.1264,0.10689,0.40491,0.00481,0.02037,0.02835,0.01161,0.07039,0.00555,0.01423,0.01439,0.02987,0.02551,0.00019,0.00112
"AGO",2004,5,19,"B","Fraction","Upper",1,0.00187,0.00993,0.01087,0.09668,0.08695,0.14511,0.12527,0.44502,0.00766,0.02682,0.03303,0.014,0.08164,0.00746,0.01846,0.01754,0.0353,0.03062,0.00036,0.00156
"AGO",2005,5,19,"B","Deaths","Lower",24698,0,133,230,1208,683,2940,2410,8764,84,410,679,289,1767,122,319,345,736,634,0,1
"AGO",2005,5,19,"B","Deaths","Point",29431,56,205,312,2033,1505,3753,3142,11417,151,602,867,376,2183,176,441,445,941,821,0,5
"AGO",2005,5,19,"B","Deaths","Upper",35081,663,303,410,2936,2863,4731,4048,14188,251,834,1105,479,2744,250,598,576,1201,1063,0,10
"AGO",2005,5,19,"B","Fraction","Lower",1,0,0.00465,0.00838,0.04252,0.02233,0.10798,0.08936,0.32739,0.00291,0.01451,0.02487,0.01048,0.06353,0.0043,0.01107,0.01232,0.02688,0.02327,0,0.00003
"AGO",2005,5,19,"B","Fraction","Point",1,0.0019,0.00697,0.01059,0.06909,0.05115,0.12753,0.10676,0.38791,0.00514,0.02044,0.02945,0.01276,0.07418,0.00599,0.01499,0.01511,0.03198,0.02789,0,0.00017
"AGO",2005,5,19,"B","Fraction","Upper",1,0.02198,0.00977,0.01308,0.09078,0.0993,0.14622,0.12495,0.42972,0.00798,0.02671,0.03419,0.01525,0.08569,0.00805,0.01941,0.01834,0.0373,0.03316,0,0.00034
"AGO",2006,5,19,"B","Deaths","Lower",24393,0,129,264,1314,581,2804,2332,8799,96,406,699,318,1872,129,327,372,787,694,0,1
"AGO",2006,5,19,"B","Deaths","Point",28987,128,197,362,2033,1153,3589,3033,11128,168,590,884,410,2308,186,454,476,994,890,0,5
"AGO",2006,5,19,"B","Deaths","Upper",34516,925,293,478,2833,2226,4502,3891,13733,271,818,1128,520,2882,264,615,617,1264,1145,0,10
"AGO",2006,5,19,"B","Fraction","Lower",1,0,0.00446,0.00976,0.0495,0.01922,0.10496,0.08749,0.33275,0.00339,0.01438,0.02594,0.0118,0.06858,0.00459,0.01157,0.01352,0.0291,0.02591,0,0.00003
"AGO",2006,5,19,"B","Fraction","Point",1,0.0044,0.00679,0.01248,0.07015,0.03978,0.12382,0.10463,0.3839,0.0058,0.02034,0.0305,0.01414,0.07961,0.00642,0.01566,0.01642,0.03429,0.03069,0,0.00017
"AGO",2006,5,19,"B","Fraction","Upper",1,0.03127,0.00956,0.01506,0.09106,0.07714,0.14142,0.12178,0.42277,0.00877,0.02668,0.0353,0.0167,0.09187,0.00866,0.02024,0.01976,0.0398,0.03622,0,0.00035
"AGO",2007,5,19,"B","Deaths","Lower",23783,0,122,299,1010,893,2572,2184,7787,117,398,714,355,2010,136,335,415,839,754,12,5
"AGO",2007,5,19,"B","Deaths","Point",28331,18,187,409,1800,1838,3294,2838,10129,197,575,896,452,2467,195,464,527,1048,962,21,12
"AGO",2007,5,19,"B","Deaths","Upper",33690,228,277,539,2615,3431,4146,3542,12775,309,799,1138,571,3069,278,628,682,1330,1234,30,18
"AGO",2007,5,19,"B","Fraction","Lower",1,0,0.00435,0.01123,0.03786,0.03081,0.09906,0.08427,0.29709,0.00429,0.01446,0.02715,0.01351,0.0756,0.00491,0.01215,0.01546,0.03185,0.02895,0.00042,0.00017
"AGO",2007,5,19,"B","Fraction","Point",1,0.00065,0.0066,0.01442,0.06355,0.06487,0.11626,0.10017,0.35754,0.00697,0.02031,0.03163,0.01595,0.08707,0.00689,0.01638,0.01861,0.037,0.03397,0.00074,0.00041
"AGO",2007,5,19,"B","Fraction","Upper",1,0.00726,0.0094,0.01735,0.08547,0.12119,0.13258,0.11355,0.40015,0.01015,0.02671,0.03643,0.01856,0.09995,0.00936,0.02101,0.02221,0.04267,0.03957,0.0011,0.00068
"AGO",2008,5,19,"B","Deaths","Lower",23354,0,114,350,1040,699,2398,1913,7750,140,390,730,398,2147,141,342,459,892,827,0,0
"AGO",2008,5,19,"B","Deaths","Point",27745,64,177,466,1811,1589,3082,2396,9902,230,562,921,505,2624,204,473,578,1111,1045,1,3
"AGO",2008,5,19,"B","Deaths","Upper",32955,622,263,601,2555,2990,3875,2982,12460,350,780,1160,636,3240,291,640,745,1401,1328,4,7
"AGO",2008,5,19,"B","Fraction","Lower",1,0,0.00417,0.01349,0.03806,0.02454,0.09438,0.07548,0.30343,0.00531,0.01432,0.02876,0.01564,0.08273,0.00523,0.01265,0.01741,0.03483,0.03261,0,0
"AGO",2008,5,19,"B","Fraction","Point",1,0.00229,0.00637,0.01679,0.06528,0.05726,0.1111,0.08635,0.3569,0.00828,0.02027,0.03319,0.01819,0.09456,0.00736,0.01706,0.02085,0.04005,0.03767,0.00005,0.00012
"AGO",2008,5,19,"B","Fraction","Upper",1,0.02444,0.00916,0.01992,0.08448,0.1095,0.12651,0.09585,0.39915,0.01166,0.0266,0.03797,0.02089,0.10772,0.00996,0.02181,0.02471,0.04563,0.04344,0.00016,0.00028
"AGO",2009,5,19,"B","Deaths","Lower",22903,0,108,405,819,1027,2279,1607,6789,162,383,754,447,2233,146,347,489,940,895,6,4
"AGO",2009,5,19,"B","Deaths","Point",27244,164,167,526,1587,2169,2922,2013,9061,258,550,945,562,2709,211,481,614,1167,1116,12,10
"AGO",2009,5,19,"B","Deaths","Upper",32350,1045,247,676,2314,3775,3677,2504,11580,383,766,1189,703,3332,302,652,778,1464,1407,20,17
"AGO",2009,5,19,"B","Fraction","Lower",1,0,0.00403,0.0157,0.03093,0.03738,0.09159,0.0647,0.26904,0.00625,0.0143,0.03015,0.01798,0.08711,0.00552,0.01306,0.01901,0.03753,0.03591,0.0002,0.00015
"AGO",2009,5,19,"B","Fraction","Point",1,0.00602,0.00613,0.01931,0.05824,0.07961,0.10726,0.07388,0.33259,0.00946,0.02019,0.03467,0.02064,0.09945,0.00776,0.01764,0.02253,0.04284,0.04098,0.00045,0.00037
"AGO",2009,5,19,"B","Fraction","Upper",1,0.03794,0.00888,0.02283,0.07891,0.13998,0.12221,0.0823,0.38182,0.01301,0.02642,0.03943,0.02359,0.11289,0.01052,0.02248,0.02665,0.04848,0.04681,0.00073,0.00065
"AGO",2010,5,19,"B","Deaths","Lower",22289,0,101,447,830,863,2157,1455,6695,181,375,769,497,2246,151,351,511,987,942,1,1
"AGO",2010,5,19,"B","Deaths","Point",26483,22,157,595,1574,1828,2763,1820,8867,282,539,956,623,2720,218,487,637,1216,1168,5,6
"AGO",2010,5,19,"B","Deaths","Upper",31419,327,233,769,2283,3330,3474,2262,11244,409,750,1203,775,3329,313,661,800,1523,1463,10,10
"AGO",2010,5,19,"B","Fraction","Lower",1,0,0.00392,0.0183,0.03116,0.02962,0.0891,0.05996,0.27342,0.00715,0.01447,0.03164,0.02065,0.0912,0.00585,0.0137,0.02056,0.0405,0.03894,0.00003,0.00004
"AGO",2010,5,19,"B","Fraction","Point",1,0.00084,0.00594,0.02248,0.05943,0.06902,0.10432,0.06872,0.33483,0.01066,0.02035,0.03611,0.02351,0.10272,0.00823,0.01839,0.02406,0.04591,0.04409,0.00019,0.00021
"AGO",2010,5,19,"B","Fraction","Upper",1,0.01228,0.00858,0.02675,0.07901,0.12728,0.11878,0.07647,0.38026,0.01432,0.0265,0.0409,0.02656,0.11598,0.01115,0.02345,0.02818,0.05177,0.04973,0.0004,0.00039
"AGO",2011,5,19,"B","Deaths","Lower",21857,0,94,520,743,967,2038,1372,5992,200,365,768,549,2218,153,351,524,1022,980,17,0
"AGO",2011,5,19,"B","Deaths","Point",25912,80,147,667,1415,2070,2614,1715,8207,304,526,954,683,2676,222,488,650,1255,1210,26,4
"AGO",2011,5,19,"B","Deaths","Upper",30713,746,219,849,2096,3537,3305,2130,10601,431,730,1201,861,3260,320,663,818,1568,1504,36,9
"AGO",2011,5,19,"B","Fraction","Lower",1,0,0.00374,0.02119,0.02957,0.03609,0.08609,0.05772,0.24922,0.00807,0.01447,0.03219,0.02328,0.09179,0.00602,0.01405,0.02145,0.04281,0.04145,0.0006,0.00003
"AGO",2011,5,19,"B","Fraction","Point",1,0.00307,0.00569,0.02576,0.05461,0.07987,0.10087,0.06619,0.31673,0.01172,0.02029,0.0368,0.02635,0.10329,0.00855,0.01885,0.02507,0.04845,0.04668,0.00099,0.00017
"AGO",2011,5,19,"B","Fraction","Upper",1,0.02823,0.00828,0.0306,0.07528,0.13779,0.11478,0.07365,0.36667,0.01551,0.02636,0.04169,0.02962,0.11622,0.01168,0.02401,0.02924,0.05448,0.05245,0.00147,0.00034
"AGO",2012,5,19,"B","Deaths","Lower",21332,0,91,594,787,783,1930,1321,6037,221,360,758,604,2168,153,353,536,1048,1023,0,0
"AGO",2012,5,19,"B","Deaths","Point",25316,32,141,747,1430,1767,2468,1650,8016,328,519,939,745,2620,222,490,662,1282,1255,0,1
"AGO",2012,5,19,"B","Deaths","Upper",29998,389,211,965,2061,3301,3118,2047,10142,459,717,1182,937,3176,322,664,835,1596,1551,0,2
"AGO",2012,5,19,"B","Fraction","Lower",1,0,0.00366,0.02467,0.03245,0.03004,0.08305,0.05663,0.25442,0.00911,0.01462,0.03239,0.02604,0.09198,0.00617,0.01446,0.02249,0.04494,0.04428,0,0
"AGO",2012,5,19,"B","Fraction","Point",1,0.00128,0.00558,0.02952,0.05648,0.06981,0.09749,0.06516,0.31665,0.01294,0.02052,0.03709,0.02943,0.10351,0.00877,0.01937,0.02615,0.05064,0.04957,0,0.00002
"AGO",2012,5,19,"B","Fraction","Upper",1,0.01478,0.00813,0.03456,0.0757,0.12991,0.11103,0.07252,0.35983,0.01694,0.02654,0.04216,0.03292,0.11635,0.01204,0.02463,0.03039,0.05679,0.05563,0,0.00011
"AGO",2013,5,19,"B","Deaths","Lower",21143,0,89,635,756,678,1847,1364,5665,234,359,743,649,2113,151,356,538,1055,1055,0,0
"AGO",2013,5,19,"B","Deaths","Point",25060,207,139,821,1407,1626,2356,1701,7708,342,519,919,802,2549,220,493,662,1289,1296,2,1
"AGO",2013,5,19,"B","Deaths","Upper",29697,1268,208,1038,2060,2976,2978,2112,9947,479,718,1160,1009,3083,320,666,834,1601,1590,5,3
"AGO",2013,5,19,"B","Fraction","Lower",1,0,0.00369,0.02704,0.03207,0.02719,0.08027,0.05927,0.24459,0.00964,0.01487,0.03195,0.02847,0.09061,0.00614,0.01475,0.02283,0.04578,0.04625,0,0
"AGO",2013,5,19,"B","Fraction","Point",1,0.00825,0.00555,0.03277,0.05613,0.06489,0.09402,0.06789,0.30759,0.01365,0.02071,0.03668,0.03201,0.10172,0.00878,0.01969,0.02642,0.05143,0.0517,0.00007,0.00004
"AGO",2013,5,19,"B","Fraction","Upper",1,0.05279,0.00798,0.038,0.07557,0.12033,0.10783,0.07589,0.35454,0.01779,0.02682,0.04184,0.03578,0.11458,0.0121,0.02508,0.03064,0.05759,0.05768,0.0002,0.00013
"AGO",2014,5,19,"B","Deaths","Lower",21248,115,92,671,696,843,1758,1467,5086,241,364,721,692,2061,148,362,536,1045,1091,0,0
"AGO",2014,5,19,"B","Deaths","Point",25103,582,142,869,1292,1892,2246,1827,7155,354,526,895,857,2480,216,500,659,1279,1335,0,0
"AGO",2014,5,19,"B","Deaths","Upper",29630,2123,210,1108,1943,3344,2840,2268,9306,495,725,1127,1073,2999,312,674,830,1581,1637,0,0
"AGO",2014,5,19,"B","Fraction","Lower",1,0.00476,0.00381,0.0285,0.02909,0.03251,0.07585,0.06297,0.21437,0.0101,0.01507,0.03116,0.03039,0.08771,0.00605,0.01495,0.02271,0.04535,0.04765,0,0
"AGO",2014,5,19,"B","Fraction","Point",1,0.02318,0.00564,0.03461,0.05147,0.07537,0.08946,0.07278,0.28501,0.0141,0.02095,0.03564,0.03412,0.0988,0.0086,0.0199,0.02627,0.05094,0.05318,0,0
"AGO",2014,5,19,"B","Fraction","Upper",1,0.08507,0.00801,0.04047,0.07121,0.13468,0.10269,0.08158,0.33354,0.01844,0.02725,0.04067,0.03834,0.1114,0.01175,0.02521,0.03048,0.05677,0.05911,0,0
"AGO",2015,5,19,"B","Deaths","Lower",20563,0,99,705,675,789,1694,1585,5096,244,375,711,741,2023,144,374,532,1028,1127,0,0
"AGO",2015,5,19,"B","Deaths","Point",24307,18,149,921,1273,1784,2168,1971,6888,358,541,879,912,2433,212,513,654,1261,1371,0,2
"AGO",2015,5,19,"B","Deaths","Upper",28795,238,219,1176,1884,3207,2747,2447,8941,503,743,1104,1135,2935,304,689,820,1553,1668,0,5
"AGO",2015,5,19,"B","Fraction","Lower",1,0,0.00424,0.03111,0.02811,0.03093,0.07566,0.07049,0.22405,0.01053,0.01593,0.0314,0.03353,0.08907,0.00613,0.0159,0.02335,0.04646,0.05103,0,0
"AGO",2015,5,19,"B","Fraction","Point",1,0.00072,0.00614,0.03787,0.05238,0.07341,0.08919,0.08108,0.28336,0.01471,0.02225,0.03618,0.03751,0.10009,0.00871,0.02112,0.02691,0.05186,0.05642,0,0.00008
"AGO",2015,5,19,"B","Fraction","Upper",1,0.00967,0.00854,0.04416,0.0728,0.13044,0.10236,0.0905,0.33053,0.01912,0.02885,0.041,0.04201,0.11213,0.01194,0.02688,0.0311,0.05747,0.06252,0,0.00022
"AGO",2016,5,19,"B","Deaths","Lower",20545,0,107,744,573,871,1621,1756,4646,243,388,704,789,2027,145,391,539,1030,1159,14,10
"AGO",2016,5,19,"B","Deaths","Point",24255,56,158,983,1179,1902,2078,2209,6385,356,557,871,967,2433,213,536,661,1262,1407,22,18
"AGO",2016,5,19,"B","Deaths","Upper",28712,641,229,1238,1806,3360,2641,2704,8392,502,759,1090,1206,2939,304,716,827,1554,1706,32,26
"AGO",2016,5,19,"B","Fraction","Lower",1,0,0.00461,0.03285,0.02445,0.03566,0.07269,0.07795,0.20335,0.01056,0.01656,0.03124,0.03573,0.08959,0.0062,0.01672,0.02382,0.04678,0.05259,0.00053,0.0004
"AGO",2016,5,19,"B","Fraction","Point",1,0.00231,0.00651,0.04054,0.04862,0.07843,0.08569,0.09106,0.26324,0.01468,0.02295,0.03593,0.03987,0.1003,0.00879,0.02211,0.02726,0.05203,0.05802,0.00092,0.00073
"AGO",2016,5,19,"B","Fraction","Upper",1,0.02595,0.00886,0.04786,0.06883,0.13971,0.09875,0.10151,0.31362,0.01921,0.02968,0.04079,0.04457,0.11245,0.01184,0.02797,0.03138,0.05761,0.06389,0.0014,0.0011
"AGO",2017,5,19,"B","Deaths","Lower",20557,0,114,818,542,987,1563,1798,4084,246,400,712,848,2083,151,413,560,1059,1210,0,7
"AGO",2017,5,19,"B","Deaths","Point",24254,94,166,1060,1054,2208,2009,2266,5798,359,574,879,1037,2494,221,567,687,1297,1469,2,14
"AGO",2017,5,19,"B","Deaths","Upper",28617,837,239,1337,1688,3798,2552,2826,7819,505,778,1094,1285,3010,311,754,853,1595,1770,5,21
"AGO",2017,5,19,"B","Fraction","Lower",1,0,0.00491,0.03565,0.02324,0.04009,0.06998,0.07966,0.17534,0.01069,0.01723,0.03169,0.03843,0.09233,0.00649,0.0178,0.02481,0.04829,0.05509,0,0.00027
"AGO",2017,5,19,"B","Fraction","Point",1,0.00389,0.00684,0.04369,0.04344,0.09103,0.08284,0.09343,0.23907,0.0148,0.02365,0.03626,0.04275,0.10282,0.0091,0.02336,0.02831,0.05349,0.06057,0.00009,0.00056
"AGO",2017,5,19,"B","Fraction","Upper",1,0.03402,0.00921,0.05105,0.06609,0.15709,0.09569,0.10626,0.29282,0.01925,0.03041,0.04088,0.04767,0.11477,0.01212,0.02946,0.03232,0.05892,0.0667,0.00023,0.00089
"AGO",2018,5,19,"B","Deaths","Lower",20591,0,119,862,552,1051,1512,1742,3928,254,412,725,915,2170,160,436,598,1106,1273,0,5
"AGO",2018,5,19,"B","Deaths","Point",24347,114,173,1130,1047,2132,1943,2193,5585,366,589,894,1111,2600,232,599,729,1352,1546,1,11
"AGO",2018,5,19,"B","Deaths","Upper",28641,876,248,1418,1653,3408,2469,2714,7490,513,794,1119,1373,3133,325,795,904,1659,1859,4,18
"AGO",2018,5,19,"B","Fraction","Lower",1,0,0.00509,0.03802,0.02256,0.04219,0.0676,0.07671,0.17101,0.01096,0.01774,0.03222,0.04125,0.09649,0.00683,0.01887,0.02648,0.05055,0.05804,0,0.0002
"AGO",2018,5,19,"B","Fraction","Point",1,0.0047,0.00709,0.0464,0.043,0.08755,0.0798,0.09008,0.2294,0.01505,0.02419,0.03672,0.04564,0.10677,0.00952,0.02459,0.02995,0.05555,0.06348,0.00006,0.00044
"AGO",2018,5,19,"B","Fraction","Upper",1,0.03559,0.00949,0.05436,0.06414,0.14363,0.09244,0.10189,0.27899,0.01962,0.0309,0.0413,0.05077,0.11834,0.01264,0.03081,0.03402,0.06086,0.06969,0.00018,0.00078
"AGO",2019,5,19,"B","Deaths","Lower",20602,0,122,882,510,988,1444,1713,3847,255,419,737,972,2260,171,462,633,1166,1346,2,1
"AGO",2019,5,19,"B","Deaths","Point",24254,7,176,1135,1042,1953,1864,2155,5452,366,599,909,1179,2706,247,632,771,1420,1631,6,6
"AGO",2019,5,19,"B","Deaths","Upper",28648,111,253,1433,1627,3229,2365,2695,7265,514,808,1128,1451,3251,344,837,954,1740,1957,11,11
"AGO",2019,5,19,"B","Fraction","Lower",1,0,0.00523,0.03846,0.02176,0.03997,0.06486,0.07578,0.16902,0.01113,0.01828,0.03302,0.04394,0.10161,0.00737,0.02002,0.02826,0.05352,0.06154,0.00007,0.00007
"AGO",2019,5,19,"B","Fraction","Point",1,0.00029,0.00726,0.04678,0.04298,0.08052,0.07684,0.08884,0.22478,0.01511,0.02471,0.03747,0.04861,0.11155,0.01017,0.02604,0.0318,0.05855,0.06723,0.00024,0.00024
"AGO",2019,5,19,"B","Fraction","Upper",1,0.00414,0.00968,0.05513,0.06243,0.13485,0.08874,0.10154,0.26918,0.01955,0.03146,0.04186,0.05388,0.1227,0.01342,0.03259,0.03601,0.06382,0.07353,0.00048,0.00047
"ALB",2000,5,19,"B","Deaths","Lower",438,0,0,0,13,1,2,0,27,9,11,8,66,83,7,17,32,71,71,0,0
"ALB",2000,5,19,"B","Deaths","Point",456,0,1,0,15,4,3,0,30,10,12,9,70,88,8,19,35,75,75,0,0
"ALB",2000,5,19,"B","Deaths","Upper",477,0,2,1,17,8,4,0,34,12,14,10,74,94,9,21,38,79,80,0,1
"ALB",2000,5,19,"B","Fraction","Lower",1,0,0.0019,0.00001,0.02902,0.00408,0.0058,0,0.06011,0.02154,0.02452,0.0191,0.1508,0.18776,0.01597,0.03853,0.07387,0.16055,0.1592,0,0
"ALB",2000,5,19,"B","Fraction","Point",1,0,0.00228,0.00002,0.03313,0.00841,0.00648,0,0.0665,0.02295,0.02656,0.02033,0.15409,0.19364,0.0174,0.04158,0.07709,0.16415,0.16506,0,0.00033
"ALB",2000,5,19,"B","Fraction","Upper",1,0,0.0027,0.00002,0.03577,0.01547,0.00717,0,0.07212,0.0246,0.02869,0.02154,0.15764,0.19928,0.01904,0.04469,0.08028,0.1678,0.17086,0,0.00225
"ALB",2001,5,19,"B","Deaths","Lower",415,0,0,0,12,1,2,0,25,9,10,8,64,80,6,16,30,68,67,0,0
"ALB",2001,5,19,"B","Deaths","Point",434,0,1,0,14,3,3,0,28,10,11,9,68,85,7,18,33,71,71,0,0
"ALB",2001,5,19,"B","Deaths","Upper",455,0,2,1,16,6,4,0,31,11,13,10,72,91,8,20,36,76,77,0,2
"ALB",2001,5,19,"B","Fraction","Lower",1,0,0.00178,0.00002,0.03019,0.00415,0.00568,0,0.0588,0.02158,0.02396,0.01906,0.15312,0.19012,0.01498,0.03769,0.07266,0.16077,0.15892,0,0
"ALB",2001,5,19,"B","Fraction","Point",1,0,0.00215,0.00002,0.03318,0.00791,0.00635,0,0.06504,0.02312,0.02613,0.02027,0.1564,0.19611,0.01642,0.04084,0.07587,0.1645,0.16464,0,0.00106
"ALB",2001,5,19,"B","Fraction","Upper",1,0,0.00254,0.00003,0.0358,0.01383,0.00702,0,0.06977,0.02476,0.02833,0.02146,0.15979,0.20211,0.01801,0.04413,0.0791,0.1684,0.17046,0,0.00469
"ALB",2002,5,19,"B","Deaths","Lower",391,0,0,0,11,1,2,0,22,8,9,7,61,76,5,15,28,64,63,0,0
"ALB",2002,5,19,"B","Deaths","Point",413,0,1,0,14,3,3,0,26,9,11,8,65,82,7,17,31,68,68,1,0
"ALB",2002,5,19,"B","Deaths","Upper",437,0,2,1,16,7,3,0,29,11,12,10,70,88,8,19,34,72,73,4,1
"ALB",2002,5,19,"B","Fraction","Lower",1,0,0.0017,0.00003,0.0294,0.00368,0.00553,0,0.05608,0.02127,0.0235,0.01899,0.15464,0.19174,0.01438,0.03729,0.07156,0.16035,0.15801,0,0
"ALB",2002,5,19,"B","Fraction","Point",1,0,0.00202,0.00003,0.03282,0.00803,0.00616,0,0.0629,0.02294,0.02586,0.02016,0.158,0.19793,0.01582,0.04067,0.07477,0.16426,0.16421,0.0031,0.00033
"ALB",2002,5,19,"B","Fraction","Upper",1,0,0.00241,0.00004,0.03554,0.01527,0.00684,0,0.06791,0.02479,0.02834,0.02136,0.16162,0.20418,0.01743,0.04417,0.07794,0.16839,0.16984,0.00968,0.0025
"ALB",2003,5,19,"B","Deaths","Lower",369,0,0,0,11,1,2,0,21,8,9,7,59,73,5,14,26,60,59,0,0
"ALB",2003,5,19,"B","Deaths","Point",394,0,1,0,13,3,2,0,24,9,10,8,63,79,6,16,29,65,65,0,0
"ALB",2003,5,19,"B","Deaths","Upper",419,0,1,1,15,7,3,0,27,10,12,9,68,86,7,19,32,69,70,0,1
"ALB",2003,5,19,"B","Fraction","Lower",1,0,0.00169,0.00004,0.0286,0.00364,0.00539,0,0.05471,0.02102,0.02343,0.01906,0.15695,0.19464,0.0143,0.03784,0.07064,0.16035,0.1585,0,0
"ALB",2003,5,19,"B","Fraction","Point",1,0,0.00202,0.00004,0.03261,0.00802,0.00603,0,0.06151,0.02293,0.02595,0.02022,0.1603,0.20099,0.01582,0.04134,0.07372,0.16434,0.16407,0,0.00008
"ALB",2003,5,19,"B","Fraction","Upper",1,0,0.00239,0.00005,0.03539,0.01511,0.0067,0,0.06676,0.02483,0.02849,0.02142,0.16388,0.20759,0.01745,0.04515,0.07696,0.16826,0.16979,0,0.00249
"ALB",2004,5,19,"B","Deaths","Lower",352,0,0,0,9,1,1,0,17,7,8,6,56,70,5,14,25,57,56,0,0
"ALB",2004,5,19,"B","Deaths","Point",378,0,1,0,12,4,2,0,21,8,10,8,61,77,6,16,27,62,62,0,1
"ALB",2004,5,19,"B","Deaths","Upper",405,0,1,1,14,9,3,0,25,10,12,9,66,84,7,18,30,67,68,0,3
"ALB",2004,5,19,"B","Fraction","Lower",1,0,0.00169,0.00006,0.02649,0.00516,0.00518,0,0.04748,0.02042,0.02348,0.019,0.15752,0.19572,0.01458,0.03863,0.06929,0.15939,0.15706,0,0
"ALB",2004,5,19,"B","Fraction","Point",1,0,0.00201,0.00007,0.03146,0.01158,0.0058,0,0.05644,0.02239,0.02619,0.02013,0.16099,0.20243,0.01623,0.04242,0.07241,0.16382,0.1632,0,0.00243
"ALB",2004,5,19,"B","Fraction","Upper",1,0,0.00239,0.00007,0.03452,0.02177,0.00649,0,0.06282,0.02446,0.02882,0.02133,0.16465,0.20945,0.01794,0.04633,0.07561,0.16784,0.16866,0,0.00824
"ALB",2005,5,19,"B","Deaths","Lower",337,0,0,0,9,0,1,0,19,7,8,6,54,67,5,14,23,55,53,0,0
"ALB",2005,5,19,"B","Deaths","Point",363,0,1,0,11,2,2,0,22,8,10,7,59,74,6,16,26,60,59,1,1
"ALB",2005,5,19,"B","Deaths","Upper",392,0,1,1,13,5,3,0,25,9,11,9,64,82,7,19,29,65,65,3,3
"ALB",2005,5,19,"B","Fraction","Lower",1,0,0.00173,0.00007,0.02783,0.00229,0.00495,0,0.05425,0.01964,0.02397,0.01894,0.15766,0.19687,0.01523,0.04006,0.0676,0.15935,0.15573,0,0
"ALB",2005,5,19,"B","Fraction","Point",1,0,0.00207,0.00007,0.03102,0.0055,0.00555,0,0.0603,0.02184,0.02672,0.02006,0.16143,0.20359,0.01701,0.04418,0.0707,0.16402,0.16145,0.0026,0.0019
"ALB",2005,5,19,"B","Fraction","Upper",1,0,0.00245,0.00008,0.03382,0.01179,0.00621,0,0.06434,0.0239,0.02937,0.02124,0.16515,0.21094,0.0188,0.04851,0.07395,0.16838,0.16708,0.00845,0.00825
"ALB",2006,5,19,"B","Deaths","Lower",319,0,0,0,9,0,1,0,18,6,8,6,51,64,5,14,21,52,50,0,0
"ALB",2006,5,19,"B","Deaths","Point",345,0,1,0,10,2,2,0,21,7,9,7,56,71,6,16,24,57,55,0,0
"ALB",2006,5,19,"B","Deaths","Upper",375,0,1,1,12,4,3,0,23,8,11,8,61,79,8,18,27,63,62,0,2
"ALB",2006,5,19,"B","Fraction","Lower",1,0,0.00177,0.00008,0.02695,0.00207,0.00476,0,0.05393,0.0193,0.02445,0.01898,0.15893,0.19879,0.0161,0.04157,0.06657,0.16084,0.15488,0,0
"ALB",2006,5,19,"B","Fraction","Point",1,0,0.00213,0.00009,0.0303,0.00517,0.00536,0,0.05952,0.02152,0.0273,0.02011,0.16263,0.20578,0.018,0.046,0.06939,0.16565,0.16025,0,0.00081
"ALB",2006,5,19,"B","Fraction","Upper",1,0,0.00251,0.0001,0.03301,0.01075,0.006,0,0.06352,0.02364,0.03,0.02127,0.16644,0.21341,0.01991,0.05053,0.07246,0.17032,0.16585,0,0.00567
"ALB",2007,5,19,"B","Deaths","Lower",302,0,0,0,8,0,1,0,15,6,7,5,49,61,5,13,20,50,46,0,0
"ALB",2007,5,19,"B","Deaths","Point",329,0,1,0,10,3,2,0,18,7,9,7,54,68,6,16,22,55,52,0,1
