"Region","Year","AgeLow","AgeUp","Sex","Variable","Quantile","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Digestive","Neoplasms","OtherNCD","Drowning","RTI","OtherInj","NatDis","CollectVio"
"South Asia",2005,10,14,"B","Fraction","Upper",0.00936,0.05695,0.05124,0.05019,0.0067,0.11938,0.0718,0.06728,0.21127,0.13093,0.08704,0.25898,0.03844,0.00309
"South Asia",2005,10,14,"B","Rate","Lower",0.01605,0.12854,0.08185,0.16452,0.02471,0.37565,0.23271,0.21249,0.75121,0.42937,0.26916,0.87638,0.13429,0.01078
"South Asia",2005,10,14,"B","Rate","Point",0.02968,0.20546,0.1516,0.20197,0.02968,0.48304,0.28895,0.26663,0.90104,0.52828,0.34239,1.06247,0.15566,0.01202
"South Asia",2005,10,14,"B","Rate","Upper",0.04499,0.28182,0.23398,0.24235,0.0343,0.58594,0.35498,0.32618,1.05822,0.64286,0.4229,1.27034,0.16765,0.01316
"South Asia",2006,10,14,"B","Deaths","Lower",622,4386,2820,5589,717,12410,7960,7239,25493,14031,9200,30311,137,622
"South Asia",2006,10,14,"B","Deaths","Point",1167,6721,5030,6788,858,15961,9721,9021,30386,17166,11578,36242,162,705
"South Asia",2006,10,14,"B","Deaths","Upper",1726,9082,7642,8100,997,19409,11750,10909,35672,20862,14278,43204,187,757
"South Asia",2006,10,14,"B","Fraction","Lower",0.00418,0.0305,0.01859,0.03848,0.00533,0.08648,0.05608,0.05025,0.18325,0.0967,0.06382,0.21281,0.00086,0.00394
"South Asia",2006,10,14,"B","Fraction","Point",0.0077,0.04436,0.0332,0.0448,0.00566,0.10535,0.06416,0.05954,0.20056,0.1133,0.07642,0.23921,0.00107,0.00465
"South Asia",2006,10,14,"B","Fraction","Upper",0.01105,0.05728,0.05243,0.05136,0.00597,0.12109,0.07321,0.06939,0.21886,0.13042,0.08967,0.27032,0.00132,0.00549
"South Asia",2006,10,14,"B","Rate","Lower",0.01873,0.13198,0.08486,0.16818,0.02159,0.37341,0.23954,0.21784,0.7672,0.42218,0.27686,0.91209,0.00412,0.0188
"South Asia",2006,10,14,"B","Rate","Point",0.0351,0.20219,0.15133,0.2042,0.0258,0.48019,0.29244,0.27138,0.91416,0.51642,0.34832,1.09032,0.00488,0.02119
"South Asia",2006,10,14,"B","Rate","Upper",0.05192,0.27319,0.22989,0.24361,0.02998,0.58377,0.35385,0.32816,1.07305,0.62746,0.42949,1.29938,0.00563,0.02278
"South Asia",2007,10,14,"B","Deaths","Lower",754,4238,2815,5278,734,11768,7918,6967,25651,13523,9217,29927,515,778
"South Asia",2007,10,14,"B","Deaths","Point",1319,6259,4923,6488,876,14947,9632,8678,30319,16477,11500,35827,564,885
"South Asia",2007,10,14,"B","Deaths","Upper",1943,8547,7465,7764,1014,18080,11583,10514,35418,19855,14138,42689,608,957
"South Asia",2007,10,14,"B","Fraction","Lower",0.00501,0.02916,0.01875,0.03757,0.00551,0.08317,0.05695,0.04956,0.18671,0.09459,0.06491,0.21537,0.00329,0.00503
"South Asia",2007,10,14,"B","Fraction","Point",0.00887,0.04209,0.03311,0.04363,0.00589,0.10052,0.06478,0.05836,0.2039,0.11081,0.07734,0.24094,0.00379,0.00595
"South Asia",2007,10,14,"B","Fraction","Upper",0.01276,0.05468,0.05115,0.05013,0.00624,0.11576,0.07326,0.06779,0.22253,0.12756,0.09052,0.2704,0.00442,0.00697
"South Asia",2007,10,14,"B","Rate","Lower",0.02252,0.12657,0.08405,0.15765,0.02193,0.35138,0.23648,0.20802,0.76612,0.40388,0.27524,0.89369,0.01538,0.02323
"South Asia",2007,10,14,"B","Rate","Point",0.03938,0.18686,0.14699,0.19369,0.02615,0.44625,0.28759,0.25908,0.9052,0.49193,0.34334,1.06963,0.01683,0.02641
"South Asia",2007,10,14,"B","Rate","Upper",0.058,0.25513,0.22293,0.23173,0.03025,0.53975,0.34574,0.31385,1.05713,0.59274,0.42204,1.27432,0.01813,0.02857
"South Asia",2008,10,14,"B","Deaths","Lower",770,3983,2757,4981,831,11193,7812,6650,25558,13102,9088,29641,116,1619
"South Asia",2008,10,14,"B","Deaths","Point",1421,5818,4867,6164,989,14148,9502,8335,30156,15902,11466,35445,139,1716
"South Asia",2008,10,14,"B","Deaths","Upper",2123,8200,7009,7663,1141,17560,11316,10127,35203,19058,14052,41985,163,1796
"South Asia",2008,10,14,"B","Fraction","Lower",0.00545,0.02872,0.01853,0.03561,0.00624,0.0799,0.05743,0.04897,0.1888,0.0933,0.06608,0.21735,0.00077,0.01019
"South Asia",2008,10,14,"B","Fraction","Point",0.00973,0.03983,0.03332,0.0422,0.00677,0.09686,0.06505,0.05706,0.20645,0.10887,0.0785,0.24266,0.00095,0.01175
"South Asia",2008,10,14,"B","Fraction","Upper",0.01417,0.05265,0.04904,0.04939,0.00719,0.11355,0.07345,0.06591,0.22453,0.12502,0.09134,0.2725,0.00119,0.01352
"South Asia",2008,10,14,"B","Rate","Lower",0.02282,0.11801,0.08167,0.14759,0.02462,0.33159,0.23148,0.19704,0.75727,0.38818,0.2693,0.87829,0.00343,0.04798
"South Asia",2008,10,14,"B","Rate","Point",0.0421,0.17234,0.14418,0.1826,0.02929,0.41911,0.28147,0.2469,0.89331,0.47108,0.33967,1.04999,0.00411,0.05084
"South Asia",2008,10,14,"B","Rate","Upper",0.06289,0.24286,0.20763,0.22698,0.03378,0.52009,0.33514,0.30005,1.04253,0.56447,0.41619,1.24339,0.00483,0.05321
"South Asia",2009,10,14,"B","Deaths","Lower",753,3646,2662,4489,933,10069,7533,6351,24811,12461,9079,29163,122,2005
"South Asia",2009,10,14,"B","Deaths","Point",1479,5338,4750,5708,1109,13222,9197,7965,29481,15214,11329,34988,148,2128
"South Asia",2009,10,14,"B","Deaths","Upper",2218,7608,6799,7372,1286,17006,11065,9712,34584,18306,13991,41571,172,2227
"South Asia",2009,10,14,"B","Fraction","Lower",0.00531,0.02726,0.01813,0.03344,0.00716,0.07469,0.05682,0.04827,0.18997,0.09201,0.06715,0.22046,0.00082,0.01295
"South Asia",2009,10,14,"B","Fraction","Point",0.01041,0.03758,0.03344,0.04018,0.00781,0.09308,0.06474,0.05607,0.20753,0.1071,0.07975,0.2463,0.00104,0.01498
"South Asia",2009,10,14,"B","Fraction","Upper",0.0153,0.05026,0.04861,0.04828,0.00834,0.11228,0.07321,0.0647,0.22586,0.12303,0.09306,0.27654,0.00129,0.01723
"South Asia",2009,10,14,"B","Rate","Lower",0.02216,0.10719,0.07828,0.13203,0.02746,0.29615,0.22154,0.18677,0.72968,0.36638,0.26699,0.85764,0.00358,0.05896
"South Asia",2009,10,14,"B","Rate","Point",0.04348,0.15695,0.13966,0.16781,0.03262,0.38874,0.27038,0.23417,0.86674,0.4473,0.33307,1.02866,0.00434,0.06256
"South Asia",2009,10,14,"B","Rate","Upper",0.06517,0.22361,0.19987,0.21667,0.03778,0.49985,0.3253,0.28545,1.01638,0.53814,0.41125,1.22191,0.00503,0.06544
"South Asia",2010,10,14,"B","Deaths","Lower",695,3254,2668,3948,940,9282,7069,6164,23693,11828,8893,28914,217,1157
"South Asia",2010,10,14,"B","Deaths","Point",1488,4892,4620,5207,1115,12359,8742,7676,28396,14500,11095,34781,248,1299
"South Asia",2010,10,14,"B","Deaths","Upper",2353,7290,6542,6990,1283,16185,10768,9569,33432,17526,13776,41415,278,1385
"South Asia",2010,10,14,"B","Fraction","Lower",0.00509,0.02598,0.01877,0.03114,0.00748,0.07245,0.05599,0.04853,0.19016,0.09106,0.06826,0.22774,0.00149,0.00802
"South Asia",2010,10,14,"B","Fraction","Point",0.01091,0.03586,0.03387,0.03817,0.00817,0.0906,0.06408,0.05627,0.20816,0.10629,0.08133,0.25496,0.00182,0.00952
"South Asia",2010,10,14,"B","Fraction","Upper",0.01665,0.04892,0.05006,0.04693,0.00873,0.11064,0.07267,0.0649,0.2265,0.12282,0.0951,0.28624,0.00221,0.01105
"South Asia",2010,10,14,"B","Rate","Lower",0.02029,0.09503,0.07795,0.1153,0.02747,0.27104,0.20649,0.18002,0.69205,0.34547,0.25973,0.84437,0.00636,0.03379
"South Asia",2010,10,14,"B","Rate","Point",0.04346,0.14284,0.13492,0.15204,0.03254,0.36089,0.25525,0.22414,0.82917,0.42339,0.32396,1.01559,0.00725,0.03792
"South Asia",2010,10,14,"B","Rate","Upper",0.06868,0.21283,0.19104,0.20407,0.03745,0.47246,0.31435,0.27935,0.97589,0.51163,0.40218,1.20902,0.00812,0.04042
"South Asia",2011,10,14,"B","Deaths","Lower",556,3089,2620,3588,820,8732,6587,5940,22392,11188,8626,28950,87,868
"South Asia",2011,10,14,"B","Deaths","Point",1425,4498,4573,4804,978,11811,8246,7529,26903,13738,10823,34891,109,999
"South Asia",2011,10,14,"B","Deaths","Upper",2305,6824,6511,6582,1138,16111,10312,9429,32042,16583,13420,41878,128,1085
"South Asia",2011,10,14,"B","Fraction","Lower",0.00413,0.02535,0.01976,0.02932,0.00677,0.07222,0.05459,0.04963,0.18617,0.08915,0.06898,0.23722,0.00062,0.00618
"South Asia",2011,10,14,"B","Fraction","Point",0.01085,0.03425,0.03482,0.03658,0.00745,0.08994,0.06279,0.05733,0.20486,0.10461,0.08241,0.26568,0.00083,0.00761
"South Asia",2011,10,14,"B","Fraction","Upper",0.01731,0.04733,0.05067,0.04571,0.008,0.11108,0.07154,0.06608,0.22371,0.12122,0.0964,0.29691,0.00103,0.00893
"South Asia",2011,10,14,"B","Rate","Lower",0.01615,0.08975,0.0761,0.10424,0.02383,0.25364,0.19134,0.17253,0.65043,0.32497,0.25061,0.84099,0.00255,0.0252
"South Asia",2011,10,14,"B","Rate","Point",0.04138,0.13062,0.1328,0.13951,0.02841,0.34302,0.23947,0.21865,0.7813,0.39897,0.3143,1.01326,0.00317,0.02902
"South Asia",2011,10,14,"B","Rate","Upper",0.06693,0.19811,0.18906,0.1911,0.03302,0.4678,0.29934,0.27377,0.93032,0.48147,0.38961,1.21586,0.00372,0.03152
"South Asia",2012,10,14,"B","Deaths","Lower",519,2820,2690,3215,676,8157,6073,5755,20713,10419,8309,28720,98,946
"South Asia",2012,10,14,"B","Deaths","Point",1322,4135,4460,4411,810,11250,7673,7385,25114,12924,10431,34998,119,1143
"South Asia",2012,10,14,"B","Deaths","Upper",2236,6509,6463,6156,957,15533,9723,9389,30482,15714,13069,42311,140,1247
"South Asia",2012,10,14,"B","Fraction","Lower",0.00419,0.02388,0.02084,0.02755,0.00582,0.06882,0.05259,0.0505,0.17989,0.08681,0.06944,0.2478,0.00072,0.00695
"South Asia",2012,10,14,"B","Fraction","Point",0.01048,0.03277,0.03535,0.03496,0.00642,0.08916,0.06081,0.05853,0.19904,0.10243,0.08267,0.27738,0.00094,0.00906
"South Asia",2012,10,14,"B","Fraction","Upper",0.01724,0.04637,0.05134,0.04358,0.00695,0.11117,0.06979,0.06774,0.21799,0.11934,0.09638,0.30966,0.00119,0.01067
"South Asia",2012,10,14,"B","Rate","Lower",0.01501,0.08149,0.07775,0.09292,0.01955,0.23578,0.17553,0.16633,0.59866,0.30118,0.24011,0.83008,0.00283,0.02736
"South Asia",2012,10,14,"B","Rate","Point",0.03821,0.11947,0.12888,0.12746,0.02341,0.32506,0.2217,0.21339,0.72567,0.37344,0.3014,1.01128,0.00343,0.03303
"South Asia",2012,10,14,"B","Rate","Upper",0.06459,0.18801,0.18676,0.17778,0.02763,0.44869,0.28086,0.27121,0.88064,0.45399,0.37756,1.22203,0.00405,0.03603
"South Asia",2013,10,14,"B","Deaths","Lower",449,2513,2373,2888,556,7675,5513,5596,18947,9761,7825,28476,444,807
"South Asia",2013,10,14,"B","Deaths","Point",1129,3784,4362,4062,678,10792,7073,7260,23328,12178,9945,34984,489,1034
"South Asia",2013,10,14,"B","Deaths","Upper",1985,6283,6058,5779,815,15521,9204,9449,28955,15121,12754,43090,528,1144
"South Asia",2013,10,14,"B","Fraction","Lower",0.00363,0.02261,0.01854,0.02618,0.00496,0.06792,0.05039,0.05135,0.17365,0.0852,0.06948,0.25797,0.00321,0.00634
"South Asia",2013,10,14,"B","Fraction","Point",0.00932,0.03125,0.03602,0.03354,0.0056,0.08912,0.05841,0.05995,0.19264,0.10056,0.08212,0.28889,0.00404,0.00854
"South Asia",2013,10,14,"B","Fraction","Upper",0.01584,0.04663,0.05071,0.04178,0.00617,0.11118,0.06723,0.0696,0.21114,0.11758,0.09548,0.3221,0.00493,0.01043
"South Asia",2013,10,14,"B","Rate","Lower",0.01292,0.07231,0.06827,0.08363,0.01602,0.22154,0.15865,0.16103,0.54543,0.2809,0.22515,0.81953,0.01277,0.02331
"South Asia",2013,10,14,"B","Rate","Point",0.03247,0.10887,0.12548,0.11684,0.01951,0.31047,0.20349,0.20885,0.67111,0.35032,0.28608,1.00642,0.01407,0.02975
"South Asia",2013,10,14,"B","Rate","Upper",0.0571,0.18066,0.17435,0.1662,0.02342,0.44627,0.2647,0.27175,0.83259,0.43476,0.36683,1.23922,0.0152,0.03291
"South Asia",2014,10,14,"B","Deaths","Lower",265,2286,2316,2542,690,7111,4910,5362,17130,9028,7243,27770,150,916
"South Asia",2014,10,14,"B","Deaths","Point",891,3436,4284,3720,863,10387,6497,7132,21588,11561,9484,34968,178,1297
"South Asia",2014,10,14,"B","Deaths","Upper",1575,6089,6107,5505,1062,15599,8663,9490,27593,14683,12393,43699,204,1482
"South Asia",2014,10,14,"B","Fraction","Lower",0.00234,0.0217,0.01854,0.02471,0.00641,0.06639,0.048,0.05202,0.16678,0.08406,0.06906,0.2682,0.00114,0.00717
"South Asia",2014,10,14,"B","Fraction","Point",0.00766,0.02955,0.03684,0.03199,0.00742,0.08932,0.05587,0.06133,0.18565,0.09942,0.08156,0.30071,0.00153,0.01115
"South Asia",2014,10,14,"B","Fraction","Upper",0.01312,0.04526,0.05383,0.04026,0.00831,0.11398,0.06454,0.07149,0.2043,0.11707,0.0951,0.33568,0.00196,0.01427
"South Asia",2014,10,14,"B","Rate","Lower",0.0076,0.06555,0.06656,0.07346,0.01979,0.20387,0.14075,0.15377,0.49118,0.25885,0.20769,0.79627,0.00429,0.02637
"South Asia",2014,10,14,"B","Rate","Point",0.02553,0.09849,0.12279,0.10663,0.02473,0.29771,0.18622,0.20442,0.61879,0.33138,0.27185,1.0023,0.0051,0.03716
"South Asia",2014,10,14,"B","Rate","Upper",0.04514,0.17449,0.17506,0.15774,0.03041,0.44691,0.24826,0.27198,0.79066,0.42124,0.35515,1.2522,0.00583,0.04248
"South Asia",2015,10,14,"B","Deaths","Lower",178,1958,2061,2311,748,6614,4331,5158,15297,8355,6640,26938,181,545
"South Asia",2015,10,14,"B","Deaths","Point",682,3217,4131,3446,979,10120,5967,7016,19971,11035,9047,34865,855,1351
"South Asia",2015,10,14,"B","Deaths","Upper",1235,6148,5980,5358,1244,16174,8340,9828,26733,14404,12320,45008,2288,1673
"South Asia",2015,10,14,"B","Fraction","Lower",0.00162,0.02039,0.01697,0.02307,0.00725,0.06547,0.04494,0.05227,0.15867,0.08225,0.06793,0.27314,0.00159,0.00473
"South Asia",2015,10,14,"B","Fraction","Point",0.00605,0.02855,0.03666,0.03058,0.00869,0.08981,0.05295,0.06226,0.17723,0.09793,0.08029,0.30941,0.00759,0.01199
"South Asia",2015,10,14,"B","Fraction","Upper",0.01052,0.04512,0.05219,0.03932,0.00998,0.11773,0.06126,0.07292,0.1962,0.11524,0.09398,0.34634,0.02016,0.01662
"South Asia",2015,10,14,"B","Rate","Lower",0.00511,0.05687,0.05936,0.06721,0.02147,0.19018,0.12395,0.14865,0.43934,0.23992,0.19184,0.77351,0.00518,0.01557
"South Asia",2015,10,14,"B","Rate","Point",0.01949,0.09196,0.11808,0.0985,0.02799,0.28927,0.17055,0.20054,0.57085,0.31543,0.25861,0.99659,0.02445,0.03862
"South Asia",2015,10,14,"B","Rate","Upper",0.03546,0.17562,0.17088,0.15306,0.03565,0.46211,0.23826,0.28078,0.7637,0.41194,0.35208,1.28609,0.0659,0.04782
"South Asia",2016,10,14,"B","Deaths","Lower",109,1915,1868,2058,774,6144,3869,4956,13710,7765,6100,25947,92,219
"South Asia",2016,10,14,"B","Deaths","Point",542,3067,3951,3235,1070,9822,5507,6919,18567,10578,8644,34711,117,1308
"South Asia",2016,10,14,"B","Deaths","Upper",1040,6301,5942,5322,1396,16682,8044,10178,25949,14314,12192,46191,137,1770
"South Asia",2016,10,14,"B","Fraction","Lower",0.00101,0.02007,0.01588,0.02172,0.008,0.06468,0.04317,0.05338,0.15363,0.08207,0.06756,0.28276,0.00073,0.00198
"South Asia",2016,10,14,"B","Fraction","Point",0.00502,0.02839,0.03657,0.02994,0.0099,0.09091,0.05097,0.06404,0.17186,0.09791,0.08001,0.32129,0.00108,0.01211
"South Asia",2016,10,14,"B","Fraction","Upper",0.00936,0.04731,0.05543,0.03967,0.01156,0.12222,0.05952,0.07565,0.19088,0.11637,0.09377,0.36103,0.00146,0.01831
"South Asia",2016,10,14,"B","Rate","Lower",0.00313,0.05516,0.05359,0.05981,0.02255,0.17742,0.11218,0.14342,0.39771,0.22323,0.17555,0.74256,0.00268,0.00642
"South Asia",2016,10,14,"B","Rate","Point",0.01547,0.08746,0.11266,0.09224,0.0305,0.28007,0.15702,0.19729,0.52945,0.30163,0.24649,0.9898,0.00333,0.03731
"South Asia",2016,10,14,"B","Rate","Upper",0.02999,0.18023,0.16943,0.15168,0.04014,0.47698,0.22991,0.29013,0.74098,0.41059,0.34825,1.32201,0.00388,0.05048
"South Asia",2017,10,14,"B","Deaths","Lower",129,1726,1829,1917,561,5771,3515,4773,12545,7246,5667,24911,186,125
"South Asia",2017,10,14,"B","Deaths","Point",451,3012,3791,3148,808,9722,5172,6900,17476,10205,8348,34723,220,987
"South Asia",2017,10,14,"B","Deaths","Upper",859,6580,5626,5537,1085,18211,7982,10725,25174,14469,12145,47246,251,1285
"South Asia",2017,10,14,"B","Fraction","Lower",0.00119,0.0194,0.01593,0.02148,0.00601,0.06451,0.04134,0.05423,0.14823,0.0806,0.06707,0.28886,0.00138,0.00106
"South Asia",2017,10,14,"B","Fraction","Point",0.0043,0.0287,0.03612,0.02999,0.0077,0.09262,0.04927,0.06574,0.1665,0.09722,0.07953,0.33081,0.0021,0.0094
"South Asia",2017,10,14,"B","Fraction","Upper",0.00743,0.04677,0.0538,0.04111,0.00917,0.12841,0.0579,0.07838,0.18585,0.11631,0.09352,0.37308,0.00289,0.01435
"South Asia",2017,10,14,"B","Rate","Lower",0.00368,0.04998,0.05208,0.05745,0.01616,0.16941,0.10207,0.13851,0.36223,0.2102,0.16568,0.71936,0.00541,0.00366
"South Asia",2017,10,14,"B","Rate","Point",0.01285,0.08578,0.10796,0.08963,0.02301,0.27682,0.14726,0.19648,0.49764,0.29057,0.2377,0.98873,0.00628,0.02809
"South Asia",2017,10,14,"B","Rate","Upper",0.02468,0.18722,0.16286,0.15793,0.03152,0.51824,0.22733,0.30527,0.72043,0.41398,0.34684,1.36385,0.00721,0.03693
"South Asia",2018,10,14,"B","Deaths","Lower",138,1702,1754,1865,337,5607,3210,4591,11414,6802,5373,24167,77,168
"South Asia",2018,10,14,"B","Deaths","Point",396,3023,3647,3138,502,9727,4925,6928,16647,9877,8110,34815,98,532
"South Asia",2018,10,14,"B","Deaths","Upper",785,6783,5511,5853,691,18834,8013,11155,24750,14544,12186,49325,118,598
"South Asia",2018,10,14,"B","Fraction","Lower",0.00141,0.01984,0.01589,0.02173,0.0037,0.06442,0.04003,0.0554,0.14359,0.07958,0.06668,0.29493,0.0006,0.00143
"South Asia",2018,10,14,"B","Fraction","Point",0.00387,0.02953,0.03563,0.03065,0.0049,0.09502,0.04811,0.06768,0.16262,0.09649,0.07922,0.3401,0.00096,0.0052
"South Asia",2018,10,14,"B","Fraction","Upper",0.00673,0.0481,0.05457,0.04233,0.00587,0.13277,0.05695,0.08146,0.18193,0.11599,0.09313,0.38418,0.00141,0.0073
"South Asia",2018,10,14,"B","Rate","Lower",0.00393,0.04894,0.05051,0.05651,0.00967,0.16681,0.09348,0.13446,0.33397,0.19856,0.15687,0.69573,0.00221,0.00492
"South Asia",2018,10,14,"B","Rate","Point",0.01127,0.08603,0.1038,0.08929,0.01427,0.27681,0.14015,0.19716,0.47374,0.28109,0.23078,0.99077,0.0028,0.01515
"South Asia",2018,10,14,"B","Rate","Upper",0.02266,0.19469,0.16139,0.16886,0.0203,0.53662,0.22834,0.3206,0.70882,0.41498,0.35508,1.42908,0.00339,0.0171
"South Asia",2019,10,14,"B","Deaths","Lower",126,1474,1653,1715,275,5223,2950,4455,10690,6488,5038,23388,31,79
"South Asia",2019,10,14,"B","Deaths","Point",346,2984,3476,3037,421,9433,4705,6928,16071,9560,7839,34738,46,419
"South Asia",2019,10,14,"B","Deaths","Upper",649,7144,5250,6181,603,20285,8026,12067,24786,14793,12367,51645,58,478
"South Asia",2019,10,14,"B","Fraction","Lower",0.00137,0.01879,0.01535,0.02093,0.00307,0.06099,0.03905,0.05635,0.14172,0.07835,0.06591,0.29887,0.00025,0.00068
"South Asia",2019,10,14,"B","Fraction","Point",0.00346,0.02984,0.03476,0.03037,0.00421,0.09433,0.04705,0.06928,0.16071,0.0956,0.07839,0.34737,0.00046,0.00419
"South Asia",2019,10,14,"B","Fraction","Upper",0.00561,0.04904,0.05406,0.04316,0.00513,0.13614,0.05594,0.08443,0.17992,0.11527,0.09226,0.39341,0.00071,0.00596
"South Asia",2019,10,14,"B","Rate","Lower",0.00368,0.04384,0.04783,0.05192,0.00791,0.15459,0.08662,0.13217,0.31307,0.18736,0.14793,0.67156,0.00092,0.00234
"South Asia",2019,10,14,"B","Rate","Point",0.00986,0.085,0.09902,0.08651,0.01199,0.2687,0.13402,0.19735,0.45779,0.27232,0.2233,0.9895,0.00131,0.01194
"South Asia",2019,10,14,"B","Rate","Upper",0.01885,0.20336,0.15222,0.1787,0.01751,0.57792,0.22847,0.34595,0.72,0.4213,0.35597,1.51117,0.00168,0.01383
"West and central Africa",2000,10,14,"B","Deaths","Lower",1151,5258,336,10487,17344,16166,1116,451,5026,1592,1861,630,1,466
"West and central Africa",2000,10,14,"B","Deaths","Point",1537,7426,1206,14265,22930,20549,1640,659,6645,2203,2607,869,5,513
"West and central Africa",2000,10,14,"B","Deaths","Upper",2034,9887,2837,18689,29171,25820,2260,930,8582,2965,3552,1187,10,556
"West and central Africa",2000,10,14,"B","Fraction","Lower",0.01434,0.06901,0.00404,0.14819,0.24831,0.21741,0.01389,0.00547,0.06637,0.02018,0.02472,0.00792,0.00001,0.00494
"West and central Africa",2000,10,14,"B","Fraction","Point",0.01851,0.08941,0.01452,0.17175,0.27608,0.24741,0.01975,0.00794,0.08001,0.02653,0.03139,0.01046,0.00006,0.00618
"West and central Africa",2000,10,14,"B","Fraction","Upper",0.02304,0.10713,0.03419,0.19846,0.30006,0.27872,0.02649,0.01102,0.09623,0.03349,0.03992,0.01377,0.00012,0.00781
"West and central Africa",2000,10,14,"B","Rate","Lower",0.14637,0.6666,0.04282,1.33502,2.21023,2.05316,0.14144,0.05751,0.63793,0.20345,0.23659,0.08029,0.00012,0.05923
"West and central Africa",2000,10,14,"B","Rate","Point",0.19481,0.94099,0.15282,1.80757,2.90559,2.60385,0.20786,0.08356,0.84206,0.27921,0.33036,0.11009,0.00063,0.06504
"West and central Africa",2000,10,14,"B","Rate","Upper",0.25798,1.253,0.35968,2.37035,3.69363,3.28714,0.28663,0.1178,1.08677,0.37531,0.45141,0.15065,0.00115,0.07068
"West and central Africa",2001,10,14,"B","Deaths","Lower",1380,5207,335,10590,17914,16043,1104,491,5013,1609,1866,682,16,298
"West and central Africa",2001,10,14,"B","Deaths","Point",1896,7504,1225,14356,23522,20320,1617,711,6628,2216,2596,940,26,336
"West and central Africa",2001,10,14,"B","Deaths","Upper",2463,10039,2833,18663,29458,25361,2226,1001,8508,2952,3513,1275,37,374
"West and central Africa",2001,10,14,"B","Fraction","Lower",0.01716,0.06642,0.00384,0.14741,0.25352,0.21449,0.01346,0.00584,0.06555,0.02019,0.02458,0.00859,0.00018,0.00318
"West and central Africa",2001,10,14,"B","Fraction","Point",0.0226,0.08945,0.0146,0.17112,0.28039,0.24222,0.01927,0.00847,0.07901,0.02642,0.03094,0.01121,0.00031,0.004
"West and central Africa",2001,10,14,"B","Fraction","Upper",0.02797,0.10673,0.03569,0.19768,0.30296,0.27424,0.02587,0.01161,0.09498,0.03336,0.03882,0.0146,0.00046,0.00509
"West and central Africa",2001,10,14,"B","Rate","Lower",0.17291,0.64554,0.04165,1.32189,2.22261,1.99787,0.13691,0.06118,0.62218,0.20045,0.23194,0.08504,0.00202,0.03706
"West and central Africa",2001,10,14,"B","Rate","Point",0.23497,0.93,0.15179,1.77912,2.91519,2.51834,0.20035,0.08806,0.82146,0.27469,0.32168,0.11655,0.00322,0.04159
"West and central Africa",2001,10,14,"B","Rate","Upper",0.30631,1.24825,0.35236,2.3114,3.66134,3.15715,0.27576,0.12456,1.05808,0.36644,0.43663,0.15903,0.00453,0.04651
"West and central Africa",2002,10,14,"B","Deaths","Lower",1681,5306,377,10634,18176,16075,1074,530,4980,1625,1898,738,15,600
"West and central Africa",2002,10,14,"B","Deaths","Point",2253,7568,1299,14282,23826,20319,1588,766,6579,2240,2607,1015,25,690
"West and central Africa",2002,10,14,"B","Deaths","Upper",2888,10011,3048,18571,29591,25347,2180,1076,8431,2978,3504,1381,35,784
"West and central Africa",2002,10,14,"B","Fraction","Lower",0.02056,0.06642,0.00431,0.14465,0.25442,0.21164,0.01313,0.00626,0.06389,0.02022,0.02453,0.00918,0.00017,0.00647
"West and central Africa",2002,10,14,"B","Fraction","Point",0.02649,0.08898,0.01527,0.16791,0.28012,0.23888,0.01867,0.00901,0.07735,0.02634,0.03065,0.01193,0.00029,0.00811
"West and central Africa",2002,10,14,"B","Fraction","Upper",0.0325,0.10681,0.0363,0.19398,0.30016,0.27001,0.0251,0.0122,0.09295,0.03331,0.03833,0.01544,0.00044,0.01036
"West and central Africa",2002,10,14,"B","Rate","Lower",0.20423,0.64367,0.04577,1.29227,2.21402,1.95635,0.13058,0.06471,0.60345,0.19861,0.23102,0.0896,0.00193,0.07278
"West and central Africa",2002,10,14,"B","Rate","Point",0.27275,0.91618,0.15723,1.72887,2.88423,2.45961,0.19223,0.09277,0.79643,0.27121,0.31559,0.12284,0.00299,0.0835
"West and central Africa",2002,10,14,"B","Rate","Upper",0.35155,1.21183,0.37042,2.25382,3.58727,3.08391,0.26428,0.1305,1.02454,0.36065,0.42634,0.16763,0.00417,0.09521
"West and central Africa",2003,10,14,"B","Deaths","Lower",1984,5549,395,10349,18866,16344,1058,582,5004,1683,1962,809,2,529
"West and central Africa",2003,10,14,"B","Deaths","Point",2647,7770,1314,13998,24462,20430,1563,836,6634,2302,2649,1103,6,664
"West and central Africa",2003,10,14,"B","Deaths","Upper",3355,10228,3144,18086,30169,25429,2127,1161,8508,3038,3512,1506,13,839
"West and central Africa",2003,10,14,"B","Fraction","Lower",0.02408,0.0675,0.00449,0.13928,0.25799,0.21092,0.01272,0.00672,0.06347,0.0206,0.02474,0.00985,0.00002,0.00586
"West and central Africa",2003,10,14,"B","Fraction","Point",0.03064,0.08995,0.01521,0.16205,0.2832,0.23652,0.01809,0.00968,0.0768,0.02665,0.03067,0.01277,0.00007,0.00769
"West and central Africa",2003,10,14,"B","Fraction","Upper",0.03747,0.10692,0.03615,0.18725,0.30196,0.26726,0.02443,0.01308,0.09177,0.03343,0.03835,0.01653,0.00015,0.01045
"West and central Africa",2003,10,14,"B","Rate","Lower",0.23488,0.65686,0.04685,1.23401,2.24155,1.93193,0.12511,0.06956,0.59179,0.20032,0.23216,0.09601,0.00023,0.06258
