"Region","Year","AgeLow","AgeUp","Sex","Variable","Quantile","Total","Measles","Maternal","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Congenital","Cardiovascular","Digestive","Neoplasms","OtherNCD","InterpVio","SelfHarm","Drowning","RTI","OtherInj","NatDis","CollectVio"
"South Asia",2010,5,19,"B","Deaths","Lower",502506,9624,5133,1938,7959,38654,22593,2382,30116,3614,13910,33854,25471,88052,10445,24876,36822,34819,79847,742,4703
"South Asia",2010,5,19,"B","Deaths","Point",526627,14535,5925,2786,9379,45422,24483,2575,33567,4429,15356,36548,27790,94003,11860,27074,40503,37901,86820,795,4882
"South Asia",2010,5,19,"B","Deaths","Upper",556741,20390,6850,3832,12783,47732,26994,2754,41733,5352,17092,39905,30499,101410,13713,29604,44618,41438,95006,854,5026
"South Asia",2010,5,19,"B","Fraction","Lower",1,0.01825,0.00972,0.0036,0.01525,0.07281,0.04305,0.00461,0.05804,0.00684,0.02653,0.06548,0.04891,0.16982,0.01992,0.04728,0.0705,0.0673,0.15462,0.00137,0.00871
"South Asia",2010,5,19,"B","Fraction","Point",1,0.0276,0.01125,0.00529,0.01781,0.08625,0.04649,0.00489,0.06374,0.00841,0.02916,0.0694,0.05277,0.1785,0.02252,0.05141,0.07691,0.07197,0.16486,0.00151,0.00927
"South Asia",2010,5,19,"B","Fraction","Upper",1,0.03849,0.01285,0.00721,0.0237,0.09072,0.05016,0.00514,0.0776,0.01021,0.03195,0.07365,0.05655,0.18714,0.02577,0.05559,0.08338,0.07712,0.17511,0.00165,0.00975
"South Asia",2011,5,19,"B","Deaths","Lower",480539,9308,4817,1559,7431,36603,20815,2050,28286,3539,13322,31726,25002,83641,10527,24247,35450,34329,77726,310,3582
"South Asia",2011,5,19,"B","Deaths","Point",505573,14818,5582,2538,8635,43267,22574,2225,31826,4348,14783,34344,27351,89476,12002,26558,39066,37382,84689,344,3777
"South Asia",2011,5,19,"B","Deaths","Upper",536039,21427,6478,3551,11828,45571,25158,2397,40075,5288,16573,37601,30122,96900,13918,29136,43221,40947,93053,380,3910
"South Asia",2011,5,19,"B","Fraction","Lower",1,0.01831,0.00952,0.00307,0.0148,0.07138,0.04127,0.00415,0.05697,0.00696,0.02642,0.06398,0.05016,0.16821,0.02092,0.04825,0.07077,0.06907,0.15698,0.0006,0.00692
"South Asia",2011,5,19,"B","Fraction","Point",1,0.02931,0.01104,0.00502,0.01708,0.08558,0.04465,0.0044,0.06295,0.0086,0.02924,0.06793,0.0541,0.17698,0.02374,0.05253,0.07727,0.07394,0.16751,0.00068,0.00747
"South Asia",2011,5,19,"B","Fraction","Upper",1,0.04193,0.01264,0.00696,0.02306,0.09019,0.04844,0.00464,0.07679,0.01048,0.03213,0.07226,0.05821,0.18599,0.0272,0.05686,0.08354,0.07906,0.17798,0.00077,0.00789
"South Asia",2012,5,19,"B","Deaths","Lower",451864,4074,4465,1406,6616,34064,18905,1664,27036,3379,12667,29434,24337,79148,10385,23546,33849,33466,75260,341,4247
"South Asia",2012,5,19,"B","Deaths","Point",478194,8335,5208,2305,7895,40556,20687,1812,30284,4179,14121,32096,26736,84989,11936,25899,37347,36491,82445,378,4495
"South Asia",2012,5,19,"B","Deaths","Upper",509711,12904,6106,3312,11214,42838,23113,1975,38955,5123,15897,35348,29694,92544,13862,28481,41299,40095,90833,415,4666
"South Asia",2012,5,19,"B","Fraction","Lower",1,0.00843,0.00935,0.00291,0.01395,0.06982,0.03976,0.00356,0.05742,0.007,0.02652,0.06315,0.05186,0.16886,0.02187,0.04964,0.0714,0.07135,0.16147,0.0007,0.00864
"South Asia",2012,5,19,"B","Fraction","Point",1,0.01743,0.01089,0.00482,0.01651,0.08481,0.04326,0.00379,0.06333,0.00874,0.02953,0.06712,0.05591,0.17773,0.02496,0.05416,0.0781,0.07631,0.17241,0.00079,0.0094
"South Asia",2012,5,19,"B","Fraction","Upper",1,0.02687,0.01248,0.00686,0.02267,0.08976,0.04699,0.00401,0.0776,0.0107,0.03255,0.07149,0.06022,0.18691,0.02873,0.05889,0.0844,0.0817,0.18325,0.00089,0.00999
"South Asia",2013,5,19,"B","Deaths","Lower",430909,2338,4119,1179,5793,31178,17094,1356,25875,3178,12012,27452,23642,75235,10216,22884,32277,32379,72754,1491,4207
"South Asia",2013,5,19,"B","Deaths","Point",456379,6207,4865,1944,7133,37852,18812,1492,29094,3948,13491,29938,26068,81176,11807,25274,35693,35401,80154,1565,4463
"South Asia",2013,5,19,"B","Deaths","Upper",491084,11070,5741,2892,10504,39667,21234,1641,37477,4872,15291,33099,29135,88897,13751,27979,39678,39178,88885,1641,4651
"South Asia",2013,5,19,"B","Fraction","Lower",1,0.00512,0.00913,0.0026,0.01299,0.06746,0.03772,0.00304,0.0577,0.00687,0.02643,0.06179,0.0529,0.16862,0.02249,0.05046,0.07137,0.07249,0.16417,0.00314,0.00884
"South Asia",2013,5,19,"B","Fraction","Point",1,0.0136,0.01066,0.00426,0.01563,0.08294,0.04122,0.00327,0.06375,0.00865,0.02956,0.0656,0.05712,0.17787,0.02587,0.05538,0.07821,0.07757,0.17563,0.00343,0.00978
"South Asia",2013,5,19,"B","Fraction","Upper",1,0.0241,0.01234,0.00622,0.02217,0.0868,0.0449,0.00348,0.07883,0.01064,0.03275,0.06999,0.06155,0.1872,0.02978,0.06029,0.08468,0.08297,0.18725,0.0037,0.01047
"South Asia",2014,5,19,"B","Deaths","Lower",412378,6001,3823,852,5158,28745,15325,1675,24379,2975,11360,25557,22968,71775,10043,22191,30910,31291,70224,496,5331
"South Asia",2014,5,19,"B","Deaths","Point",440533,8753,4555,1537,6397,35388,17009,1863,27868,3705,12912,27934,25388,77825,11687,24692,34291,34375,77939,542,5872
"South Asia",2014,5,19,"B","Deaths","Upper",479087,12819,5422,2308,9769,37790,19336,2076,36470,4605,14731,31038,28657,85954,13711,27506,38313,38330,87520,589,6196
"South Asia",2014,5,19,"B","Fraction","Lower",1,0.01351,0.00879,0.00194,0.01205,0.06419,0.03499,0.00389,0.05689,0.00662,0.02591,0.05973,0.05351,0.16748,0.02275,0.05074,0.07106,0.07294,0.16454,0.00109,0.01179
"South Asia",2014,5,19,"B","Fraction","Point",1,0.01987,0.01034,0.00349,0.01452,0.08033,0.03861,0.00423,0.06326,0.00841,0.02931,0.06341,0.05763,0.17666,0.02653,0.05605,0.07784,0.07803,0.17692,0.00123,0.01333
"South Asia",2014,5,19,"B","Fraction","Upper",1,0.02884,0.01206,0.00515,0.02147,0.08549,0.04233,0.00455,0.07899,0.01041,0.0326,0.06757,0.06221,0.18567,0.03067,0.06146,0.08447,0.08346,0.18959,0.00137,0.01442
"South Asia",2015,5,19,"B","Deaths","Lower",395398,5882,3568,679,4557,26041,13758,1830,23562,2769,10822,23694,22191,68449,9823,21465,29558,30069,67565,1851,5612
"South Asia",2015,5,19,"B","Deaths","Point",425415,8130,4297,1195,5849,32880,15434,2080,27205,3488,12384,26099,24746,74682,11563,24113,33046,33357,75728,2638,6496
"South Asia",2015,5,19,"B","Deaths","Upper",468384,10821,5146,1817,9457,35068,17823,2348,36621,4367,14244,29374,28277,83019,13606,27130,37303,37629,86385,4117,6985
"South Asia",2015,5,19,"B","Fraction","Lower",1,0.01379,0.00851,0.00159,0.01116,0.06029,0.03267,0.00441,0.05666,0.00637,0.02548,0.05772,0.05377,0.16623,0.02299,0.05079,0.0707,0.07312,0.16504,0.00428,0.01295
"South Asia",2015,5,19,"B","Fraction","Point",1,0.01911,0.0101,0.00281,0.01375,0.07729,0.03628,0.00489,0.06395,0.0082,0.02911,0.06135,0.05817,0.17555,0.02718,0.05668,0.07768,0.07841,0.17801,0.0062,0.01527
"South Asia",2015,5,19,"B","Fraction","Upper",1,0.02547,0.01191,0.00419,0.02124,0.08252,0.04016,0.00531,0.08077,0.01027,0.03272,0.06557,0.0629,0.18491,0.03176,0.06269,0.0845,0.08382,0.19154,0.00964,0.01685
"South Asia",2016,5,19,"B","Deaths","Lower",373545,4224,3380,506,4285,24545,12415,1925,22266,2589,10288,22003,21435,65649,9580,20705,28247,28863,64879,326,5458
"South Asia",2016,5,19,"B","Deaths","Point",406904,7324,4069,956,5444,30546,14148,2238,26555,3284,11882,24504,24142,71916,11422,23507,31885,32373,73678,366,6665
"South Asia",2016,5,19,"B","Deaths","Upper",455765,10995,4913,1538,9487,33318,16659,2572,36383,4139,13856,27981,28217,80648,13571,26806,36282,37034,86060,403,7296
"South Asia",2016,5,19,"B","Fraction","Lower",1,0.01022,0.00834,0.00126,0.01096,0.05884,0.031,0.00489,0.05706,0.0062,0.02526,0.05648,0.05481,0.16743,0.02341,0.05098,0.07108,0.07415,0.16647,0.00077,0.01307
"South Asia",2016,5,19,"B","Fraction","Point",1,0.018,0.01,0.00235,0.01338,0.07507,0.03477,0.0055,0.06526,0.00807,0.0292,0.06022,0.05933,0.17674,0.02807,0.05777,0.07836,0.07956,0.18107,0.0009,0.01638
"South Asia",2016,5,19,"B","Fraction","Upper",1,0.02677,0.01188,0.00367,0.02159,0.08205,0.03886,0.00606,0.08241,0.01018,0.03301,0.06443,0.06431,0.18638,0.03282,0.06432,0.08556,0.08513,0.19635,0.00102,0.01838
"South Asia",2017,5,19,"B","Deaths","Lower",358053,4356,3193,436,3964,22357,11570,1402,22165,2442,9816,20833,20886,62922,9343,20046,27068,27863,62255,614,4459
"South Asia",2017,5,19,"B","Deaths","Point",394313,7839,3900,800,5236,28674,13336,1660,26502,3131,11502,23316,23746,69604,11297,22981,30863,31592,72199,666,5469
"South Asia",2017,5,19,"B","Deaths","Upper",447618,13262,4751,1239,9293,31209,16031,1945,37364,3963,13511,26996,28303,78701,13672,26549,35480,36580,85834,717,5951
"South Asia",2017,5,19,"B","Fraction","Lower",1,0.01087,0.00816,0.00112,0.01031,0.05543,0.02989,0.00366,0.05786,0.00601,0.0249,0.05538,0.05548,0.16629,0.02359,0.05059,0.07063,0.07473,0.16678,0.00144,0.01081
"South Asia",2017,5,19,"B","Fraction","Point",1,0.01988,0.00989,0.00203,0.01328,0.07272,0.03382,0.00421,0.06721,0.00794,0.02917,0.05913,0.06022,0.17652,0.02865,0.05828,0.07827,0.08012,0.1831,0.00169,0.01387
"South Asia",2017,5,19,"B","Fraction","Upper",1,0.0333,0.01183,0.00301,0.02183,0.07905,0.03822,0.0047,0.08699,0.01007,0.0334,0.06332,0.06577,0.18625,0.0338,0.0655,0.08557,0.08578,0.1998,0.0019,0.01557
"South Asia",2018,5,19,"B","Deaths","Lower",346382,5727,3041,415,3871,21010,10940,846,21947,2323,9468,19898,20443,60435,9184,19265,26059,27102,60212,271,2361
"South Asia",2018,5,19,"B","Deaths","Point",385420,11177,3762,701,5157,27222,12842,1018,27099,3014,11239,22428,23468,67580,11154,22482,29920,30934,71137,304,2779
"South Asia",2018,5,19,"B","Deaths","Upper",445350,19293,4610,1105,9816,29464,15887,1218,38928,3822,13282,26572,28523,77573,13652,26316,34964,36349,86750,340,2909
"South Asia",2018,5,19,"B","Fraction","Lower",1,0.01446,0.00796,0.00108,0.01026,0.05305,0.02895,0.00225,0.05956,0.00579,0.02455,0.05429,0.05614,0.16474,0.02353,0.04982,0.07004,0.07483,0.16703,0.00066,0.00577
"South Asia",2018,5,19,"B","Fraction","Point",1,0.029,0.00976,0.00182,0.01338,0.07063,0.03332,0.00264,0.07031,0.00782,0.02916,0.05819,0.06089,0.17534,0.02894,0.05833,0.07763,0.08026,0.18457,0.00079,0.00721
"South Asia",2018,5,19,"B","Fraction","Upper",1,0.04969,0.01171,0.00273,0.02301,0.07618,0.03818,0.00297,0.09154,0.00994,0.03373,0.06232,0.0667,0.18535,0.0344,0.06638,0.08557,0.08607,0.20416,0.00093,0.00799
"South Asia",2019,5,19,"B","Deaths","Lower",327548,1455,2899,381,3553,19778,10234,681,20934,2186,9069,18950,19883,58188,8841,18324,24963,26047,57941,130,2029
"South Asia",2019,5,19,"B","Deaths","Point",368276,5145,3628,626,5012,25665,12216,840,26763,2884,10908,21537,23080,65678,10975,21912,28888,30081,69866,155,2427
"South Asia",2019,5,19,"B","Deaths","Upper",435094,13625,4550,956,9855,28490,15605,1028,38879,3665,13049,25979,28775,76979,13571,26060,34419,36080,87461,178,2546
"South Asia",2019,5,19,"B","Fraction","Lower",1,0.00394,0.00782,0.00104,0.01019,0.05217,0.02851,0.00191,0.06025,0.00564,0.02441,0.05424,0.05773,0.16706,0.02372,0.04955,0.07056,0.07567,0.16938,0.00032,0.00504
"South Asia",2019,5,19,"B","Fraction","Point",1,0.01397,0.00985,0.0017,0.01361,0.06969,0.03317,0.00228,0.07267,0.00783,0.02962,0.05848,0.06267,0.17834,0.0298,0.0595,0.07844,0.08168,0.18971,0.00042,0.00659
"South Asia",2019,5,19,"B","Fraction","Upper",1,0.03611,0.01191,0.00248,0.02364,0.07641,0.03843,0.00261,0.09323,0.01006,0.03444,0.06259,0.06921,0.18873,0.03566,0.06855,0.0863,0.08741,0.21058,0.00051,0.00742
"West and central Africa",2000,5,19,"B","Deaths","Lower",360815,18030,2477,6006,19750,9514,41263,70652,89635,1729,5626,7918,4822,17196,2852,5224,5950,13201,8189,8,2086
"West and central Africa",2000,5,19,"B","Deaths","Point",381207,23204,3256,6671,23681,15748,45863,78033,99003,2463,6736,9084,5501,19499,3477,5981,6808,14757,9260,15,2177
"West and central Africa",2000,5,19,"B","Deaths","Upper",408095,30161,4208,7437,28563,21542,51217,86028,111765,3378,8157,10427,6268,22253,4259,6876,7831,16619,10697,23,2261
"West and central Africa",2000,5,19,"B","Fraction","Lower",1,0.04752,0.0065,0.01582,0.05161,0.02469,0.11132,0.19068,0.2386,0.00452,0.01471,0.02085,0.01271,0.04598,0.0075,0.01374,0.01583,0.0351,0.02148,0.00002,0.00525
"West and central Africa",2000,5,19,"B","Fraction","Point",1,0.06087,0.00854,0.0175,0.06212,0.04131,0.12031,0.2047,0.25971,0.00646,0.01767,0.02383,0.01443,0.05115,0.00912,0.01569,0.01786,0.03871,0.02429,0.00004,0.00571
"West and central Africa",2000,5,19,"B","Fraction","Upper",1,0.07802,0.01111,0.01925,0.07331,0.05621,0.1304,0.21756,0.28534,0.00875,0.02107,0.02704,0.01638,0.05656,0.01102,0.01772,0.02009,0.04269,0.02779,0.00006,0.0061
"West and central Africa",2001,5,19,"B","Deaths","Lower",362343,16847,2543,6759,19309,9924,41656,72067,88707,1829,5755,8060,5065,17487,2953,5436,6110,13411,8454,67,1381
"West and central Africa",2001,5,19,"B","Deaths","Point",382904,21829,3324,7620,23457,16009,46167,79407,98031,2581,6869,9224,5755,19819,3580,6176,6965,14991,9550,84,1467
"West and central Africa",2001,5,19,"B","Deaths","Upper",408688,28010,4295,8513,28062,21456,51586,87280,110704,3506,8334,10572,6558,22657,4372,7047,7993,16830,10983,103,1564
"West and central Africa",2001,5,19,"B","Fraction","Lower",1,0.04383,0.00663,0.01772,0.0513,0.02566,0.11175,0.19337,0.23506,0.00478,0.01498,0.02109,0.01326,0.04671,0.00775,0.01421,0.01612,0.03544,0.02209,0.00017,0.0035
"West and central Africa",2001,5,19,"B","Fraction","Point",1,0.05701,0.00868,0.0199,0.06126,0.04181,0.12057,0.20738,0.25602,0.00674,0.01794,0.02409,0.01503,0.05176,0.00935,0.01613,0.01819,0.03915,0.02494,0.00022,0.00383
"West and central Africa",2001,5,19,"B","Fraction","Upper",1,0.07273,0.0112,0.02195,0.07201,0.05585,0.13056,0.21959,0.28124,0.00904,0.02143,0.02724,0.01705,0.05718,0.01128,0.01812,0.02038,0.04326,0.0284,0.00027,0.00416
"West and central Africa",2002,5,19,"B","Deaths","Lower",359695,10553,2588,7591,19392,10213,41716,72419,87976,1965,5786,8125,5237,17664,3020,5540,6272,13600,8660,60,2968
"West and central Africa",2002,5,19,"B","Deaths","Point",380809,15948,3355,8507,23195,16881,46188,79715,96817,2746,6915,9292,5983,19973,3656,6291,7144,15206,9775,76,3145
"West and central Africa",2002,5,19,"B","Deaths","Upper",405925,22437,4345,9443,27947,22560,51373,87064,108918,3695,8367,10639,6824,22729,4456,7171,8195,17043,11222,94,3377
"West and central Africa",2002,5,19,"B","Fraction","Lower",1,0.02739,0.00673,0.02009,0.05162,0.02663,0.11253,0.19502,0.23408,0.00515,0.0152,0.0214,0.01384,0.04749,0.00798,0.0146,0.01667,0.03617,0.02277,0.00015,0.00758
"West and central Africa",2002,5,19,"B","Fraction","Point",1,0.04188,0.00881,0.02234,0.06091,0.04433,0.12129,0.20933,0.25424,0.00721,0.01816,0.0244,0.01571,0.05245,0.0096,0.01652,0.01876,0.03993,0.02567,0.0002,0.00826
"West and central Africa",2002,5,19,"B","Fraction","Upper",1,0.05766,0.01132,0.02442,0.07189,0.0588,0.13107,0.22093,0.27936,0.00963,0.02173,0.02766,0.01782,0.05795,0.01161,0.01856,0.02103,0.04422,0.02921,0.00025,0.00904
"West and central Africa",2003,5,19,"B","Deaths","Lower",368561,14143,2635,8528,19436,10778,41336,73595,87855,2141,5904,8229,5503,18072,3129,5736,6536,13915,8932,12,2279
"West and central Africa",2003,5,19,"B","Deaths","Point",389724,21057,3422,9513,23380,17050,45644,80879,96765,2950,7066,9412,6286,20383,3776,6501,7436,15554,10094,19,2529
"West and central Africa",2003,5,19,"B","Deaths","Upper",414787,29163,4433,10563,28066,22436,50677,88563,109785,3924,8535,10781,7219,23126,4590,7399,8532,17434,11578,29,2920
"West and central Africa",2003,5,19,"B","Fraction","Lower",1,0.03629,0.00671,0.02204,0.05061,0.0275,0.10875,0.19384,0.22836,0.00545,0.0151,0.02123,0.01424,0.04719,0.00804,0.01476,0.017,0.03634,0.02291,0.00003,0.00571
"West and central Africa",2003,5,19,"B","Fraction","Point",1,0.05403,0.00878,0.02441,0.05999,0.04375,0.11712,0.20753,0.24829,0.00757,0.01813,0.02415,0.01613,0.0523,0.00969,0.01668,0.01908,0.03991,0.0259,0.00005,0.00649
"West and central Africa",2003,5,19,"B","Fraction","Upper",1,0.0736,0.01132,0.02654,0.06985,0.05775,0.12644,0.21928,0.27557,0.01,0.0217,0.02735,0.01832,0.05791,0.01166,0.01874,0.02135,0.04405,0.02937,0.00008,0.00752
"West and central Africa",2004,5,19,"B","Deaths","Lower",363926,9690,2673,9246,20053,10298,40565,74275,88583,2320,6012,8280,5754,18207,3227,5893,6785,14239,9180,13,794
"West and central Africa",2004,5,19,"B","Deaths","Point",385815,15305,3468,10425,23840,16586,44670,81654,97530,3187,7184,9460,6578,20579,3877,6682,7712,15857,10348,23,853
"West and central Africa",2004,5,19,"B","Deaths","Upper",411285,21837,4500,11523,28636,22538,49555,89447,109751,4203,8668,10811,7527,23225,4718,7585,8832,17756,11800,32,915
"West and central Africa",2004,5,19,"B","Fraction","Lower",1,0.02504,0.00685,0.02433,0.05224,0.02631,0.10744,0.19817,0.23285,0.006,0.01563,0.02157,0.01505,0.04823,0.00838,0.01537,0.01776,0.03746,0.02371,0.00003,0.002
"West and central Africa",2004,5,19,"B","Fraction","Point",1,0.03967,0.00899,0.02702,0.06179,0.04299,0.11578,0.21164,0.25279,0.00826,0.01862,0.02452,0.01705,0.05334,0.01005,0.01732,0.01999,0.0411,0.02682,0.00006,0.00221
"West and central Africa",2004,5,19,"B","Fraction","Upper",1,0.05645,0.01161,0.02927,0.07209,0.05864,0.12465,0.22429,0.27707,0.01078,0.02223,0.02779,0.01937,0.05911,0.0121,0.01952,0.02238,0.04526,0.03033,0.00009,0.00242
"West and central Africa",2005,5,19,"B","Deaths","Lower",365026,9112,2689,10004,20514,10032,39552,74633,89221,2495,6088,8334,6020,18471,3329,6064,7044,14568,9418,10,359
"West and central Africa",2005,5,19,"B","Deaths","Point",387148,13690,3515,11235,24224,16516,43581,82099,98312,3430,7302,9516,6876,20832,3972,6864,8002,16156,10612,19,399
"West and central Africa",2005,5,19,"B","Deaths","Upper",412344,19335,4551,12455,29027,21784,48271,90234,110773,4483,8794,10905,7867,23509,4803,7766,9135,18094,12071,27,439
"West and central Africa",2005,5,19,"B","Fraction","Lower",1,0.02351,0.00684,0.02604,0.05357,0.02603,0.10463,0.19835,0.23376,0.00644,0.01577,0.02164,0.01565,0.04859,0.00856,0.01571,0.01837,0.03803,0.02433,0.00002,0.0009
"West and central Africa",2005,5,19,"B","Fraction","Point",1,0.03536,0.00908,0.02902,0.06257,0.04266,0.11257,0.21206,0.25394,0.00886,0.01886,0.02458,0.01776,0.05381,0.01026,0.01773,0.02067,0.04173,0.02741,0.00005,0.00103
"West and central Africa",2005,5,19,"B","Fraction","Upper",1,0.04979,0.01172,0.03153,0.07326,0.05724,0.12098,0.225,0.27826,0.01152,0.02245,0.02793,0.02017,0.05931,0.01229,0.01998,0.0231,0.04585,0.03091,0.00008,0.00115
"West and central Africa",2006,5,19,"B","Deaths","Lower",357582,1605,2700,10665,20648,9912,38578,74463,91025,2701,6169,8419,6298,18812,3403,6219,7322,14859,9683,11,969
"West and central Africa",2006,5,19,"B","Deaths","Point",380474,3067,3550,11962,24750,16163,42552,82095,99502,3687,7393,9596,7187,21196,4041,7024,8291,16429,10882,19,1088
"West and central Africa",2006,5,19,"B","Deaths","Upper",406292,5926,4590,13289,29468,22324,47162,90257,111995,4784,8903,10962,8238,23995,4890,7937,9499,18402,12373,28,1220
"West and central Africa",2006,5,19,"B","Fraction","Lower",1,0.00418,0.00703,0.0282,0.05518,0.0262,0.10382,0.20192,0.24179,0.00707,0.01618,0.02224,0.01664,0.05013,0.00887,0.01631,0.01928,0.03945,0.02537,0.00002,0.0025
"West and central Africa",2006,5,19,"B","Fraction","Point",1,0.00806,0.00933,0.03144,0.06505,0.04248,0.11184,0.21577,0.26152,0.00969,0.01943,0.02522,0.01889,0.05571,0.01062,0.01846,0.02179,0.04318,0.0286,0.00005,0.00286
"West and central Africa",2006,5,19,"B","Fraction","Upper",1,0.01558,0.01206,0.03425,0.07566,0.05931,0.12016,0.22942,0.28412,0.01251,0.02313,0.02863,0.02143,0.06126,0.01271,0.02076,0.02426,0.0473,0.03223,0.00008,0.00321
"West and central Africa",2007,5,19,"B","Deaths","Lower",360689,1044,2744,11365,20894,10152,37671,74088,91862,2937,6237,8536,6613,19253,3474,6374,7591,15142,9955,54,470
"West and central Africa",2007,5,19,"B","Deaths","Point",383179,2088,3583,12572,25248,16458,41613,81962,100834,3977,7495,9717,7537,21680,4112,7192,8610,16718,11200,73,513
"West and central Africa",2007,5,19,"B","Deaths","Upper",410034,5316,4627,14016,30152,21956,46106,90349,113889,5117,9029,11088,8649,24591,4986,8136,9839,18726,12687,88,561
"West and central Africa",2007,5,19,"B","Fraction","Lower",1,0.00276,0.00705,0.02967,0.05518,0.02575,0.10073,0.20005,0.24365,0.00764,0.01626,0.02234,0.01727,0.05096,0.00897,0.01659,0.01992,0.03999,0.02606,0.00014,0.00119
"West and central Africa",2007,5,19,"B","Fraction","Point",1,0.00545,0.00935,0.03281,0.06589,0.04295,0.1086,0.2139,0.26315,0.01038,0.01956,0.02536,0.01967,0.05658,0.01073,0.01877,0.02247,0.04363,0.02923,0.00019,0.00134
"West and central Africa",2007,5,19,"B","Fraction","Upper",1,0.01369,0.01206,0.03564,0.07683,0.0571,0.11682,0.22706,0.28738,0.01327,0.02332,0.0288,0.02232,0.06227,0.01281,0.02108,0.02499,0.04769,0.0328,0.00023,0.0015
"West and central Africa",2008,5,19,"B","Deaths","Lower",366038,830,2776,11727,21858,10137,36867,73166,92552,3208,6310,8717,6998,19947,3550,6524,7898,15514,10332,10,1029
"West and central Africa",2008,5,19,"B","Deaths","Point",389731,4178,3624,13243,25894,16186,40688,81060,102262,4268,7611,9915,7951,22530,4197,7385,8976,17027,11630,19,1091
"West and central Africa",2008,5,19,"B","Deaths","Upper",417321,11085,4669,14766,30585,21690,45152,89652,115117,5475,9149,11311,9125,25458,5060,8401,10247,19106,13145,27,1152
"West and central Africa",2008,5,19,"B","Fraction","Lower",1,0.00215,0.00705,0.03036,0.05688,0.02609,0.09668,0.1941,0.24077,0.00817,0.01626,0.02242,0.01798,0.05208,0.00904,0.01673,0.02046,0.0401,0.02673,0.00002,0.00254
"West and central Africa",2008,5,19,"B","Fraction","Point",1,0.01072,0.0093,0.03398,0.06644,0.04153,0.1044,0.20799,0.26239,0.01095,0.01953,0.02544,0.0204,0.05781,0.01077,0.01895,0.02303,0.04369,0.02984,0.00005,0.0028
"West and central Africa",2008,5,19,"B","Fraction","Upper",1,0.02802,0.01197,0.03701,0.07655,0.05617,0.11256,0.22088,0.28514,0.01391,0.02346,0.02885,0.02319,0.06364,0.01276,0.02137,0.0256,0.04769,0.03339,0.00007,0.00302
"West and central Africa",2009,5,19,"B","Deaths","Lower",370300,2871,2856,12219,22244,9921,36282,71751,94492,3408,6413,8983,7419,20810,3659,6713,8185,15866,10830,42,1127
"West and central Africa",2009,5,19,"B","Deaths","Point",394935,4834,3685,13649,26354,15959,40090,79978,103911,4502,7764,10201,8420,23562,4305,7618,9320,17369,12160,55,1193
"West and central Africa",2009,5,19,"B","Deaths","Upper",424113,10243,4738,15171,31350,21093,44602,88615,116164,5753,9334,11610,9648,26668,5186,8713,10629,19494,13779,72,1263
"West and central Africa",2009,5,19,"B","Fraction","Lower",1,0.00723,0.00714,0.03144,0.05652,0.02472,0.0941,0.18788,0.24487,0.00853,0.01636,0.02286,0.01881,0.05378,0.00917,0.01696,0.02098,0.04048,0.0276,0.0001,0.00276
"West and central Africa",2009,5,19,"B","Fraction","Point",1,0.01224,0.00933,0.03456,0.06673,0.04041,0.10151,0.20251,0.26311,0.0114,0.01966,0.02583,0.02132,0.05966,0.0109,0.01929,0.0236,0.04398,0.03079,0.00014,0.00302
"West and central Africa",2009,5,19,"B","Fraction","Upper",1,0.02533,0.01192,0.03763,0.07695,0.05372,0.10954,0.21465,0.28523,0.01445,0.02363,0.02919,0.02422,0.06571,0.01291,0.02177,0.0262,0.04801,0.03445,0.00019,0.00329
"West and central Africa",2010,5,19,"B","Deaths","Lower",371584,1455,2935,12490,22311,10486,36192,69970,94892,3516,6605,9363,7888,21914,3780,6954,8452,16260,11471,56,437
"West and central Africa",2010,5,19,"B","Deaths","Point",398556,4009,3762,13997,26500,16759,40246,78101,104972,4595,7979,10606,8940,24862,4464,7911,9625,17819,12853,72,482
"West and central Africa",2010,5,19,"B","Deaths","Upper",430073,9562,4819,15809,31873,22881,44778,86633,118023,5837,9633,12101,10218,28167,5371,9115,10956,19951,14542,91,524
"West and central Africa",2010,5,19,"B","Fraction","Lower",1,0.00364,0.00725,0.03171,0.05658,0.02605,0.09385,0.18229,0.24388,0.00866,0.01663,0.02353,0.01983,0.05642,0.00948,0.01745,0.02152,0.04127,0.029,0.00013,0.00106
"West and central Africa",2010,5,19,"B","Fraction","Point",1,0.01006,0.00944,0.03512,0.06649,0.04205,0.10098,0.19596,0.26338,0.01153,0.02002,0.02661,0.02243,0.06238,0.0112,0.01985,0.02415,0.04471,0.03225,0.00018,0.00121
"West and central Africa",2010,5,19,"B","Fraction","Upper",1,0.02376,0.01204,0.03838,0.07676,0.05724,0.10863,0.20745,0.28496,0.01459,0.0239,0.02991,0.02536,0.06884,0.01329,0.02241,0.02676,0.04875,0.03595,0.00023,0.00135
"West and central Africa",2011,5,19,"B","Deaths","Lower",376067,3933,2996,12763,22425,10598,36486,67820,95036,3558,6728,9748,8333,23155,3890,7145,8701,16704,12175,35,861
"West and central Africa",2011,5,19,"B","Deaths","Point",405402,5955,3819,14367,26785,17084,40800,75660,105968,4618,8145,11035,9438,26205,4605,8177,9896,18276,13601,49,920
"West and central Africa",2011,5,19,"B","Deaths","Upper",438593,9068,4867,16139,32100,23080,45795,83764,120295,5849,9862,12672,10808,29787,5556,9468,11249,20448,15433,63,985
