"ISO3","Year","AgeLow","AgeUp","Sex","Variable","Quantile","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Digestive","Neoplasms","OtherNCD","Drowning","RTI","OtherInj","NatDis","CollectVio"
"MKD",2001,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,0,9,0,1,2,0,0
"MKD",2001,10,14,"B","Deaths","Point",0,0,0,0,0,2,1,5,16,1,6,8,0,0
"MKD",2001,10,14,"B","Deaths","Upper",0,0,0,0,0,5,4,10,23,4,11,14,2,0
"MKD",2001,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.02777,0.26315,0,0.05,0.08108,0,0
"MKD",2001,10,14,"B","Fraction","Point",0,0,0,0,0,0.04363,0.03054,0.12217,0.41451,0.02473,0.14765,0.20878,0.00798,0
"MKD",2001,10,14,"B","Fraction","Upper",0,0,0,0,0,0.12105,0.09757,0.225,0.575,0.08554,0.26191,0.34086,0.05129,0
"MKD",2001,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.03008,0.30013,0,0.05991,0.09011,0,0
"MKD",2001,10,14,"B","Rate","Point",0,0,0,0,0,0.05018,0.03513,0.14052,0.47678,0.02844,0.16983,0.24014,0.00918,0
"MKD",2001,10,14,"B","Rate","Upper",0,0,0,0,0,0.14667,0.12005,0.27245,0.69133,0.09121,0.30293,0.39344,0.06006,0
"MKD",2002,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,5,5,0,1,1,0,0
"MKD",2002,10,14,"B","Deaths","Point",0,0,0,0,0,0,0,11,12,2,6,5,0,0
"MKD",2002,10,14,"B","Deaths","Upper",0,0,0,0,0,0,0,18,18,5,11,11,3,0
"MKD",2002,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.15789,0.16697,0,0.05128,0.04878,0,0
"MKD",2002,10,14,"B","Fraction","Point",0,0,0,0,0,0,0,0.30938,0.32221,0.04206,0.16029,0.15248,0.01358,0
"MKD",2002,10,14,"B","Fraction","Upper",0,0,0,0,0,0,0,0.45715,0.48478,0.11429,0.28572,0.27563,0.05883,0
"MKD",2002,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.18013,0.18154,0,0.0602,0.05992,0,0
"MKD",2002,10,14,"B","Rate","Point",0,0,0,0,0,0,0,0.34088,0.35502,0.04634,0.17661,0.16801,0.01496,0
"MKD",2002,10,14,"B","Rate","Upper",0,0,0,0,0,0,0,0.53944,0.54556,0.12283,0.30586,0.30478,0.06144,0
"MKD",2003,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,1,8,0,2,0,0,0
"MKD",2003,10,14,"B","Deaths","Point",0,0,0,0,0,1,0,5,14,2,7,4,1,0
"MKD",2003,10,14,"B","Deaths","Upper",0,0,0,0,0,4,0,11,21,5,13,9,3,0
"MKD",2003,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.05263,0.25,0,0.08823,0.02702,0,0
"MKD",2003,10,14,"B","Fraction","Point",0,0,0,0,0,0.03252,0,0.15938,0.40359,0.0495,0.21573,0.12331,0.01598,0
"MKD",2003,10,14,"B","Fraction","Upper",0,0,0,0,0,0.09091,0,0.29412,0.57474,0.13139,0.3547,0.25593,0.0625,0
"MKD",2003,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.0607,0.2479,0,0.09165,0.03046,0,0
"MKD",2003,10,14,"B","Rate","Point",0,0,0,0,0,0.03427,0,0.16795,0.42528,0.05216,0.22733,0.12994,0.01684,0
"MKD",2003,10,14,"B","Rate","Upper",0,0,0,0,0,0.09314,0,0.31125,0.62399,0.12476,0.37356,0.27526,0.06211,0
"MKD",2004,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,3,6,0,1,0,0,0
"MKD",2004,10,14,"B","Deaths","Point",0,0,0,0,0,0,1,9,11,1,6,3,0,0
"MKD",2004,10,14,"B","Deaths","Upper",0,0,0,0,0,0,4,15,18,5,11,7,3,0
"MKD",2004,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.12935,0.19444,0,0.0625,0,0,0
"MKD",2004,10,14,"B","Fraction","Point",0,0,0,0,0,0,0.03784,0.27852,0.35936,0.04319,0.18263,0.08452,0.01395,0
"MKD",2004,10,14,"B","Fraction","Upper",0,0,0,0,0,0,0.11765,0.43334,0.53125,0.12904,0.32259,0.18907,0.06452,0
"MKD",2004,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.12407,0.18904,0,0.06205,0,0,0
"MKD",2004,10,14,"B","Rate","Point",0,0,0,0,0,0,0.03813,0.28063,0.36208,0.04352,0.18401,0.08516,0.01406,0
"MKD",2004,10,14,"B","Rate","Upper",0,0,0,0,0,0,0.12476,0.44161,0.5575,0.12562,0.31667,0.18829,0.06275,0
"MKD",2005,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,6,5,0,0,0,0,0
"MKD",2005,10,14,"B","Deaths","Point",0,0,0,0,0,0,0,12,10,1,4,3,0,0
"MKD",2005,10,14,"B","Deaths","Upper",0,0,0,0,0,0,0,18,17,4,8,7,3,0
"MKD",2005,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.23333,0.17857,0,0.02863,0,0,0
"MKD",2005,10,14,"B","Fraction","Point",0,0,0,0,0,0,0,0.39383,0.34812,0.0401,0.11937,0.08563,0.01295,0
"MKD",2005,10,14,"B","Fraction","Upper",0,0,0,0,0,0,0,0.57684,0.53125,0.12873,0.25,0.2,0.06897,0
"MKD",2005,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.22113,0.1605,0,0.0313,0,0,0
"MKD",2005,10,14,"B","Rate","Point",0,0,0,0,0,0,0,0.37985,0.33576,0.03868,0.11513,0.08259,0.01249,0
"MKD",2005,10,14,"B","Rate","Upper",0,0,0,0,0,0,0,0.56839,0.51355,0.12686,0.25161,0.19103,0.06406,0
"MKD",2006,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,2,1,0,1,3,0,0
"MKD",2006,10,14,"B","Deaths","Point",0,0,0,0,0,0,0,6,5,1,6,8,1,0
"MKD",2006,10,14,"B","Deaths","Upper",0,0,0,0,0,0,0,12,10,4,11,14,4,0
"MKD",2006,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.07142,0.06683,0,0.06915,0.12913,0,0
"MKD",2006,10,14,"B","Fraction","Point",0,0,0,0,0,0,0,0.22222,0.19444,0.04167,0.20833,0.29167,0.04167,0
"MKD",2006,10,14,"B","Fraction","Upper",0,0,0,0,0,0,0,0.38462,0.33334,0.13334,0.38462,0.47811,0.13334,0
"MKD",2006,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.0655,0.0644,0,0.0651,0.12822,0,0
"MKD",2006,10,14,"B","Rate","Point",0,0,0,0,0,0,0,0.2056,0.17989,0.03855,0.19274,0.26985,0.03855,0
"MKD",2006,10,14,"B","Rate","Upper",0,0,0,0,0,0,0,0.36175,0.32291,0.13009,0.35401,0.45514,0.12984,0
"MKD",2007,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,0,3,0,1,2,0,0
"MKD",2007,10,14,"B","Deaths","Point",0,1,0,0,0,2,1,1,9,1,5,6,0,0
"MKD",2007,10,14,"B","Deaths","Upper",0,4,0,0,0,6,4,4,15,4,10,11,0,0
"MKD",2007,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0,0.16666,0,0.06666,0.08333,0,0
"MKD",2007,10,14,"B","Fraction","Point",0,0.03846,0,0,0,0.08333,0.03846,0.04487,0.33333,0.03846,0.19231,0.23077,0,0
"MKD",2007,10,14,"B","Fraction","Upper",0,0.13044,0,0,0,0.19231,0.125,0.13637,0.51852,0.12,0.35661,0.38435,0,0
"MKD",2007,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0,0.13402,0,0.06597,0.0674,0,0
"MKD",2007,10,14,"B","Rate","Point",0,0.03427,0,0,0,0.07426,0.03427,0.03998,0.29703,0.03427,0.17137,0.20564,0,0
"MKD",2007,10,14,"B","Rate","Upper",0,0.10241,0,0,0,0.17004,0.10198,0.13259,0.47455,0.10224,0.33231,0.36761,0,0
"MKD",2008,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,0,10,0,0,0,0,0
"MKD",2008,10,14,"B","Deaths","Point",0,2,0,0,0,0,0,3,16,2,2,0,0,0
"MKD",2008,10,14,"B","Deaths","Upper",0,6,0,0,0,0,0,7,23,5,5,0,0,0
"MKD",2008,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0,0.47619,0,0,0,0,0
"MKD",2008,10,14,"B","Fraction","Point",0,0.07692,0,0,0,0,0,0.10769,0.66154,0.07692,0.07692,0,0,0
"MKD",2008,10,14,"B","Fraction","Upper",0,0.2,0,0,0,0,0,0.24,0.84,0.19231,0.19231,0,0,0
"MKD",2008,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0,0.37941,0,0,0,0,0
"MKD",2008,10,14,"B","Rate","Point",0,0.06631,0,0,0,0,0,0.09284,0.57032,0.06631,0.06631,0,0,0
"MKD",2008,10,14,"B","Rate","Upper",0,0.17419,0,0,0,0,0,0.2091,0.77723,0.17246,0.17325,0,0,0
"MKD",2009,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,4,5,0,0,0,0,0
"MKD",2009,10,14,"B","Deaths","Point",0,0,0,0,0,0,0,9,11,1,1,1,0,0
"MKD",2009,10,14,"B","Deaths","Upper",0,0,0,0,0,0,0,15,17,4,4,4,0,0
"MKD",2009,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.2,0.26086,0,0,0,0,0
"MKD",2009,10,14,"B","Fraction","Point",0,0,0,0,0,0,0,0.3811,0.46871,0.05006,0.05006,0.05006,0,0
"MKD",2009,10,14,"B","Fraction","Upper",0,0,0,0,0,0,0,0.59035,0.66667,0.1579,0.15385,0.14776,0,0
"MKD",2009,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.14593,0.21406,0,0,0,0,0
"MKD",2009,10,14,"B","Rate","Point",0,0,0,0,0,0,0,0.31924,0.39263,0.04193,0.04193,0.04193,0,0
"MKD",2009,10,14,"B","Rate","Upper",0,0,0,0,0,0,0,0.50542,0.58052,0.14311,0.14225,0.11038,0,0
"MKD",2010,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,1,6,0,0,0,0,0
"MKD",2010,10,14,"B","Deaths","Point",0,2,0,0,0,0,0,5,12,1,1,1,0,0
"MKD",2010,10,14,"B","Deaths","Upper",0,5,0,0,0,0,0,10,17,4,4,4,0,0
"MKD",2010,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.05,0.31818,0,0,0,0,0
"MKD",2010,10,14,"B","Fraction","Point",0,0.07778,0,0,0,0,0,0.22222,0.53333,0.05556,0.05556,0.05556,0,0
"MKD",2010,10,14,"B","Fraction","Upper",0,0.2,0,0,0,0,0,0.41667,0.73613,0.16667,0.17392,0.16667,0,0
"MKD",2010,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.03734,0.25808,0,0,0,0,0
"MKD",2010,10,14,"B","Rate","Point",0,0.0636,0,0,0,0,0,0.18171,0.43611,0.04543,0.04543,0.04543,0,0
"MKD",2010,10,14,"B","Rate","Upper",0,0.15098,0,0,0,0,0,0.33897,0.63033,0.14675,0.14733,0.14679,0,0
"MKD",2011,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,0,3,0,0,1,0,0
"MKD",2011,10,14,"B","Deaths","Point",0,0,0,0,0,0,0,4,8,0,4,5,0,0
"MKD",2011,10,14,"B","Deaths","Upper",0,0,0,0,0,0,0,8,14,0,8,10,0,0
"MKD",2011,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.04166,0.18181,0,0.04362,0.08333,0,0
"MKD",2011,10,14,"B","Fraction","Point",0,0,0,0,0,0,0,0.19048,0.38095,0,0.19048,0.2381,0,0
"MKD",2011,10,14,"B","Fraction","Upper",0,0,0,0,0,0,0,0.36364,0.59091,0,0.35273,0.42858,0,0
"MKD",2011,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.03741,0.15038,0,0.03753,0.07453,0,0
"MKD",2011,10,14,"B","Rate","Point",0,0,0,0,0,0,0,0.15274,0.30548,0,0.15274,0.19093,0,0
"MKD",2011,10,14,"B","Rate","Upper",0,0,0,0,0,0,0,0.30034,0.50094,0,0.30031,0.34748,0,0
"MKD",2012,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,3,1,0,0,0,0,0
"MKD",2012,10,14,"B","Deaths","Point",0,1,0,0,0,0,0,8,5,2,0,4,0,0
"MKD",2012,10,14,"B","Deaths","Upper",0,4,0,0,0,0,0,13,10,6,0,9,0,0
"MKD",2012,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.1741,0.09523,0,0,0.04561,0,0
"MKD",2012,10,14,"B","Fraction","Point",0,0.05455,0,0,0,0,0,0.37727,0.26818,0.1,0,0.2,0,0
"MKD",2012,10,14,"B","Fraction","Upper",0,0.17628,0,0,0,0,0,0.59091,0.4762,0.25,0,0.4,0,0
"MKD",2012,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.12,0.07689,0,0,0.03852,0,0
"MKD",2012,10,14,"B","Rate","Point",0,0.04308,0,0,0,0,0,0.29792,0.21177,0.07897,0,0.15793,0,0
"MKD",2012,10,14,"B","Rate","Upper",0,0.15295,0,0,0,0,0,0.47362,0.38963,0.19561,0,0.31598,0,0
"MKD",2013,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,1,5,0,0,0,0,0
"MKD",2013,10,14,"B","Deaths","Point",0,0,0,0,0,0,0,5,11,0,1,3,0,0
"MKD",2013,10,14,"B","Deaths","Upper",0,0,0,0,0,0,0,9,16,0,4,7,0,0
"MKD",2013,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.05882,0.31818,0,0,0,0,0
"MKD",2013,10,14,"B","Fraction","Point",0,0,0,0,0,0,0,0.24286,0.54286,0,0.07143,0.14286,0,0
"MKD",2013,10,14,"B","Fraction","Upper",0,0,0,0,0,0,0,0.44445,0.76191,0,0.2,0.31579,0,0
"MKD",2013,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.04038,0.23662,0,0,0,0,0
"MKD",2013,10,14,"B","Rate","Point",0,0,0,0,0,0,0,0.18971,0.42407,0,0.0558,0.1116,0,0
"MKD",2013,10,14,"B","Rate","Upper",0,0,0,0,0,0,0,0.35386,0.63212,0,0.15815,0.24314,0,0
"MKD",2014,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,1,2,0,0,0,0,0
"MKD",2014,10,14,"B","Deaths","Point",0,0,0,0,0,0,0,5,8,1,2,4,0,0
"MKD",2014,10,14,"B","Deaths","Upper",0,2,0,0,0,0,0,10,13,3,5,8,0,0
"MKD",2014,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.09523,0.17647,0,0,0.04545,0,0
"MKD",2014,10,14,"B","Fraction","Point",0,0.01818,0,0,0,0,0,0.2702,0.39733,0.03333,0.0873,0.19365,0,0
"MKD",2014,10,14,"B","Fraction","Upper",0,0.09524,0,0,0,0,0,0.47369,0.62456,0.13637,0.22223,0.38889,0,0
"MKD",2014,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.07916,0.12093,0,0,0.03957,0,0
"MKD",2014,10,14,"B","Rate","Point",0,0.0141,0,0,0,0,0,0.20954,0.30813,0.02585,0.0677,0.15018,0,0
"MKD",2014,10,14,"B","Rate","Upper",0,0.08055,0,0,0,0,0,0.37017,0.49081,0.1193,0.16639,0.31376,0,0
"MKD",2015,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,1,3,0,0,0,0,0
"MKD",2015,10,14,"B","Deaths","Point",0,0,0,0,0,0,0,5,8,1,2,4,0,0
"MKD",2015,10,14,"B","Deaths","Upper",0,3,0,0,0,0,0,10,13,3,5,8,0,0
"MKD",2015,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.06666,0.17647,0,0,0.0387,0,0
"MKD",2015,10,14,"B","Fraction","Point",0,0.01818,0,0,0,0,0,0.2702,0.39733,0.03333,0.0873,0.19365,0,0
"MKD",2015,10,14,"B","Fraction","Upper",0,0.11082,0,0,0,0,0,0.5,0.63637,0.13271,0.22223,0.38889,0,0
"MKD",2015,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.04183,0.12449,0,0,0.03982,0,0
"MKD",2015,10,14,"B","Rate","Point",0,0.01402,0,0,0,0,0,0.20834,0.30636,0.0257,0.06731,0.14931,0,0
"MKD",2015,10,14,"B","Rate","Upper",0,0.0825,0,0,0,0,0,0.37822,0.5003,0.08399,0.16749,0.3215,0,0
"MKD",2016,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,1,3,0,0,0,0,0
"MKD",2016,10,14,"B","Deaths","Point",0,0,0,0,0,0,0,5,7,1,2,3,0,0
"MKD",2016,10,14,"B","Deaths","Upper",0,2,0,0,0,0,0,10,12,3,5,8,0,0
"MKD",2016,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.06666,0.18224,0,0,0.04347,0,0
"MKD",2016,10,14,"B","Fraction","Point",0,0.01818,0,0,0,0,0,0.2702,0.39733,0.03333,0.0873,0.19365,0,0
"MKD",2016,10,14,"B","Fraction","Upper",0,0.1,0,0,0,0,0,0.47601,0.61112,0.14286,0.2353,0.38889,0,0
"MKD",2016,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.0423,0.12653,0,0,0.04068,0,0
"MKD",2016,10,14,"B","Rate","Point",0,0.01398,0,0,0,0,0,0.20779,0.30555,0.02563,0.06713,0.14892,0,0
"MKD",2016,10,14,"B","Rate","Upper",0,0.08261,0,0,0,0,0,0.38242,0.49784,0.12296,0.17107,0.29768,0,0
"MKD",2017,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,1,2,0,0,0,0,0
"MKD",2017,10,14,"B","Deaths","Point",0,0,0,0,0,0,0,5,7,1,2,3,0,0
"MKD",2017,10,14,"B","Deaths","Upper",0,2,0,0,0,0,0,10,12,3,5,8,0,0
"MKD",2017,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.05909,0.17647,0,0,0,0,0
"MKD",2017,10,14,"B","Fraction","Point",0,0.01818,0,0,0,0,0,0.2702,0.39733,0.03333,0.0873,0.19365,0,0
"MKD",2017,10,14,"B","Fraction","Upper",0,0.10487,0,0,0,0,0,0.5,0.63158,0.13334,0.2353,0.38889,0,0
"MKD",2017,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.043,0.12717,0,0,0,0,0
"MKD",2017,10,14,"B","Rate","Point",0,0.01397,0,0,0,0,0,0.20761,0.30528,0.02561,0.06708,0.14879,0,0
"MKD",2017,10,14,"B","Rate","Upper",0,0.08472,0,0,0,0,0,0.3895,0.50521,0.08742,0.17389,0.30247,0,0
"MKD",2018,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,1,2,0,0,0,0,0
"MKD",2018,10,14,"B","Deaths","Point",0,0,0,0,0,0,0,5,7,1,2,3,0,0
"MKD",2018,10,14,"B","Deaths","Upper",0,2,0,0,0,0,0,9,12,3,5,8,0,0
"MKD",2018,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.07184,0.16666,0,0,0,0,0
"MKD",2018,10,14,"B","Fraction","Point",0,0.01818,0,0,0,0,0,0.2702,0.39733,0.03333,0.0873,0.19365,0,0
"MKD",2018,10,14,"B","Fraction","Upper",0,0.1,0,0,0,0,0,0.47369,0.63158,0.13334,0.2381,0.38889,0,0
"MKD",2018,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.04435,0.1279,0,0,0,0,0
"MKD",2018,10,14,"B","Rate","Point",0,0.01397,0,0,0,0,0,0.20764,0.30534,0.02561,0.06709,0.14881,0,0
"MKD",2018,10,14,"B","Rate","Upper",0,0.08652,0,0,0,0,0,0.38662,0.51592,0.08898,0.17768,0.3042,0,0
"MKD",2019,10,14,"B","Deaths","Lower",0,0,0,0,0,0,0,1,2,0,0,0,0,0
"MKD",2019,10,14,"B","Deaths","Point",0,0,0,0,0,0,0,5,7,1,2,3,0,0
"MKD",2019,10,14,"B","Deaths","Upper",0,2,0,0,0,0,0,9,12,3,5,8,0,0
"MKD",2019,10,14,"B","Fraction","Lower",0,0,0,0,0,0,0,0.06666,0.15028,0,0,0,0,0
"MKD",2019,10,14,"B","Fraction","Point",0,0.01818,0,0,0,0,0,0.2702,0.39733,0.03333,0.0873,0.19365,0,0
"MKD",2019,10,14,"B","Fraction","Upper",0,0.1,0,0,0,0,0,0.5,0.63601,0.13334,0.25,0.4,0,0
"MKD",2019,10,14,"B","Rate","Lower",0,0,0,0,0,0,0,0.04435,0.08959,0,0,0,0,0
"MKD",2019,10,14,"B","Rate","Point",0,0.01394,0,0,0,0,0,0.20714,0.30461,0.02555,0.06693,0.14846,0,0
"MKD",2019,10,14,"B","Rate","Upper",0,0.0869,0,0,0,0,0,0.3963,0.52704,0.09006,0.21769,0.3108,0,0
"MLI",2000,10,14,"B","Deaths","Lower",11,156,0,212,260,409,62,9,154,48,50,6,0,0
"MLI",2000,10,14,"B","Deaths","Point",66,324,8,449,558,841,145,21,314,105,112,15,1,0
"MLI",2000,10,14,"B","Deaths","Upper",136,496,53,706,900,1275,243,37,491,179,194,25,3,0
"MLI",2000,10,14,"B","Fraction","Lower",0.00422,0.08812,0.00006,0.11546,0.14682,0.2341,0.03033,0.00441,0.08272,0.02375,0.02643,0.00332,0,0
"MLI",2000,10,14,"B","Fraction","Point",0.0222,0.10953,0.00285,0.15182,0.18842,0.28433,0.04885,0.00705,0.10622,0.03553,0.0379,0.00499,0.00031,0
"MLI",2000,10,14,"B","Fraction","Upper",0.04011,0.12984,0.01881,0.19022,0.2384,0.33263,0.0714,0.01052,0.132,0.04994,0.05262,0.00703,0.00141,0
"MLI",2000,10,14,"B","Rate","Lower",0.04036,0.56035,0.00069,0.76162,0.93184,1.46837,0.22337,0.0357,0.5522,0.17283,0.18246,0.0235,0,0
"MLI",2000,10,14,"B","Rate","Point",0.23489,1.15892,0.03016,1.60638,1.99363,3.00844,0.51687,0.07459,1.12389,0.37594,0.40101,0.0528,0.00328,0
"MLI",2000,10,14,"B","Rate","Upper",0.48351,1.76803,0.18836,2.5175,3.21067,4.54334,0.86726,0.13035,1.74971,0.63559,0.69189,0.08814,0.01075,0
"MLI",2001,10,14,"B","Deaths","Lower",23,165,0,202,262,407,64,11,163,52,52,7,0,0
"MLI",2001,10,14,"B","Deaths","Point",80,331,9,426,564,822,145,25,338,113,115,17,0,0
"MLI",2001,10,14,"B","Deaths","Upper",159,506,56,674,907,1257,241,45,521,191,198,29,1,0
"MLI",2001,10,14,"B","Fraction","Lower",0.00899,0.09066,0.00006,0.10919,0.14778,0.22658,0.03067,0.00536,0.08893,0.02564,0.02727,0.00385,0,0
"MLI",2001,10,14,"B","Fraction","Point",0.02684,0.11101,0.00285,0.14274,0.18876,0.27537,0.04857,0.00848,0.11313,0.03799,0.03845,0.00577,0.00004,0
"MLI",2001,10,14,"B","Fraction","Upper",0.0466,0.13052,0.01962,0.17888,0.23729,0.32179,0.07028,0.01251,0.1393,0.05282,0.05275,0.00808,0.00045,0
"MLI",2001,10,14,"B","Rate","Lower",0.08098,0.57967,0.00054,0.70875,0.91926,1.42962,0.22513,0.04198,0.57292,0.18496,0.18472,0.02693,0,0
"MLI",2001,10,14,"B","Rate","Point",0.28008,1.1584,0.02974,1.4895,1.96973,2.87351,0.50683,0.08849,1.18052,0.39643,0.40123,0.06021,0.00042,0
"MLI",2001,10,14,"B","Rate","Upper",0.55335,1.76288,0.19462,2.35059,3.16224,4.37621,0.83811,0.15373,1.81748,0.6643,0.68681,0.10065,0.0035,0
"MLI",2002,10,14,"B","Deaths","Lower",23,163,0,186,271,402,61,13,170,57,54,8,0,0
"MLI",2002,10,14,"B","Deaths","Point",95,342,9,390,578,816,142,30,359,124,118,20,0,0
"MLI",2002,10,14,"B","Deaths","Upper",177,516,51,615,923,1263,236,53,556,208,200,34,1,0
"MLI",2002,10,14,"B","Fraction","Lower",0.00935,0.09219,0.00007,0.0977,0.15099,0.22204,0.03013,0.00639,0.09444,0.02805,0.02803,0.00445,0,0
"MLI",2002,10,14,"B","Fraction","Point",0.03154,0.11311,0.00294,0.12885,0.19116,0.26978,0.04699,0.01,0.11885,0.04095,0.03916,0.00662,0.00004,0
"MLI",2002,10,14,"B","Fraction","Upper",0.05304,0.13353,0.01998,0.16213,0.23877,0.32037,0.06758,0.01463,0.14558,0.05671,0.05286,0.00925,0.00045,0
"MLI",2002,10,14,"B","Rate","Lower",0.08145,0.5566,0.00068,0.63438,0.92697,1.37203,0.20875,0.04773,0.58139,0.19656,0.18754,0.03052,0,0
"MLI",2002,10,14,"B","Rate","Point",0.32449,1.16369,0.03025,1.32562,1.96667,2.77552,0.48344,0.10288,1.22274,0.4213,0.40288,0.06811,0.00041,0
"MLI",2002,10,14,"B","Rate","Upper",0.59874,1.74862,0.17286,2.08753,3.13243,4.2822,0.79985,0.17873,1.8857,0.70542,0.67831,0.11298,0.00341,0
"MLI",2003,10,14,"B","Deaths","Lower",31,165,0,165,275,405,57,16,176,60,55,10,0,0
"MLI",2003,10,14,"B","Deaths","Point",110,354,9,359,593,815,139,36,380,134,123,23,0,0
"MLI",2003,10,14,"B","Deaths","Upper",200,544,48,570,927,1251,232,63,585,227,207,39,0,0
"MLI",2003,10,14,"B","Fraction","Lower",0.01311,0.09429,0.00007,0.0877,0.1527,0.22218,0.02915,0.00759,0.09892,0.03043,0.02885,0.00514,0,0
"MLI",2003,10,14,"B","Fraction","Point",0.0357,0.11513,0.00296,0.11671,0.19284,0.26512,0.04523,0.01159,0.12374,0.04357,0.03987,0.00754,0,0
"MLI",2003,10,14,"B","Fraction","Upper",0.05825,0.1356,0.01837,0.14747,0.23833,0.31253,0.0654,0.01677,0.15067,0.05985,0.05331,0.01039,0,0
"MLI",2003,10,14,"B","Rate","Lower",0.1037,0.54909,0.00079,0.54765,0.91286,1.3435,0.1909,0.05372,0.58358,0.19994,0.18416,0.03407,0,0
"MLI",2003,10,14,"B","Rate","Point",0.36229,1.16837,0.03004,1.18441,1.957,2.69052,0.45901,0.11762,1.25575,0.44216,0.40461,0.07652,0,0
"MLI",2003,10,14,"B","Rate","Upper",0.65903,1.78952,0.1558,1.87653,3.05015,4.11699,0.76462,0.20548,1.92587,0.74513,0.68261,0.12749,0,0
"MLI",2004,10,14,"B","Deaths","Lower",40,172,0,154,277,395,55,18,180,62,55,11,0,0
"MLI",2004,10,14,"B","Deaths","Point",123,364,9,338,610,829,135,41,388,141,126,26,0,0
"MLI",2004,10,14,"B","Deaths","Upper",226,566,40,544,958,1272,227,73,605,236,212,44,0,0
"MLI",2004,10,14,"B","Fraction","Lower",0.01648,0.09624,0.00007,0.08037,0.15416,0.21861,0.02755,0.0087,0.09927,0.03153,0.02935,0.00575,0,0
"MLI",2004,10,14,"B","Fraction","Point",0.03938,0.11639,0.00296,0.1078,0.19479,0.26487,0.04313,0.01317,0.12389,0.04503,0.04021,0.0084,0,0
"MLI",2004,10,14,"B","Fraction","Upper",0.06026,0.13652,0.01715,0.13686,0.24008,0.31261,0.06313,0.01893,0.15068,0.06154,0.05328,0.01145,0,0
"MLI",2004,10,14,"B","Rate","Lower",0.12986,0.55238,0.00074,0.49422,0.88976,1.26923,0.17657,0.05866,0.58005,0.20196,0.17755,0.03626,0,0
"MLI",2004,10,14,"B","Rate","Point",0.39444,1.1658,0.02965,1.07976,1.95108,2.65303,0.432,0.13192,1.24092,0.45104,0.40276,0.08414,0,0
"MLI",2004,10,14,"B","Rate","Upper",0.72064,1.80531,0.127,1.73389,3.05493,4.05999,0.72344,0.23115,1.92784,0.75016,0.67326,0.14007,0,0
