"Region","Year","AgeLow","AgeUp","Sex","Deaths","Qx","HIV","LRI","TB","Diarrhoeal","Malaria","OtherCMPN","Digestive","Neoplasms","OtherNCD","Drowning","RTI","OtherInj","NatDis","CollectVio"
"North America",2018,10,14,"B",3419,0.74176,0.00021,0.01487,0,0.00194,0,0.02804,0.01676,0.15363,0.33202,0.03213,0.13798,0.28144,0.00099,0
"North America",2019,10,14,"B",3440,0.74386,0.00021,0.01486,0,0.00194,0,0.02803,0.01677,0.15355,0.33197,0.03213,0.13808,0.28147,0.00099,0
"South Asia",2000,10,14,"B",168714,5.33531,0.00099,0.04936,0.03354,0.05628,0.00468,0.11781,0.07747,0.04972,0.23285,0.12221,0.07239,0.17748,0.00102,0.00419
"South Asia",2001,10,14,"B",164602,5.15487,0.00158,0.04816,0.0339,0.05539,0.00472,0.11799,0.07408,0.05182,0.21679,0.11825,0.07311,0.189,0.01158,0.00363
"South Asia",2002,10,14,"B",161746,5.01993,0.00251,0.04799,0.03459,0.05419,0.00473,0.11885,0.07154,0.05479,0.20746,0.1175,0.07479,0.20383,0.00111,0.00611
"South Asia",2003,10,14,"B",158129,4.86697,0.00372,0.04754,0.03481,0.05154,0.00505,0.11718,0.06852,0.05738,0.20138,0.11719,0.07558,0.21729,0.00074,0.00209
"South Asia",2004,10,14,"B",159152,4.85982,0.00487,0.04543,0.03328,0.04701,0.00566,0.11036,0.06371,0.05718,0.19227,0.11294,0.0733,0.22053,0.03099,0.00247
"South Asia",2005,10,14,"B",153735,4.65894,0.00637,0.0441,0.03254,0.04335,0.00637,0.10368,0.06202,0.05723,0.1934,0.11339,0.07349,0.22805,0.03341,0.00258
"South Asia",2006,10,14,"B",151507,4.55802,0.0077,0.04436,0.0332,0.0448,0.00566,0.10535,0.06416,0.05954,0.20056,0.1133,0.07642,0.23921,0.00107,0.00465
"South Asia",2007,10,14,"B",148695,4.43942,0.00887,0.04209,0.03311,0.04363,0.00589,0.10052,0.06478,0.05836,0.2039,0.11081,0.07734,0.24094,0.00379,0.00595
"South Asia",2008,10,14,"B",146068,4.32701,0.00973,0.03983,0.03332,0.0422,0.00677,0.09686,0.06505,0.05706,0.20645,0.10887,0.0785,0.24266,0.00095,0.01175
"South Asia",2009,10,14,"B",142055,4.17644,0.01041,0.03758,0.03344,0.04018,0.00781,0.09308,0.06474,0.05607,0.20753,0.1071,0.07975,0.2463,0.00104,0.01498
"South Asia",2010,10,14,"B",136416,3.98332,0.01091,0.03586,0.03387,0.03817,0.00817,0.0906,0.06408,0.05627,0.20816,0.10629,0.08133,0.25496,0.00182,0.00952
"South Asia",2011,10,14,"B",131326,3.81384,0.01085,0.03425,0.03482,0.03658,0.00745,0.08994,0.06279,0.05733,0.20486,0.10461,0.08241,0.26568,0.00083,0.00761
"South Asia",2012,10,14,"B",126174,3.64584,0.01048,0.03277,0.03535,0.03496,0.00642,0.08916,0.06081,0.05853,0.19904,0.10243,0.08267,0.27738,0.00094,0.00906
"South Asia",2013,10,14,"B",121098,3.48374,0.00932,0.03125,0.03602,0.03354,0.0056,0.08912,0.05841,0.05995,0.19264,0.10056,0.08212,0.28889,0.00404,0.00854
"South Asia",2014,10,14,"B",116286,3.33312,0.00766,0.02955,0.03684,0.03199,0.00742,0.08932,0.05587,0.06133,0.18565,0.09942,0.08156,0.30071,0.00153,0.01115
"South Asia",2015,10,14,"B",112683,3.22093,0.00605,0.02855,0.03666,0.03058,0.00869,0.08981,0.05295,0.06226,0.17723,0.09793,0.08029,0.30941,0.00759,0.01199
"South Asia",2016,10,14,"B",108036,3.08072,0.00502,0.02839,0.03657,0.02994,0.0099,0.09091,0.05097,0.06404,0.17186,0.09791,0.08001,0.32129,0.00108,0.01211
"South Asia",2017,10,14,"B",104963,2.98881,0.0043,0.0287,0.03612,0.02999,0.0077,0.09262,0.04927,0.06574,0.1665,0.09722,0.07953,0.33081,0.0021,0.0094
"South Asia",2018,10,14,"B",102367,2.91318,0.00387,0.02953,0.03563,0.03065,0.0049,0.09502,0.04811,0.06768,0.16262,0.09649,0.07922,0.3401,0.00096,0.0052
"South Asia",2019,10,14,"B",100002,2.84856,0.00346,0.02984,0.03476,0.03037,0.00421,0.09433,0.04705,0.06928,0.16071,0.0956,0.07839,0.34737,0.00046,0.00419
"West and central Africa",2000,10,14,"B",83055,10.52445,0.01851,0.08941,0.01452,0.17175,0.27608,0.24741,0.01975,0.00794,0.08001,0.02653,0.03139,0.01046,0.00006,0.00618
"West and central Africa",2001,10,14,"B",83892,10.39691,0.0226,0.08945,0.0146,0.17112,0.28039,0.24222,0.01927,0.00847,0.07901,0.02642,0.03094,0.01121,0.00031,0.004
"West and central Africa",2002,10,14,"B",85058,10.29642,0.02649,0.08898,0.01527,0.16791,0.28012,0.23888,0.01867,0.00901,0.07735,0.02634,0.03065,0.01193,0.00029,0.00811
"West and central Africa",2003,10,14,"B",86378,10.19933,0.03064,0.08995,0.01521,0.16205,0.2832,0.23652,0.01809,0.00968,0.0768,0.02665,0.03067,0.01277,0.00007,0.00769
"West and central Africa",2004,10,14,"B",87228,10.0372,0.03466,0.09165,0.01468,0.15582,0.2875,0.23857,0.01739,0.01039,0.07553,0.027,0.03082,0.01358,0.00008,0.00233
"West and central Africa",2005,10,14,"B",88558,9.92633,0.03821,0.09259,0.01439,0.14892,0.29027,0.23998,0.01664,0.01104,0.0744,0.02725,0.03083,0.01436,0.00006,0.00107
"West and central Africa",2006,10,14,"B",89815,9.81378,0.04148,0.09346,0.0139,0.14151,0.29095,0.24118,0.01601,0.01171,0.07385,0.02748,0.03077,0.0152,0.00007,0.00243
"West and central Africa",2007,10,14,"B",91273,9.70622,0.0444,0.0942,0.01395,0.13427,0.29143,0.24413,0.01554,0.01235,0.07369,0.02776,0.03073,0.01611,0.00024,0.00122
"West and central Africa",2008,10,14,"B",92934,9.60379,0.04669,0.09534,0.01344,0.1264,0.29021,0.24514,0.01533,0.01311,0.075,0.02821,0.03075,0.01727,0.00006,0.00305
"West and central Africa",2009,10,14,"B",94631,9.49629,0.04833,0.09604,0.01308,0.12101,0.28798,0.24631,0.01535,0.01396,0.07659,0.0286,0.03078,0.01854,0.00018,0.00325
"West and central Africa",2010,10,14,"B",96409,9.39163,0.04986,0.09637,0.01347,0.12067,0.28091,0.24812,0.01567,0.01487,0.07873,0.02885,0.03099,0.01992,0.00024,0.00134
"West and central Africa",2011,10,14,"B",98232,9.29025,0.05057,0.09646,0.0135,0.12307,0.26886,0.25159,0.0161,0.01579,0.08023,0.02892,0.03113,0.02121,0.00015,0.00242
"West and central Africa",2012,10,14,"B",100184,9.18843,0.05129,0.09676,0.01372,0.12729,0.25061,0.25848,0.01665,0.01665,0.08184,0.02912,0.03136,0.02229,0.00035,0.00357
"West and central Africa",2013,10,14,"B",102098,9.07385,0.0504,0.09606,0.01383,0.12803,0.2386,0.26518,0.01698,0.01739,0.08224,0.02912,0.03133,0.02305,0.00007,0.00771
"West and central Africa",2014,10,14,"B",104771,9.02137,0.04848,0.09348,0.01428,0.1253,0.23061,0.27908,0.01681,0.01789,0.0796,0.02854,0.03102,0.02342,0.00008,0.01142
"West and central Africa",2015,10,14,"B",105761,8.83038,0.04815,0.09289,0.01498,0.12398,0.2307,0.28425,0.01667,0.01867,0.07711,0.02824,0.03159,0.02437,0.00002,0.00838
"West and central Africa",2016,10,14,"B",107340,8.6989,0.04585,0.0923,0.01502,0.11965,0.23361,0.2911,0.01643,0.01956,0.07533,0.028,0.0321,0.02557,0.00013,0.00537
"West and central Africa",2017,10,14,"B",108788,8.55701,0.04467,0.09182,0.01509,0.11652,0.23058,0.29345,0.01629,0.02051,0.0745,0.02784,0.03276,0.02704,0.00117,0.00776
"West and central Africa",2018,10,14,"B",110142,8.40995,0.04148,0.0933,0.01504,0.11543,0.22436,0.29618,0.01657,0.02181,0.07705,0.02853,0.03394,0.02928,0.00024,0.00679
"West and central Africa",2019,10,14,"B",111246,8.25101,0.03837,0.09465,0.01503,0.1136,0.22174,0.29387,0.01697,0.02345,0.08075,0.0294,0.03529,0.03215,0,0.00474
"Western Europe",2000,10,14,"B",4498,0.79699,0.00111,0.01551,0.00047,0.00065,0.00043,0.03393,0.01174,0.20901,0.33181,0.03514,0.19827,0.16013,0.00161,0.00021
"Western Europe",2001,10,14,"B",4312,0.76895,0.00196,0.01566,0.00079,0.00112,0.00023,0.03433,0.01331,0.2066,0.34776,0.03893,0.18073,0.15753,0.00106,0
"Western Europe",2002,10,14,"B",4123,0.74135,0.00094,0.01924,0.00093,0.00086,0,0.03137,0.01023,0.21162,0.35165,0.03692,0.17877,0.15645,0.00104,0
"Western Europe",2003,10,14,"B",3938,0.71414,0.00257,0.02207,0.00051,0.00149,0.00026,0.03087,0.01332,0.20823,0.35685,0.03902,0.17733,0.14593,0.00131,0.00025
"Western Europe",2004,10,14,"B",3757,0.68733,0.00118,0.01815,0.00114,0.0003,0,0.02735,0.01436,0.22385,0.35389,0.03062,0.1655,0.15029,0.01337,0
"Western Europe",2005,10,14,"B",3572,0.66142,0.00085,0.01515,0.00049,0.00065,0.00024,0.02416,0.01361,0.21804,0.37277,0.03552,0.16622,0.15021,0.00208,0
"Western Europe",2006,10,14,"B",3402,0.63688,0.00202,0.01871,0.00029,0.00062,0.00028,0.0306,0.01406,0.223,0.37437,0.03123,0.14937,0.15402,0.00143,0
"Western Europe",2007,10,14,"B",3236,0.61351,0.0012,0.01557,0.00148,0.00086,0,0.02958,0.01224,0.22399,0.36452,0.02874,0.16314,0.15868,0,0
"Western Europe",2008,10,14,"B",3090,0.59171,0.00192,0.01831,0,0.00035,0,0.02929,0.01555,0.22592,0.37958,0.03366,0.14154,0.15138,0.00248,0
"Western Europe",2009,10,14,"B",2943,0.57058,0.00157,0.03933,0,0.00135,0,0.03271,0.01393,0.22365,0.37954,0.02963,0.12775,0.14711,0.00343,0
"Western Europe",2010,10,14,"B",2818,0.55063,0.00071,0.02317,0,0.00105,0,0.03152,0.01497,0.24404,0.3872,0.03471,0.1238,0.13845,0.00036,0
"Western Europe",2011,10,14,"B",2696,0.53167,0.00036,0.02522,0,0.0014,0.00043,0.03153,0.01211,0.24559,0.39702,0.02929,0.10239,0.15299,0.00168,0
"Western Europe",2012,10,14,"B",2592,0.51332,0.00128,0.01595,0,0.00109,0,0.0234,0.0105,0.25765,0.40023,0.0287,0.109,0.15075,0.00145,0
"Western Europe",2013,10,14,"B",2497,0.49695,0,0.02895,0.00093,0.00136,0.00049,0.03037,0.01269,0.24176,0.39653,0.03359,0.08839,0.16377,0.00115,0
"Western Europe",2014,10,14,"B",2424,0.48211,0,0.01597,0.00078,0.00126,0.00045,0.02802,0.01195,0.25875,0.39455,0.02309,0.10411,0.15454,0.00041,0.00612
"Western Europe",2015,10,14,"B",2362,0.46951,0.00043,0.02922,0.0016,0.00178,0,0.02856,0.01594,0.24911,0.41156,0.0252,0.08943,0.14679,0.00038,0
"Western Europe",2016,10,14,"B",2331,0.4591,0,0.02501,0,0.00092,0,0.02368,0.0156,0.27101,0.40564,0.02667,0.08322,0.14266,0.00559,0
"Western Europe",2017,10,14,"B",2316,0.45191,0,0.02602,0.00043,0.00085,0.00038,0.02765,0.01652,0.24905,0.4051,0.02721,0.08225,0.16247,0.00207,0
"Western Europe",2018,10,14,"B",2292,0.44195,0.00014,0.02572,0.00069,0.0013,0.00013,0.02668,0.0156,0.25791,0.40603,0.02617,0.08769,0.14964,0.00228,0
"Western Europe",2019,10,14,"B",2275,0.43346,0.00014,0.02547,0.00069,0.0013,0.00013,0.02675,0.01564,0.25733,0.40769,0.02575,0.08715,0.14964,0.00232,0
