"Region","Year","AgeLow","AgeUp","Sex","Deaths","Qx","Maternal","HIV","TB","OtherCMPN","Cardiovascular","Digestive","Neoplasms","OtherNCD","InterpVio","SelfHarm","Drowning","RTI","OtherInj","NatDis","CollectVio"
"West and central Africa",2001,15,19,"F",47167,13.60052,0.07042,0.01979,0.08009,0.39687,0.08089,0.05638,0.02756,0.08526,0.01655,0.06139,0.00814,0.03693,0.05388,0.00022,0.00563
"West and central Africa",2002,15,19,"F",47778,13.45134,0.07025,0.02206,0.08319,0.37832,0.0804,0.05697,0.02812,0.08701,0.01714,0.06245,0.00827,0.03876,0.05497,0.0002,0.01189
"West and central Africa",2003,15,19,"F",48423,13.30558,0.07072,0.02522,0.08278,0.36751,0.0807,0.05806,0.02893,0.08967,0.01769,0.06406,0.00848,0.0404,0.05609,0.00005,0.00964
"West and central Africa",2004,15,19,"F",48665,13.04729,0.0713,0.02832,0.08,0.36365,0.08113,0.05936,0.02976,0.0924,0.0181,0.06574,0.0087,0.04159,0.05702,0.00006,0.00287
"West and central Africa",2005,15,19,"F",49300,12.88815,0.07128,0.03082,0.07862,0.3589,0.08088,0.06014,0.03031,0.09417,0.01828,0.0668,0.00884,0.04234,0.05739,0.00004,0.0012
"West and central Africa",2006,15,19,"F",50018,12.78732,0.07092,0.03278,0.07576,0.35398,0.08035,0.06053,0.03076,0.09572,0.0183,0.06763,0.00893,0.04233,0.05718,0.00003,0.00479
"West and central Africa",2007,15,19,"F",50429,12.58878,0.07103,0.03453,0.07716,0.34793,0.08047,0.06108,0.03153,0.09808,0.01854,0.06907,0.00911,0.04232,0.05733,0.00017,0.00167
"West and central Africa",2008,15,19,"F",51148,12.45744,0.07084,0.0374,0.07515,0.34084,0.08047,0.06108,0.03235,0.10042,0.0189,0.07051,0.00927,0.04208,0.05735,0.00004,0.0033
"West and central Africa",2009,15,19,"F",52004,12.336,0.07084,0.03846,0.07216,0.33592,0.08082,0.06101,0.0334,0.10329,0.0195,0.07232,0.00947,0.04191,0.05756,0.00013,0.00322
"West and central Africa",2010,15,19,"F",52975,12.22945,0.07099,0.0391,0.07407,0.32586,0.08152,0.0609,0.03468,0.1067,0.02036,0.07451,0.00972,0.042,0.05802,0.00017,0.00139
"West and central Africa",2011,15,19,"F",53917,12.13689,0.07083,0.04059,0.07444,0.3144,0.08204,0.06054,0.03595,0.11006,0.02127,0.07662,0.00995,0.04219,0.05839,0.00011,0.00263
"West and central Africa",2012,15,19,"F",54957,12.04553,0.07066,0.04036,0.07529,0.30429,0.08254,0.06021,0.03719,0.11334,0.02217,0.07863,0.01017,0.04261,0.05877,0.00026,0.00351
"West and central Africa",2013,15,19,"F",56196,11.96951,0.07011,0.03894,0.07569,0.29443,0.08251,0.05973,0.03819,0.11603,0.02288,0.0802,0.01034,0.04305,0.05888,0.00005,0.00897
"West and central Africa",2014,15,19,"F",57592,11.91047,0.06919,0.03836,0.07784,0.28707,0.08196,0.05907,0.03893,0.11806,0.02327,0.08127,0.01045,0.04338,0.05854,0.00006,0.01254
"West and central Africa",2015,15,19,"F",57751,11.57845,0.0694,0.03762,0.08116,0.27326,0.08277,0.05965,0.0404,0.12219,0.02422,0.0839,0.01075,0.04532,0.05974,0.00002,0.00961
"West and central Africa",2016,15,19,"F",58322,11.35128,0.06907,0.03706,0.08155,0.26762,0.08277,0.05988,0.04152,0.12514,0.02502,0.08583,0.01096,0.04729,0.06064,0.00009,0.00555
"West and central Africa",2017,15,19,"F",58936,11.12272,0.06822,0.03505,0.08169,0.26047,0.08199,0.05973,0.04232,0.12714,0.02567,0.08712,0.0111,0.04896,0.06112,0.00085,0.00859
"West and central Africa",2018,15,19,"F",59316,10.84546,0.06772,0.03149,0.08033,0.2584,0.08142,0.05992,0.04319,0.12936,0.02633,0.08863,0.01127,0.05041,0.06179,0.00019,0.00955
"West and central Africa",2019,15,19,"F",59584,10.55219,0.06733,0.02874,0.08028,0.25529,0.08076,0.06026,0.04401,0.1314,0.02701,0.09012,0.01144,0.05184,0.06264,0,0.00887
"West and central Africa",2000,15,19,"M",49829,14.46219,0,0.00864,0.12408,0.27427,0.06005,0.04786,0.0449,0.09109,0.05498,0.06434,0.03643,0.10046,0.07607,0.00006,0.01676
"West and central Africa",2001,15,19,"M",50457,14.30341,0,0.01109,0.12439,0.27156,0.06056,0.04833,0.04533,0.09198,0.05551,0.06498,0.03678,0.10142,0.07678,0.00037,0.01093
"West and central Africa",2002,15,19,"M",51225,14.18125,0,0.01347,0.12875,0.25527,0.05998,0.04801,0.04502,0.09135,0.05537,0.06457,0.03654,0.10076,0.07629,0.00029,0.02435
"West and central Africa",2003,15,19,"M",52108,14.07246,0,0.01684,0.12794,0.25342,0.06062,0.04853,0.0455,0.09235,0.05599,0.06526,0.03692,0.10182,0.07708,0.00008,0.01764
"West and central Africa",2004,15,19,"M",52569,13.84257,0,0.02029,0.12335,0.25645,0.06153,0.04931,0.04622,0.09386,0.05699,0.06628,0.0375,0.10342,0.07829,0.0001,0.00641
"West and central Africa",2005,15,19,"M",53473,13.72004,0,0.02293,0.12095,0.25503,0.06197,0.04968,0.04657,0.09459,0.05741,0.06678,0.03779,0.1042,0.07889,0.00007,0.00314
"West and central Africa",2006,15,19,"M",54486,13.66183,0,0.02503,0.11596,0.25393,0.06194,0.04969,0.04658,0.09466,0.05736,0.0668,0.0378,0.10423,0.07891,0.00006,0.00703
"West and central Africa",2007,15,19,"M",55144,13.49765,0,0.0267,0.11602,0.25158,0.06231,0.05001,0.04688,0.09531,0.05756,0.06724,0.03804,0.1049,0.07942,0.00029,0.00374
"West and central Africa",2008,15,19,"M",56136,13.39461,0,0.02958,0.11184,0.24949,0.06225,0.05004,0.04692,0.09541,0.05751,0.0673,0.03807,0.10499,0.07949,0.00007,0.00704
"West and central Africa",2009,15,19,"M",57226,13.29795,0,0.03086,0.10836,0.24946,0.06223,0.0501,0.04699,0.09558,0.05753,0.06741,0.03812,0.10513,0.0796,0.00022,0.00842
"West and central Africa",2010,15,19,"M",58435,13.20807,0,0.03177,0.11182,0.24628,0.06261,0.05042,0.0473,0.09626,0.05789,0.06786,0.03837,0.10582,0.08014,0.00027,0.00319
"West and central Africa",2011,15,19,"M",59572,13.12484,0,0.03373,0.11138,0.24173,0.06248,0.05045,0.04733,0.09639,0.05804,0.06793,0.03839,0.1059,0.08021,0.00018,0.00585
"West and central Africa",2012,15,19,"M",60824,13.04523,0,0.03649,0.11234,0.23418,0.0624,0.05057,0.04745,0.09668,0.05846,0.0681,0.03849,0.10615,0.08043,0.00042,0.00784
"West and central Africa",2013,15,19,"M",62327,12.99101,0,0.038,0.11266,0.22551,0.06193,0.05042,0.04733,0.09649,0.05868,0.06792,0.03838,0.10587,0.08025,0.00008,0.01647
"West and central Africa",2014,15,19,"M",63966,12.9389,0,0.03881,0.11521,0.21848,0.06107,0.05005,0.04699,0.09589,0.0588,0.06743,0.0381,0.10509,0.07969,0.00009,0.02429
"West and central Africa",2015,15,19,"M",64366,12.61739,0,0.03842,0.12066,0.20646,0.06184,0.05087,0.04779,0.09754,0.06037,0.06859,0.03874,0.10688,0.0811,0.00002,0.02071
"West and central Africa",2016,15,19,"M",65250,12.41154,0,0.03717,0.12271,0.20625,0.06259,0.0515,0.04842,0.09878,0.06177,0.06948,0.03925,0.10826,0.08221,0.00015,0.01147
"West and central Africa",2017,15,19,"M",66257,12.21304,0,0.03466,0.1233,0.20434,0.06241,0.05123,0.0482,0.0983,0.06204,0.06917,0.03907,0.10775,0.08188,0.00113,0.01653
"West and central Africa",2018,15,19,"M",67023,11.96124,0,0.03244,0.12236,0.20707,0.06257,0.05109,0.04809,0.09806,0.06221,0.06902,0.03898,0.10751,0.08173,0.00029,0.01856
"West and central Africa",2019,15,19,"M",67664,11.69086,0,0.03041,0.12241,0.20933,0.06294,0.05113,0.04815,0.09814,0.06254,0.0691,0.03902,0.10763,0.08185,0,0.01736
"Western Europe",2000,15,19,"F",3941,1.37069,0.00286,0.00166,0.00053,0.04705,0.04584,0.01145,0.14062,0.21292,0.02581,0.10883,0.00776,0.32813,0.06579,0.00076,0
"Western Europe",2001,15,19,"F",3825,1.33108,0.00218,0.00176,0.00142,0.04849,0.05284,0.0129,0.15422,0.22355,0.02583,0.08789,0.01177,0.31754,0.05903,0.00058,0
"Western Europe",2002,15,19,"F",3683,1.28393,0.00254,0.00057,0.00114,0.04569,0.05467,0.01391,0.14281,0.227,0.02714,0.09775,0.01022,0.32039,0.05567,0.00051,0
"Western Europe",2003,15,19,"F",3522,1.23319,0.00278,0.00248,0.00062,0.04214,0.04818,0.01296,0.14973,0.22755,0.02664,0.10391,0.01226,0.3068,0.06305,0.0009,0
"Western Europe",2004,15,19,"F",3358,1.18393,0.00275,0.00262,0.00056,0.03796,0.06418,0.01044,0.15936,0.23323,0.02549,0.10476,0.00883,0.28053,0.06434,0.00495,0
"Western Europe",2005,15,19,"F",3209,1.13998,0.00154,0.00311,0.00064,0.04235,0.05073,0.0164,0.14486,0.24883,0.0234,0.10451,0.01014,0.29489,0.058,0.00061,0
"Western Europe",2006,15,19,"F",3089,1.10144,0.00309,0.00295,0.00135,0.04725,0.06432,0.01354,0.1588,0.2257,0.02162,0.10592,0.00957,0.28125,0.06392,0.00071,0
"Western Europe",2007,15,19,"F",2972,1.06718,0.00146,0.00075,0.00075,0.04093,0.05751,0.01104,0.16059,0.23987,0.02574,0.10304,0.01119,0.28386,0.06223,0.00105,0
"Western Europe",2008,15,19,"F",2858,1.0337,0.00394,0.00137,0.00096,0.04472,0.04841,0.01394,0.16204,0.23972,0.02086,0.12513,0.01178,0.26002,0.06649,0.00062,0
"Western Europe",2009,15,19,"F",2727,0.99758,0.00252,0.00141,0.00069,0.05727,0.05867,0.00984,0.14384,0.26648,0.02957,0.12099,0.00862,0.23076,0.06667,0.00268,0
"Western Europe",2010,15,19,"F",2588,0.95783,0.0039,0.00072,0.00076,0.04812,0.05771,0.017,0.18265,0.24771,0.02181,0.12159,0.0093,0.21949,0.06924,0,0
"Western Europe",2011,15,19,"F",2442,0.91487,0.00266,0.00035,0.00043,0.05198,0.06262,0.01529,0.18002,0.25542,0.02915,0.13189,0.01117,0.20394,0.05433,0.00074,0
"Western Europe",2012,15,19,"F",2307,0.87427,0.00336,0.00186,0.00052,0.03883,0.06495,0.01278,0.17404,0.27705,0.02401,0.1314,0.00755,0.20391,0.05926,0.0005,0
"Western Europe",2013,15,19,"F",2185,0.8379,0.00157,0,0,0.05133,0.05249,0.01467,0.1805,0.27975,0.02084,0.14614,0.01355,0.18009,0.05907,0,0
"Western Europe",2014,15,19,"F",2081,0.80732,0.0019,0.00167,0.0011,0.04709,0.0584,0.01092,0.18066,0.25501,0.01743,0.15949,0.01138,0.18822,0.06397,0,0.00273
"Western Europe",2015,15,19,"F",1996,0.78484,0.00204,0.00167,0,0.04259,0.05639,0.01249,0.17273,0.29965,0.03042,0.14733,0.01072,0.16387,0.05967,0.00043,0
"Western Europe",2016,15,19,"F",1949,0.77109,0.00109,0.00131,0.0006,0.04252,0.05772,0.01465,0.18907,0.2791,0.01506,0.16549,0.00631,0.16455,0.06035,0.00219,0
"Western Europe",2017,15,19,"F",1928,0.76662,0.00248,0.0012,0.00021,0.04841,0.05824,0.01396,0.16944,0.28214,0.01936,0.16673,0.01143,0.15977,0.0647,0.00193,0
"Western Europe",2018,15,19,"F",1921,0.76713,0.00176,0.00162,0.00021,0.04494,0.05743,0.01358,0.17741,0.28323,0.02178,0.16234,0.00936,0.16364,0.06143,0.00126,0
"Western Europe",2019,15,19,"F",1917,0.76824,0.00177,0.00163,0.00022,0.04495,0.05762,0.01374,0.17646,0.28445,0.02174,0.16138,0.00935,0.16376,0.0617,0.00125,0
"Western Europe",2000,15,19,"M",9976,3.31151,0,0.00174,0.00023,0.0234,0.03639,0.00692,0.10135,0.14579,0.01738,0.13836,0.02588,0.40384,0.09796,0.00075,0
"Western Europe",2001,15,19,"M",9624,3.19698,0,0.00135,0.00004,0.02155,0.0381,0.00524,0.09173,0.15812,0.02388,0.13768,0.03153,0.39957,0.08954,0.00167,0
"Western Europe",2002,15,19,"M",9221,3.07041,0,0.00102,0.00073,0.02342,0.04048,0.00654,0.09401,0.15404,0.02258,0.13782,0.0315,0.39798,0.08888,0.001,0
"Western Europe",2003,15,19,"M",8798,2.93961,0,0.00106,0.00012,0.02157,0.04181,0.00863,0.09166,0.15566,0.02211,0.13883,0.03118,0.39006,0.09586,0.00145,0
"Western Europe",2004,15,19,"M",8377,2.81516,0,0.00074,0.00062,0.02118,0.04204,0.00631,0.09966,0.15227,0.02688,0.14688,0.02921,0.37897,0.09204,0.0032,0
"Western Europe",2005,15,19,"M",7984,2.70152,0,0.00107,0.00002,0.02529,0.04141,0.00741,0.09895,0.16175,0.0253,0.14221,0.02912,0.37454,0.09107,0.00186,0
"Western Europe",2006,15,19,"M",7639,2.59705,0,0.0014,0.0003,0.02338,0.04636,0.00692,0.10131,0.16406,0.02184,0.1468,0.02883,0.35999,0.09763,0.00119,0
"Western Europe",2007,15,19,"M",7290,2.49614,0,0.00061,0.00027,0.02468,0.04115,0.00853,0.09907,0.16511,0.02478,0.13646,0.03392,0.36201,0.10263,0.00078,0
"Western Europe",2008,15,19,"M",6931,2.39105,0,0.001,0.00039,0.02346,0.04138,0.00893,0.10817,0.16701,0.02712,0.15481,0.02999,0.34241,0.09474,0.00058,0
"Western Europe",2009,15,19,"M",6532,2.27516,0,0.00083,0.00034,0.02571,0.04193,0.0085,0.10352,0.17572,0.02266,0.1662,0.03564,0.32315,0.09318,0.00239,0.00025
"Western Europe",2010,15,19,"M",6098,2.14773,0,0.00019,0,0.02783,0.04267,0.01008,0.118,0.1832,0.02377,0.16961,0.03819,0.29465,0.09114,0.00068,0
"Western Europe",2011,15,19,"M",5671,2.01745,0,0.00041,0.001,0.02854,0.04456,0.00737,0.11237,0.18261,0.03048,0.17342,0.03289,0.29366,0.09182,0.00087,0
"Western Europe",2012,15,19,"M",5270,1.8981,0,0.00019,0.00019,0.02137,0.04397,0.00843,0.11932,0.20212,0.0214,0.18627,0.03485,0.26965,0.09062,0.0014,0.00022
"Western Europe",2013,15,19,"M",4930,1.7962,0,0,0.00065,0.02829,0.04439,0.01084,0.11196,0.19807,0.02393,0.19261,0.05064,0.24628,0.09013,0.00222,0
"Western Europe",2014,15,19,"M",4658,1.71652,0,0.00057,0.00053,0.02316,0.04565,0.00515,0.12618,0.19143,0.02429,0.2047,0.03474,0.24768,0.09218,0.00046,0.00329
"Western Europe",2015,15,19,"M",4463,1.6622,0,0.00075,0.00021,0.02834,0.04636,0.01166,0.12776,0.20323,0.02362,0.19394,0.03722,0.23274,0.09272,0.00145,0
"Western Europe",2016,15,19,"M",4353,1.63133,0,0,0.0011,0.03002,0.05062,0.00853,0.12413,0.20957,0.02456,0.19204,0.03907,0.23193,0.088,0.00044,0
"Western Europe",2017,15,19,"M",4301,1.62106,0,0.0002,0.00054,0.02841,0.0424,0.00678,0.126,0.20733,0.024,0.20031,0.03608,0.23006,0.09734,0.00056,0
"Western Europe",2018,15,19,"M",4281,1.61963,0,0.00036,0.00046,0.02863,0.04615,0.00837,0.12677,0.20872,0.02415,0.19239,0.03634,0.23261,0.09433,0.00071,0
"Western Europe",2019,15,19,"M",4261,1.61535,0,0.00036,0.00054,0.02856,0.04668,0.00851,0.12789,0.20779,0.02422,0.19272,0.03626,0.23231,0.09346,0.0007,0
